,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),251.82,0.07,-0.04,251.13,-0.01,0.01,282.16,0.07,-0.03
World Government Bond Index (WGBI),813.38,0.05,-0.08,"1,057.01",-0.04,-0.02,966.98,0.05,-0.07
World Government Bond Index - Developed Markets (WGBI  DM),809.18,0.05,-0.08,"1,057.32",-0.04,-0.03,969.99,0.06,-0.07
World Government Bond Index - Extended (WGBI Extended),819.51,0.03,-0.10,"1,062.42",-0.08,-0.08,965.36,0.04,-0.10
World Inflation-Linked Securities Index (WorldILSI),210.92,0.07,1.11,185.06,0.01,1.37,213.74,0.07,1.12
US Broad Investment-Grade Bond Index (USBIG),"1,960.21",0.16,0.09,"1,960.21",0.16,0.09,"1,960.21",0.16,0.09
US Treasury Index,"1,684.85",0.15,0.04,"1,684.85",0.15,0.04,"1,684.85",0.15,0.04
US High-Yield Market Index,"1,237.90",0.11,0.42,"1,237.90",0.11,0.42,"1,237.90",0.11,0.42
US High-Yield Cash Pay Index,"1,212.06",0.11,0.41,"1,212.06",0.11,0.41,"1,212.06",0.11,0.41
US High-Yield Market Capped Index,428.15,0.11,0.43,428.15,0.11,0.43,428.15,0.11,0.43
US High-Yield Cash Pay Capped Index,423.88,0.11,0.42,423.88,0.11,0.42,423.88,0.11,0.42
LATAM Government Bond Index (LATAMGBI),229.98,-0.09,-1.00,108.80,0.14,-1.41,150.87,-0.12,-1.12
Euro Broad Investment-Grade Bond Index (EuroBIG),252.59,-0.02,-0.19,254.03,-0.22,-0.14,295.66,-0.01,-0.16
EMU Government Bond Index (EGBI),258.01,-0.02,-0.15,259.48,-0.22,-0.11,301.54,-0.01,-0.13
Eurodollar Bond Index,477.77,0.24,0.18,477.77,0.24,0.18,477.77,0.24,0.18
Eurosterling Bond Index,580.85,0.05,0.08,514.19,0.01,0.71,510.63,0.06,0.08
Euroyen Bond Index,187.34,0.04,-0.04,170.03,-0.04,-0.10,373.27,0.04,-0.03
CEEMEA Government Bond Index (CEEMEAGBI),186.74,-0.05,-0.44,103.68,-0.08,0.01,136.36,-0.07,-0.55
Middle East and North Africa Broad Bond Index (MENABBI),175.73,0.11,0.23,175.73,0.11,0.23,175.73,0.11,0.23
Asian Government Bond Index (AGBI),195.37,-0.13,-0.29,167.87,-0.47,-0.64,169.90,-0.15,-0.36
Asian Government Extended Bond Index (AGBI-Extended),185.22,-0.07,-0.04,193.77,-0.37,-0.52,146.33,-0.09,-0.12
AsiaPac Government Bond Index (APGBI),198.95,-0.15,-0.35,166.23,-0.45,-0.53,168.32,-0.17,-0.41
Asian Broad Bond Index (ABBI),231.80,0.03,-0.02,231.80,0.03,-0.02,231.80,0.03,-0.02
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.25,-0.05,-0.07,139.98,-0.25,0.06,129.66,-0.08,-0.18
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),149.17,-0.05,-0.07,139.91,-0.26,0.06,129.59,-0.08,-0.18
Dim Sum (Offshore CNY) Bond Index,147.97,0.04,0.12,151.14,-0.06,0.27,118.66,0.01,0.00
Australian Broad Investment-Grade Bond Index (AusBIG),333.12,-0.15,-0.53,409.04,-0.21,0.34,213.44,-0.15,-0.52
Emerging Markets Government Bond Index (EMGBI),254.71,-0.06,-0.25,142.86,-0.21,-0.22,162.64,-0.09,-0.36
Emerging Markets Inflation-Linked Securities Index (EMILSI),431.10,0.21,-0.38,163.22,0.48,-1.12,193.61,0.15,-0.57
Emerging Markets US Dollar Government Bond Index EMUSDGBI),962.58,0.07,0.10,962.58,0.07,0.10,962.58,0.07,0.10
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,031.61",0.02,0.08,"1,031.61",0.02,0.08,"1,031.61",0.02,0.08
Debt Capacity World Government Bond Index (DCWGBI),188.08,0.01,-0.16,182.15,-0.11,-0.04,199.86,0.01,-0.15
Time-Weighted US Fallen Angel Bond Index,852.80,0.12,0.56,852.80,0.12,0.56,852.80,0.12,0.56
