,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),251.64,-0.13,-0.11,250.59,-0.34,-0.21,281.97,-0.13,-0.09
World Government Bond Index (WGBI),812.77,-0.13,-0.15,"1,054.54",-0.39,-0.26,966.29,-0.13,-0.14
World Government Bond Index - Developed Markets (WGBI  DM),808.58,-0.13,-0.15,"1,054.93",-0.39,-0.25,969.30,-0.13,-0.14
World Government Bond Index - Extended (WGBI Extended),818.98,-0.11,-0.17,"1,060.34",-0.37,-0.27,964.74,-0.11,-0.16
World Inflation-Linked Securities Index (WorldILSI),210.11,-0.49,0.72,183.79,-0.76,0.67,212.91,-0.49,0.73
US Broad Investment-Grade Bond Index (USBIG),"1,960.16",-0.15,0.09,"1,960.16",-0.15,0.09,"1,960.16",-0.15,0.09
US Treasury Index,"1,685.35",-0.13,0.07,"1,685.35",-0.13,0.07,"1,685.35",-0.13,0.07
US High-Yield Market Index,"1,238.81",-0.01,0.49,"1,238.81",-0.01,0.49,"1,238.81",-0.01,0.49
US High-Yield Cash Pay Index,"1,212.97",-0.01,0.49,"1,212.97",-0.01,0.49,"1,212.97",-0.01,0.49
US High-Yield Market Capped Index,428.47,-0.01,0.50,428.47,-0.01,0.50,428.47,-0.01,0.50
US High-Yield Cash Pay Capped Index,424.20,-0.01,0.50,424.20,-0.01,0.50,424.20,-0.01,0.50
LATAM Government Bond Index (LATAMGBI),230.29,0.01,-0.87,108.49,-0.13,-1.69,151.03,-0.00,-1.01
Euro Broad Investment-Grade Bond Index (EuroBIG),252.25,-0.06,-0.32,252.69,-0.53,-0.67,295.28,-0.05,-0.29
EMU Government Bond Index (EGBI),257.61,-0.06,-0.30,258.06,-0.53,-0.65,301.10,-0.05,-0.27
Eurodollar Bond Index,477.77,-0.20,0.18,477.77,-0.20,0.18,477.77,-0.20,0.18
Eurosterling Bond Index,578.48,-0.33,-0.33,509.15,-0.76,-0.27,508.56,-0.33,-0.32
Euroyen Bond Index,187.31,-0.06,-0.06,170.43,-0.38,0.14,373.22,-0.06,-0.04
CEEMEA Government Bond Index (CEEMEAGBI),186.61,-0.02,-0.51,102.52,-0.68,-1.10,136.25,-0.03,-0.63
Middle East and North Africa Broad Bond Index (MENABBI),176.04,0.06,0.41,176.04,0.06,0.41,176.04,0.06,0.41
Asian Government Bond Index (AGBI),195.44,0.01,-0.26,168.14,-0.15,-0.48,169.92,0.00,-0.35
Asian Government Extended Bond Index (AGBI-Extended),185.37,0.04,0.04,194.21,-0.08,-0.29,146.42,0.03,-0.06
AsiaPac Government Bond Index (APGBI),199.06,-0.04,-0.30,166.22,-0.27,-0.54,168.38,-0.05,-0.38
Asian Broad Bond Index (ABBI),231.21,-0.15,-0.28,231.21,-0.15,-0.28,231.21,-0.15,-0.28
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.34,0.07,-0.01,140.28,-0.06,0.27,129.70,0.07,-0.15
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),149.26,0.08,-0.01,140.20,-0.06,0.27,129.63,0.07,-0.15
Dim Sum (Offshore CNY) Bond Index,148.02,0.02,0.15,150.95,-0.38,0.14,118.66,0.01,0.00
Australian Broad Investment-Grade Bond Index (AusBIG),333.39,-0.30,-0.44,404.05,-0.98,-0.88,213.64,-0.30,-0.43
Emerging Markets Government Bond Index (EMGBI),254.84,0.03,-0.20,142.58,-0.24,-0.41,162.68,0.02,-0.34
Emerging Markets Inflation-Linked Securities Index (EMILSI),432.85,0.10,0.02,162.33,-0.19,-1.65,194.30,0.09,-0.22
Emerging Markets US Dollar Government Bond Index EMUSDGBI),961.98,-0.12,0.03,961.98,-0.12,0.03,961.98,-0.12,0.03
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,031.07",-0.09,0.02,"1,031.07",-0.09,0.02,"1,031.07",-0.09,0.02
Debt Capacity World Government Bond Index (DCWGBI),187.87,-0.13,-0.27,181.45,-0.47,-0.42,199.64,-0.12,-0.26
Time-Weighted US Fallen Angel Bond Index,853.28,-0.03,0.62,853.28,-0.03,0.62,853.28,-0.03,0.62
