,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),251.84,-0.03,-0.03,251.39,0.11,0.11,282.16,-0.03,-0.03
World Government Bond Index (WGBI),813.91,-0.01,-0.01,"1,058.74",0.14,0.14,967.52,-0.01,-0.01
World Government Bond Index - Developed Markets (WGBI  DM),809.71,-0.01,-0.01,"1,059.03",0.14,0.14,970.53,-0.01,-0.01
World Government Bond Index - Extended (WGBI Extended),820.28,-0.01,-0.01,"1,064.69",0.14,0.14,966.24,-0.01,-0.01
World Inflation-Linked Securities Index (WorldILSI),208.48,-0.06,-0.06,182.76,0.11,0.11,211.25,-0.06,-0.06
US Broad Investment-Grade Bond Index (USBIG),"1,958.01",-0.02,-0.02,"1,958.01",-0.02,-0.02,"1,958.01",-0.02,-0.02
US Treasury Index,"1,684.51",0.02,0.02,"1,684.51",0.02,0.02,"1,684.51",0.02,0.02
US High-Yield Market Index,"1,233.41",0.05,0.05,"1,233.41",0.05,0.05,"1,233.41",0.05,0.05
US High-Yield Cash Pay Index,"1,207.74",0.05,0.05,"1,207.74",0.05,0.05,"1,207.74",0.05,0.05
US High-Yield Market Capped Index,426.55,0.05,0.05,426.55,0.05,0.05,426.55,0.05,0.05
US High-Yield Cash Pay Capped Index,422.32,0.05,0.05,422.32,0.05,0.05,422.32,0.05,0.05
LATAM Government Bond Index (LATAMGBI),232.23,-0.04,-0.04,110.60,0.22,0.22,152.51,-0.04,-0.04
Euro Broad Investment-Grade Bond Index (EuroBIG),252.91,-0.06,-0.06,255.30,0.36,0.36,295.96,-0.06,-0.06
EMU Government Bond Index (EGBI),258.24,-0.06,-0.06,260.68,0.36,0.36,301.74,-0.06,-0.06
Eurodollar Bond Index,476.79,-0.03,-0.03,476.79,-0.03,-0.03,476.79,-0.03,-0.03
Eurosterling Bond Index,581.70,0.23,0.23,512.58,0.40,0.40,511.37,0.23,0.23
Euroyen Bond Index,187.37,-0.02,-0.02,169.93,-0.16,-0.16,373.29,-0.02,-0.02
CEEMEA Government Bond Index (CEEMEAGBI),187.33,-0.12,-0.12,104.04,0.36,0.36,136.94,-0.13,-0.13
Middle East and North Africa Broad Bond Index (MENABBI),175.44,0.06,0.06,175.44,0.06,0.06,175.44,0.06,0.06
Asian Government Bond Index (AGBI),196.04,0.05,0.05,169.02,0.04,0.04,170.59,0.05,0.05
Asian Government Extended Bond Index (AGBI-Extended),185.42,0.07,0.07,194.83,0.03,0.03,146.60,0.06,0.06
AsiaPac Government Bond Index (APGBI),199.58,-0.04,-0.04,167.24,0.07,0.07,168.95,-0.04,-0.04
Asian Broad Bond Index (ABBI),231.60,-0.11,-0.11,231.60,-0.11,-0.11,231.60,-0.11,-0.11
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.55,0.13,0.13,140.04,0.11,0.11,130.06,0.12,0.12
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),149.47,0.13,0.13,139.97,0.11,0.11,129.99,0.13,0.13
Dim Sum (Offshore CNY) Bond Index,147.79,-0.01,-0.01,150.77,0.02,0.02,118.64,-0.01,-0.01
Australian Broad Investment-Grade Bond Index (AusBIG),333.25,-0.49,-0.49,409.15,0.37,0.37,213.51,-0.49,-0.49
Emerging Markets Government Bond Index (EMGBI),255.54,0.07,0.07,143.39,0.15,0.15,163.33,0.06,0.06
Emerging Markets Inflation-Linked Securities Index (EMILSI),432.13,-0.14,-0.14,164.73,-0.20,-0.20,194.41,-0.16,-0.16
Emerging Markets US Dollar Government Bond Index EMUSDGBI),961.85,0.02,0.02,961.85,0.02,0.02,961.85,0.02,0.02
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,031.62",0.08,0.08,"1,031.62",0.08,0.08,"1,031.62",0.08,0.08
Debt Capacity World Government Bond Index (DCWGBI),188.29,-0.05,-0.05,182.57,0.19,0.19,200.07,-0.05,-0.05
Time-Weighted US Fallen Angel Bond Index,849.21,0.14,0.14,849.21,0.14,0.14,849.21,0.14,0.14
