,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),249.34,-0.07,-1.02,246.47,-0.08,-1.85,279.45,-0.07,-0.99
World Government Bond Index (WGBI),804.08,-0.11,-1.22,"1,033.37",-0.09,-2.26,956.18,-0.11,-1.19
World Government Bond Index - Developed Markets (WGBI  DM),799.92,-0.11,-1.22,"1,033.90",-0.09,-2.24,959.17,-0.11,-1.18
World Government Bond Index - Extended (WGBI Extended),810.69,-0.11,-1.18,"1,040.05",-0.09,-2.18,955.14,-0.11,-1.16
World Inflation-Linked Securities Index (WorldILSI),205.03,-0.23,-1.71,177.32,-0.13,-2.87,207.83,-0.23,-1.68
US Broad Investment-Grade Bond Index (USBIG),"1,941.09",0.01,-0.89,"1,941.09",0.01,-0.89,"1,941.09",0.01,-0.89
US Treasury Index,"1,664.80",0.03,-1.15,"1,664.80",0.03,-1.15,"1,664.80",0.03,-1.15
US High-Yield Market Index,"1,233.38",-0.03,0.05,"1,233.38",-0.03,0.05,"1,233.38",-0.03,0.05
US High-Yield Cash Pay Index,"1,207.66",-0.03,0.05,"1,207.66",-0.03,0.05,"1,207.66",-0.03,0.05
US High-Yield Market Capped Index,426.68,-0.03,0.08,426.68,-0.03,0.08,426.68,-0.03,0.08
US High-Yield Cash Pay Capped Index,422.43,-0.03,0.08,422.43,-0.03,0.08,422.43,-0.03,0.08
LATAM Government Bond Index (LATAMGBI),227.89,-0.01,-1.90,104.82,-0.37,-5.01,149.35,-0.01,-2.11
Euro Broad Investment-Grade Bond Index (EuroBIG),250.39,-0.16,-1.06,247.11,-0.38,-2.86,293.24,-0.15,-0.98
EMU Government Bond Index (EGBI),255.29,-0.23,-1.20,251.95,-0.46,-3.00,298.53,-0.22,-1.12
Eurodollar Bond Index,472.26,-0.04,-0.98,472.26,-0.04,-0.98,472.26,-0.04,-0.98
Eurosterling Bond Index,568.07,-0.35,-2.12,489.58,0.09,-4.11,499.66,-0.35,-2.07
Euroyen Bond Index,187.33,0.03,-0.05,167.51,0.33,-1.58,373.31,0.03,-0.02
CEEMEA Government Bond Index (CEEMEAGBI),184.92,-0.11,-1.41,99.75,0.14,-3.78,134.92,-0.13,-1.60
Middle East and North Africa Broad Bond Index (MENABBI),173.78,0.13,-0.89,173.78,0.13,-0.89,173.78,0.13,-0.89
Asian Government Bond Index (AGBI),194.57,-0.12,-0.70,166.34,-0.12,-1.55,169.06,-0.12,-0.85
Asian Government Extended Bond Index (AGBI-Extended),184.83,-0.08,-0.25,192.29,-0.11,-1.28,145.88,-0.08,-0.43
AsiaPac Government Bond Index (APGBI),197.90,-0.11,-0.88,164.16,-0.04,-1.78,167.32,-0.11,-1.01
Asian Broad Bond Index (ABBI),227.97,0.04,-1.67,227.97,0.04,-1.67,227.97,0.04,-1.67
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.48,0.01,0.08,140.04,0.10,0.10,129.67,-0.00,-0.18
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),149.40,0.01,0.08,139.96,0.09,0.10,129.60,-0.00,-0.18
Dim Sum (Offshore CNY) Bond Index,147.93,0.00,0.09,150.83,0.29,0.06,118.43,-0.01,-0.19
Australian Broad Investment-Grade Bond Index (AusBIG),329.36,-0.03,-1.65,396.26,0.46,-2.79,211.11,-0.03,-1.61
Emerging Markets Government Bond Index (EMGBI),253.96,-0.05,-0.55,140.65,-0.01,-1.76,161.96,-0.06,-0.78
Emerging Markets Inflation-Linked Securities Index (EMILSI),431.49,0.20,-0.29,156.75,-0.09,-5.04,193.38,0.19,-0.68
Emerging Markets US Dollar Government Bond Index EMUSDGBI),936.21,-0.15,-2.65,936.21,-0.15,-2.65,936.21,-0.15,-2.65
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,005.04",-0.15,-2.50,"1,005.04",-0.15,-2.50,"1,005.04",-0.15,-2.50
Debt Capacity World Government Bond Index (DCWGBI),185.86,-0.13,-1.34,177.55,-0.12,-2.56,197.55,-0.13,-1.31
Time-Weighted US Fallen Angel Bond Index,847.84,-0.10,-0.03,847.84,-0.10,-0.03,847.84,-0.10,-0.03
