,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),252.00,0.24,0.04,251.38,0.33,0.11,282.35,0.24,0.04
World Government Bond Index (WGBI),814.31,0.26,0.04,"1,058.60",0.41,0.13,968.06,0.26,0.04
World Government Bond Index - Developed Markets (WGBI  DM),810.11,0.26,0.04,"1,058.93",0.42,0.13,971.07,0.26,0.04
World Government Bond Index - Extended (WGBI Extended),820.50,0.24,0.02,"1,064.16",0.38,0.09,966.52,0.24,0.02
World Inflation-Linked Securities Index (WorldILSI),210.75,0.25,1.03,184.90,0.55,1.28,213.56,0.26,1.03
US Broad Investment-Grade Bond Index (USBIG),"1,960.54",0.25,0.11,"1,960.54",0.25,0.11,"1,960.54",0.25,0.11
US Treasury Index,"1,686.13",0.27,0.12,"1,686.13",0.27,0.12,"1,686.13",0.27,0.12
US High-Yield Market Index,"1,235.82",0.06,0.25,"1,235.82",0.06,0.25,"1,235.82",0.06,0.25
US High-Yield Cash Pay Index,"1,210.06",0.07,0.25,"1,210.06",0.07,0.25,"1,210.06",0.07,0.25
US High-Yield Market Capped Index,427.43,0.07,0.26,427.43,0.07,0.26,427.43,0.07,0.26
US High-Yield Cash Pay Capped Index,423.17,0.07,0.25,423.17,0.07,0.25,423.17,0.07,0.25
LATAM Government Bond Index (LATAMGBI),230.57,-0.30,-0.75,108.43,-0.36,-1.74,151.33,-0.30,-0.82
Euro Broad Investment-Grade Bond Index (EuroBIG),253.08,0.32,0.01,254.69,0.37,0.12,296.21,0.32,0.02
EMU Government Bond Index (EGBI),258.63,0.42,0.09,260.27,0.47,0.20,302.24,0.42,0.11
Eurodollar Bond Index,477.57,0.35,0.13,477.57,0.35,0.13,477.57,0.35,0.13
Eurosterling Bond Index,580.70,-0.05,0.05,513.90,0.74,0.66,510.50,-0.05,0.06
Euroyen Bond Index,187.29,0.01,-0.06,170.15,0.47,-0.03,373.17,0.01,-0.06
CEEMEA Government Bond Index (CEEMEAGBI),186.84,-0.01,-0.38,103.68,0.18,0.01,136.49,-0.02,-0.46
Middle East and North Africa Broad Bond Index (MENABBI),175.85,0.19,0.30,175.85,0.19,0.30,175.85,0.19,0.30
Asian Government Bond Index (AGBI),195.62,0.02,-0.16,168.32,0.04,-0.37,170.15,0.01,-0.21
Asian Government Extended Bond Index (AGBI-Extended),185.33,0.01,0.02,194.20,0.06,-0.29,146.46,0.00,-0.04
AsiaPac Government Bond Index (APGBI),199.16,0.04,-0.25,166.63,0.10,-0.30,168.53,0.04,-0.29
Asian Broad Bond Index (ABBI),231.67,0.16,-0.08,231.67,0.16,-0.08,231.67,0.16,-0.08
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.37,-0.01,0.01,140.04,0.07,0.10,129.81,-0.01,-0.07
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),149.29,-0.01,0.01,139.97,0.07,0.10,129.74,-0.02,-0.06
Dim Sum (Offshore CNY) Bond Index,147.96,0.03,0.11,150.97,0.21,0.15,118.69,0.02,0.03
Australian Broad Investment-Grade Bond Index (AusBIG),332.80,0.11,-0.62,409.05,0.38,0.34,213.23,0.11,-0.62
Emerging Markets Government Bond Index (EMGBI),254.92,-0.03,-0.18,142.86,0.08,-0.22,162.82,-0.04,-0.25
Emerging Markets Inflation-Linked Securities Index (EMILSI),429.35,-0.09,-0.79,161.30,0.06,-2.28,192.98,-0.10,-0.89
Emerging Markets US Dollar Government Bond Index EMUSDGBI),962.40,0.09,0.08,962.40,0.09,0.08,962.40,0.09,0.08
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,031.47",0.07,0.06,"1,031.47",0.07,0.06,"1,031.47",0.07,0.06
Debt Capacity World Government Bond Index (DCWGBI),188.32,0.24,-0.03,182.42,0.39,0.11,200.11,0.24,-0.03
Time-Weighted US Fallen Angel Bond Index,851.54,0.03,0.41,851.54,0.03,0.41,851.54,0.03,0.41
