,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),244.70,-0.15,-1.73,238.55,-0.02,-2.25,274.49,-0.15,-1.70
World Government Bond Index (WGBI),792.12,-0.21,-1.51,"1,000.43",-0.05,-2.11,942.82,-0.20,-1.48
World Government Bond Index - Developed Markets (WGBI  DM),787.98,-0.21,-1.54,"1,000.73",-0.06,-2.14,945.92,-0.21,-1.51
World Government Bond Index - Extended (WGBI Extended),800.04,-0.19,-1.39,"1,010.52",-0.04,-1.97,942.76,-0.19,-1.39
World Inflation-Linked Securities Index (WorldILSI),207.20,-0.48,-1.99,177.44,-0.32,-2.70,209.92,-0.48,-1.97
US Broad Investment-Grade Bond Index (USBIG),"1,899.25",0.01,-2.13,"1,899.25",0.01,-2.13,"1,899.25",0.01,-2.13
US Treasury Index,"1,638.69",-0.03,-1.83,"1,638.69",-0.03,-1.83,"1,638.69",-0.03,-1.83
US High-Yield Market Index,"1,209.22",0.13,-2.68,"1,209.22",0.13,-2.68,"1,209.22",0.13,-2.68
US High-Yield Cash Pay Index,"1,184.56",0.13,-2.66,"1,184.56",0.13,-2.66,"1,184.56",0.13,-2.66
US High-Yield Market Capped Index,418.30,0.13,-2.62,418.30,0.13,-2.62,418.30,0.13,-2.62
US High-Yield Cash Pay Capped Index,414.32,0.13,-2.60,414.32,0.13,-2.60,414.32,0.13,-2.60
LATAM Government Bond Index (LATAMGBI),228.21,0.17,-0.71,105.68,1.49,1.45,146.83,0.10,-1.26
Euro Broad Investment-Grade Bond Index (EuroBIG),246.14,-0.35,-1.10,234.97,0.05,-2.51,289.10,-0.34,-1.02
EMU Government Bond Index (EGBI),251.21,-0.34,-1.03,239.81,0.05,-2.44,294.56,-0.34,-0.96
Eurodollar Bond Index,458.68,-0.02,-2.86,458.68,-0.02,-2.86,458.68,-0.02,-2.86
Eurosterling Bond Index,553.67,-0.55,-3.01,474.80,-0.53,-3.93,487.20,-0.55,-2.99
Euroyen Bond Index,186.56,-0.03,-0.48,161.54,-0.07,-0.54,372.32,-0.03,-0.46
CEEMEA Government Bond Index (CEEMEAGBI),177.43,-0.04,-1.21,92.29,0.89,-1.46,127.92,-0.09,-1.58
Middle East and North Africa Broad Bond Index (MENABBI),170.70,-0.09,-2.31,170.70,-0.09,-2.31,170.70,-0.09,-2.31
Asian Government Bond Index (AGBI),195.64,0.05,-0.09,168.10,0.09,-0.39,168.71,0.03,-0.28
Asian Government Extended Bond Index (AGBI-Extended),185.20,0.03,-0.33,193.10,0.19,-0.65,144.95,0.01,-0.52
AsiaPac Government Bond Index (APGBI),198.22,0.10,-0.21,164.60,0.21,-0.85,166.44,0.08,-0.37
Asian Broad Bond Index (ABBI),220.57,0.02,-2.31,220.57,0.02,-2.31,220.57,0.02,-2.31
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),152.90,0.03,0.93,145.42,0.03,1.05,131.31,0.00,0.66
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),152.84,0.03,0.93,145.36,0.03,1.06,131.25,0.00,0.66
Dim Sum (Offshore CNY) Bond Index,149.78,0.05,0.67,154.52,-0.15,0.36,118.82,0.03,0.46
Australian Broad Investment-Grade Bond Index (AusBIG),320.74,0.47,-1.13,376.38,1.20,-4.19,205.30,0.44,-1.08
Emerging Markets Government Bond Index (EMGBI),255.08,0.07,0.21,141.35,0.39,0.46,160.85,0.03,-0.10
Emerging Markets Inflation-Linked Securities Index (EMILSI),444.74,0.32,-0.35,157.47,1.86,2.66,193.83,0.23,-1.18
Emerging Markets US Dollar Government Bond Index EMUSDGBI),906.23,0.08,-2.98,906.23,0.08,-2.98,906.23,0.08,-2.98
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),970.41,0.10,-2.85,970.41,0.10,-2.85,970.41,0.10,-2.85
Debt Capacity World Government Bond Index (DCWGBI),183.17,-0.22,-1.34,171.79,0.07,-2.23,194.71,-0.22,-1.33
Time-Weighted US Fallen Angel Bond Index,822.56,0.11,-3.74,822.56,0.11,-3.74,822.56,0.11,-3.74
