,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),246.74,-0.21,-0.91,241.14,-0.35,-1.19,276.73,-0.21,-0.90
World Government Bond Index (WGBI),796.60,-0.24,-0.95,"1,008.62",-0.41,-1.31,947.95,-0.24,-0.95
World Government Bond Index - Developed Markets (WGBI  DM),792.63,-0.24,-0.96,"1,009.13",-0.41,-1.32,951.25,-0.24,-0.95
World Government Bond Index - Extended (WGBI Extended),803.95,-0.24,-0.91,"1,017.79",-0.41,-1.26,947.32,-0.24,-0.91
World Inflation-Linked Securities Index (WorldILSI),207.51,-1.08,-1.84,178.63,-1.29,-2.06,210.22,-1.08,-1.83
US Broad Investment-Grade Bond Index (USBIG),"1,916.71",-0.17,-1.23,"1,916.71",-0.17,-1.23,"1,916.71",-0.17,-1.23
US Treasury Index,"1,645.64",-0.14,-1.42,"1,645.64",-0.14,-1.42,"1,645.64",-0.14,-1.42
US High-Yield Market Index,"1,234.50",-0.33,-0.65,"1,234.50",-0.33,-0.65,"1,234.50",-0.33,-0.65
US High-Yield Cash Pay Index,"1,209.09",-0.33,-0.64,"1,209.09",-0.33,-0.64,"1,209.09",-0.33,-0.64
US High-Yield Market Capped Index,426.89,-0.33,-0.62,426.89,-0.33,-0.62,426.89,-0.33,-0.62
US High-Yield Cash Pay Capped Index,422.75,-0.33,-0.62,422.75,-0.33,-0.62,422.75,-0.33,-0.62
LATAM Government Bond Index (LATAMGBI),227.27,-0.11,-1.12,102.89,-0.35,-1.23,146.90,-0.12,-1.21
Euro Broad Investment-Grade Bond Index (EuroBIG),247.80,-0.21,-0.43,238.37,-0.56,-1.09,290.87,-0.20,-0.41
EMU Government Bond Index (EGBI),252.47,-0.25,-0.54,242.86,-0.61,-1.20,295.85,-0.25,-0.52
Eurodollar Bond Index,466.02,-0.22,-1.30,466.02,-0.22,-1.30,466.02,-0.22,-1.30
Eurosterling Bond Index,565.29,-0.29,-0.97,488.80,-0.57,-1.09,497.31,-0.29,-0.97
Euroyen Bond Index,187.21,-0.08,-0.14,161.36,-0.05,-0.65,373.53,-0.08,-0.14
CEEMEA Government Bond Index (CEEMEAGBI),179.01,-0.32,-0.33,93.44,-0.61,-0.23,129.44,-0.34,-0.42
Middle East and North Africa Broad Bond Index (MENABBI),172.77,-0.45,-1.13,172.77,-0.45,-1.13,172.77,-0.45,-1.13
Asian Government Bond Index (AGBI),195.04,-0.24,-0.40,167.39,-0.49,-0.81,168.45,-0.24,-0.44
Asian Government Extended Bond Index (AGBI-Extended),185.08,-0.19,-0.39,192.94,-0.43,-0.74,145.09,-0.20,-0.43
AsiaPac Government Bond Index (APGBI),197.67,-0.27,-0.49,164.30,-0.67,-1.03,166.19,-0.27,-0.52
Asian Broad Bond Index (ABBI),223.27,-0.48,-1.12,223.27,-0.48,-1.12,223.27,-0.48,-1.12
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),151.47,-0.04,-0.02,143.81,-0.17,-0.07,130.36,-0.05,-0.07
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),151.39,-0.04,-0.02,143.73,-0.17,-0.07,130.29,-0.05,-0.07
Dim Sum (Offshore CNY) Bond Index,148.93,0.04,0.10,153.26,-0.36,-0.46,118.34,0.04,0.06
Australian Broad Investment-Grade Bond Index (AusBIG),321.31,-0.41,-0.95,383.10,-1.94,-2.48,205.60,-0.40,-0.93
Emerging Markets Government Bond Index (EMGBI),253.91,-0.12,-0.25,140.12,-0.34,-0.41,160.52,-0.13,-0.31
Emerging Markets Inflation-Linked Securities Index (EMILSI),443.37,-0.09,-0.66,150.77,-0.53,-1.70,194.56,-0.11,-0.81
Emerging Markets US Dollar Government Bond Index EMUSDGBI),920.05,-0.79,-1.50,920.05,-0.79,-1.50,920.05,-0.79,-1.50
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),986.09,-0.75,-1.28,986.09,-0.75,-1.28,986.09,-0.75,-1.28
Debt Capacity World Government Bond Index (DCWGBI),184.13,-0.24,-0.82,173.46,-0.53,-1.28,195.72,-0.24,-0.82
Time-Weighted US Fallen Angel Bond Index,846.35,-0.45,-0.95,846.35,-0.45,-0.95,846.35,-0.45,-0.95
