,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),244.92,-0.35,-1.64,239.99,-0.53,-1.66,274.70,-0.34,-1.63
World Government Bond Index (WGBI),792.56,-0.27,-1.45,"1,007.30",-0.47,-1.44,943.18,-0.27,-1.44
World Government Bond Index - Developed Markets (WGBI  DM),788.46,-0.27,-1.48,"1,007.58",-0.47,-1.47,946.31,-0.27,-1.47
World Government Bond Index - Extended (WGBI Extended),800.39,-0.23,-1.35,"1,017.24",-0.42,-1.32,943.09,-0.23,-1.35
World Inflation-Linked Securities Index (WorldILSI),207.11,-0.39,-2.02,178.77,-0.70,-1.98,209.80,-0.39,-2.03
US Broad Investment-Grade Bond Index (USBIG),"1,895.32",-0.60,-2.34,"1,895.32",-0.60,-2.34,"1,895.32",-0.60,-2.34
US Treasury Index,"1,631.43",-0.56,-2.27,"1,631.43",-0.56,-2.27,"1,631.43",-0.56,-2.27
US High-Yield Market Index,"1,228.35",-0.42,-1.14,"1,228.35",-0.42,-1.14,"1,228.35",-0.42,-1.14
US High-Yield Cash Pay Index,"1,203.16",-0.42,-1.13,"1,203.16",-0.42,-1.13,"1,203.16",-0.42,-1.13
US High-Yield Market Capped Index,424.88,-0.41,-1.09,424.88,-0.41,-1.09,424.88,-0.41,-1.09
US High-Yield Cash Pay Capped Index,420.79,-0.41,-1.08,420.79,-0.41,-1.08,420.79,-0.41,-1.08
LATAM Government Bond Index (LATAMGBI),226.38,-0.40,-1.51,103.85,-0.64,-0.31,145.99,-0.42,-1.83
Euro Broad Investment-Grade Bond Index (EuroBIG),247.06,-0.06,-0.73,238.64,-0.58,-0.98,290.06,-0.05,-0.69
EMU Government Bond Index (EGBI),251.96,-0.07,-0.74,243.38,-0.59,-0.99,295.32,-0.06,-0.70
Eurodollar Bond Index,459.32,-0.73,-2.72,459.32,-0.73,-2.72,459.32,-0.73,-2.72
Eurosterling Bond Index,561.44,-0.32,-1.65,487.43,-0.81,-1.37,493.88,-0.32,-1.66
Euroyen Bond Index,186.84,-0.07,-0.34,162.74,-0.00,0.19,372.81,-0.07,-0.33
CEEMEA Government Bond Index (CEEMEAGBI),177.52,-0.12,-1.16,93.15,-0.89,-0.54,128.18,-0.12,-1.38
Middle East and North Africa Broad Bond Index (MENABBI),170.02,-0.75,-2.70,170.02,-0.75,-2.70,170.02,-0.75,-2.70
Asian Government Bond Index (AGBI),195.46,0.14,-0.19,168.64,0.11,-0.07,168.68,0.13,-0.30
Asian Government Extended Bond Index (AGBI-Extended),185.21,0.07,-0.32,193.77,-0.06,-0.31,145.08,0.06,-0.44
AsiaPac Government Bond Index (APGBI),197.94,0.09,-0.35,165.38,0.04,-0.38,166.31,0.09,-0.45
Asian Broad Bond Index (ABBI),219.32,-0.72,-2.86,219.32,-0.72,-2.86,219.32,-0.72,-2.86
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),152.41,0.24,0.60,145.27,0.18,0.94,131.04,0.23,0.44
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),152.34,0.24,0.60,145.20,0.18,0.95,130.98,0.24,0.45
Dim Sum (Offshore CNY) Bond Index,149.18,-0.01,0.27,154.44,-0.07,0.31,118.44,-0.02,0.14
Australian Broad Investment-Grade Bond Index (AusBIG),319.80,-0.24,-1.42,382.89,-0.54,-2.53,204.64,-0.23,-1.39
Emerging Markets Government Bond Index (EMGBI),254.24,0.05,-0.12,141.10,-0.17,0.28,160.53,0.04,-0.30
Emerging Markets Inflation-Linked Securities Index (EMILSI),442.27,-0.08,-0.91,153.35,-0.45,-0.02,193.43,-0.10,-1.39
Emerging Markets US Dollar Government Bond Index EMUSDGBI),898.44,-1.09,-3.81,898.44,-1.09,-3.81,898.44,-1.09,-3.81
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),962.63,-1.08,-3.63,962.63,-1.08,-3.63,962.63,-1.08,-3.63
Debt Capacity World Government Bond Index (DCWGBI),183.37,-0.20,-1.24,173.48,-0.52,-1.27,194.90,-0.20,-1.24
Time-Weighted US Fallen Angel Bond Index,840.21,-0.44,-1.67,840.21,-0.44,-1.67,840.21,-0.44,-1.67
