,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),244.98,-0.29,-1.61,239.59,-0.29,-1.82,274.78,-0.29,-1.60
World Government Bond Index (WGBI),793.22,-0.29,-1.37,"1,006.01",-0.30,-1.56,944.04,-0.29,-1.35
World Government Bond Index - Developed Markets (WGBI  DM),789.08,-0.29,-1.40,"1,006.34",-0.30,-1.59,947.14,-0.29,-1.38
World Government Bond Index - Extended (WGBI Extended),801.10,-0.26,-1.26,"1,016.30",-0.27,-1.41,943.96,-0.26,-1.26
World Inflation-Linked Securities Index (WorldILSI),207.24,-0.57,-1.97,178.20,-0.49,-2.29,209.94,-0.57,-1.96
US Broad Investment-Grade Bond Index (USBIG),"1,894.90",-0.40,-2.36,"1,894.90",-0.40,-2.36,"1,894.90",-0.40,-2.36
US Treasury Index,"1,633.45",-0.36,-2.15,"1,633.45",-0.36,-2.15,"1,633.45",-0.36,-2.15
US High-Yield Market Index,"1,223.16",0.28,-1.56,"1,223.16",0.28,-1.56,"1,223.16",0.28,-1.56
US High-Yield Cash Pay Index,"1,198.13",0.28,-1.54,"1,198.13",0.28,-1.54,"1,198.13",0.28,-1.54
US High-Yield Market Capped Index,423.09,0.27,-1.50,423.09,0.27,-1.50,423.09,0.27,-1.50
US High-Yield Cash Pay Capped Index,419.04,0.27,-1.49,419.04,0.27,-1.49,419.04,0.27,-1.49
LATAM Government Bond Index (LATAMGBI),228.17,-0.01,-0.73,104.99,0.43,0.79,146.95,-0.04,-1.19
Euro Broad Investment-Grade Bond Index (EuroBIG),247.21,-0.20,-0.67,237.52,-0.12,-1.45,290.30,-0.20,-0.61
EMU Government Bond Index (EGBI),252.02,-0.31,-0.71,242.14,-0.24,-1.49,295.45,-0.31,-0.65
Eurodollar Bond Index,458.52,-0.42,-2.89,458.52,-0.42,-2.89,458.52,-0.42,-2.89
Eurosterling Bond Index,559.72,-0.33,-1.95,483.36,-0.14,-2.19,492.41,-0.33,-1.95
Euroyen Bond Index,186.80,-0.00,-0.36,163.02,-0.34,0.37,372.77,-0.00,-0.34
CEEMEA Government Bond Index (CEEMEAGBI),177.72,0.05,-1.05,92.43,0.01,-1.31,128.28,0.05,-1.31
Middle East and North Africa Broad Bond Index (MENABBI),170.31,-0.22,-2.53,170.31,-0.22,-2.53,170.31,-0.22,-2.53
Asian Government Bond Index (AGBI),195.71,0.00,-0.06,169.14,0.05,0.22,168.82,-0.01,-0.22
Asian Government Extended Bond Index (AGBI-Extended),185.43,0.01,-0.21,194.07,0.03,-0.15,145.18,-0.00,-0.37
AsiaPac Government Bond Index (APGBI),198.15,-0.00,-0.25,165.70,0.07,-0.19,166.42,-0.01,-0.38
Asian Broad Bond Index (ABBI),221.02,-0.07,-2.11,221.02,-0.07,-2.11,221.02,-0.07,-2.11
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),152.85,-0.04,0.89,146.36,-0.00,1.71,131.33,-0.05,0.67
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),152.79,-0.04,0.90,146.30,-0.00,1.71,131.28,-0.05,0.68
Dim Sum (Offshore CNY) Bond Index,149.67,0.06,0.60,155.67,0.17,1.11,118.77,0.06,0.42
Australian Broad Investment-Grade Bond Index (AusBIG),319.21,0.01,-1.60,380.70,0.32,-3.09,204.29,0.00,-1.56
Emerging Markets Government Bond Index (EMGBI),255.00,-0.03,0.18,141.79,0.03,0.77,160.91,-0.04,-0.07
Emerging Markets Inflation-Linked Securities Index (EMILSI),445.02,-0.09,-0.29,155.82,0.40,1.59,194.24,-0.13,-0.98
Emerging Markets US Dollar Government Bond Index EMUSDGBI),901.16,-0.00,-3.52,901.16,-0.00,-3.52,901.16,-0.00,-3.52
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),966.74,0.07,-3.22,966.74,0.07,-3.22,966.74,0.07,-3.22
Debt Capacity World Government Bond Index (DCWGBI),183.57,-0.25,-1.13,172.99,-0.19,-1.55,195.12,-0.25,-1.13
Time-Weighted US Fallen Angel Bond Index,834.20,0.18,-2.38,834.20,0.18,-2.38,834.20,0.18,-2.38
