,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),247.60,-0.14,-0.56,242.06,-0.11,-0.81,277.68,-0.14,-0.56
World Government Bond Index (WGBI),799.39,-0.19,-0.60,"1,012.49",-0.19,-0.93,951.25,-0.19,-0.60
World Government Bond Index - Developed Markets (WGBI  DM),795.45,-0.19,-0.61,"1,013.05",-0.19,-0.93,954.61,-0.19,-0.60
World Government Bond Index - Extended (WGBI Extended),806.77,-0.18,-0.56,"1,021.82",-0.18,-0.87,950.62,-0.18,-0.56
World Inflation-Linked Securities Index (WorldILSI),210.59,-0.13,-0.38,181.50,0.21,-0.48,213.33,-0.13,-0.38
US Broad Investment-Grade Bond Index (USBIG),"1,924.36",-0.17,-0.84,"1,924.36",-0.17,-0.84,"1,924.36",-0.17,-0.84
US Treasury Index,"1,651.50",-0.25,-1.07,"1,651.50",-0.25,-1.07,"1,651.50",-0.25,-1.07
US High-Yield Market Index,"1,240.16",-0.10,-0.19,"1,240.16",-0.10,-0.19,"1,240.16",-0.10,-0.19
US High-Yield Cash Pay Index,"1,214.59",-0.10,-0.19,"1,214.59",-0.10,-0.19,"1,214.59",-0.10,-0.19
US High-Yield Market Capped Index,428.81,-0.09,-0.17,428.81,-0.09,-0.17,428.81,-0.09,-0.17
US High-Yield Cash Pay Capped Index,424.64,-0.10,-0.17,424.64,-0.10,-0.17,424.64,-0.10,-0.17
LATAM Government Bond Index (LATAMGBI),228.14,-0.45,-0.74,103.03,0.00,-1.09,147.51,-0.47,-0.81
Euro Broad Investment-Grade Bond Index (EuroBIG),248.41,0.05,-0.18,239.24,0.21,-0.73,291.57,0.05,-0.17
EMU Government Bond Index (EGBI),253.29,0.04,-0.21,243.94,0.20,-0.76,296.79,0.04,-0.20
Eurodollar Bond Index,468.14,-0.19,-0.85,468.14,-0.19,-0.85,468.14,-0.19,-0.85
Eurosterling Bond Index,566.60,-0.77,-0.75,490.83,0.01,-0.68,498.45,-0.77,-0.75
Euroyen Bond Index,187.37,-0.06,-0.05,160.99,-0.77,-0.88,373.85,-0.06,-0.05
CEEMEA Government Bond Index (CEEMEAGBI),178.94,-0.38,-0.37,93.38,-0.25,-0.30,129.43,-0.39,-0.42
Middle East and North Africa Broad Bond Index (MENABBI),174.13,-0.08,-0.34,174.13,-0.08,-0.34,174.13,-0.08,-0.34
Asian Government Bond Index (AGBI),195.59,-0.04,-0.12,168.29,-0.13,-0.28,168.94,-0.05,-0.15
Asian Government Extended Bond Index (AGBI-Extended),185.62,-0.03,-0.10,193.83,-0.18,-0.28,145.53,-0.03,-0.13
AsiaPac Government Bond Index (APGBI),198.36,-0.08,-0.14,165.47,-0.06,-0.33,166.78,-0.08,-0.16
Asian Broad Bond Index (ABBI),224.80,-0.27,-0.44,224.80,-0.27,-0.44,224.80,-0.27,-0.44
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),151.56,0.01,0.04,143.94,-0.01,0.02,130.46,0.00,0.00
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),151.48,0.01,0.04,143.86,-0.01,0.02,130.39,-0.00,0.00
Dim Sum (Offshore CNY) Bond Index,148.86,0.03,0.05,153.69,0.04,-0.18,118.31,0.03,0.03
Australian Broad Investment-Grade Bond Index (AusBIG),323.47,-0.31,-0.28,390.41,0.51,-0.61,206.95,-0.30,-0.28
Emerging Markets Government Bond Index (EMGBI),254.11,-0.16,-0.17,140.31,-0.17,-0.28,160.68,-0.17,-0.21
Emerging Markets Inflation-Linked Securities Index (EMILSI),444.22,-0.36,-0.47,151.14,-0.51,-1.46,195.04,-0.38,-0.57
Emerging Markets US Dollar Government Bond Index EMUSDGBI),930.04,-0.17,-0.43,930.04,-0.17,-0.43,930.04,-0.17,-0.43
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),995.99,-0.10,-0.29,995.99,-0.10,-0.29,995.99,-0.10,-0.29
Debt Capacity World Government Bond Index (DCWGBI),184.73,-0.18,-0.50,174.28,-0.05,-0.81,196.35,-0.18,-0.50
Time-Weighted US Fallen Angel Bond Index,851.84,-0.13,-0.31,851.84,-0.13,-0.31,851.84,-0.13,-0.31
