,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),245.77,-0.07,-1.29,241.27,-0.23,-1.13,275.65,-0.07,-1.29
World Government Bond Index (WGBI),794.69,-0.11,-1.19,"1,012.07",-0.33,-0.97,945.70,-0.10,-1.18
World Government Bond Index - Developed Markets (WGBI  DM),790.62,-0.11,-1.21,"1,012.39",-0.34,-1.00,948.87,-0.11,-1.20
World Government Bond Index - Extended (WGBI Extended),802.24,-0.11,-1.12,"1,021.50",-0.33,-0.90,945.25,-0.11,-1.12
World Inflation-Linked Securities Index (WorldILSI),207.94,-0.41,-1.64,180.02,-0.56,-1.29,210.63,-0.41,-1.64
US Broad Investment-Grade Bond Index (USBIG),"1,906.78",0.02,-1.75,"1,906.78",0.02,-1.75,"1,906.78",0.02,-1.75
US Treasury Index,"1,640.69",0.01,-1.71,"1,640.69",0.01,-1.71,"1,640.69",0.01,-1.71
US High-Yield Market Index,"1,233.51",0.05,-0.73,"1,233.51",0.05,-0.73,"1,233.51",0.05,-0.73
US High-Yield Cash Pay Index,"1,208.21",0.05,-0.72,"1,208.21",0.05,-0.72,"1,208.21",0.05,-0.72
US High-Yield Market Capped Index,426.64,0.05,-0.68,426.64,0.05,-0.68,426.64,0.05,-0.68
US High-Yield Cash Pay Capped Index,422.53,0.05,-0.67,422.53,0.05,-0.67,422.53,0.05,-0.67
LATAM Government Bond Index (LATAMGBI),227.29,0.03,-1.11,104.51,0.15,0.33,146.61,-0.02,-1.41
Euro Broad Investment-Grade Bond Index (EuroBIG),247.20,-0.17,-0.67,240.04,-0.44,-0.40,290.21,-0.17,-0.64
EMU Government Bond Index (EGBI),252.13,-0.20,-0.67,244.83,-0.46,-0.40,295.50,-0.19,-0.64
Eurodollar Bond Index,462.72,0.03,-2.00,462.72,0.03,-2.00,462.72,0.03,-2.00
Eurosterling Bond Index,563.27,-0.30,-1.33,491.42,-0.55,-0.56,495.46,-0.30,-1.34
Euroyen Bond Index,186.97,-0.01,-0.27,162.74,-0.75,0.19,373.08,-0.01,-0.26
CEEMEA Government Bond Index (CEEMEAGBI),177.73,-0.20,-1.05,93.99,-0.21,0.35,128.34,-0.25,-1.26
Middle East and North Africa Broad Bond Index (MENABBI),171.30,0.04,-1.96,171.30,0.04,-1.96,171.30,0.04,-1.96
Asian Government Bond Index (AGBI),195.19,-0.14,-0.32,168.45,-0.28,-0.18,168.46,-0.16,-0.43
Asian Government Extended Bond Index (AGBI-Extended),185.09,-0.12,-0.39,193.89,-0.25,-0.25,144.99,-0.14,-0.50
AsiaPac Government Bond Index (APGBI),197.76,-0.16,-0.45,165.32,-0.33,-0.42,166.16,-0.18,-0.54
Asian Broad Bond Index (ABBI),220.92,0.03,-2.16,220.92,0.03,-2.16,220.92,0.03,-2.16
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),152.04,0.09,0.36,145.01,0.02,0.77,130.73,0.06,0.21
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),151.97,0.09,0.36,144.94,0.02,0.77,130.67,0.06,0.21
Dim Sum (Offshore CNY) Bond Index,149.20,0.02,0.28,154.55,0.04,0.38,118.47,-0.00,0.16
Australian Broad Investment-Grade Bond Index (AusBIG),320.56,-0.34,-1.18,384.98,-0.64,-2.00,205.12,-0.33,-1.17
Emerging Markets Government Bond Index (EMGBI),254.12,0.01,-0.17,141.34,-0.02,0.45,160.47,-0.02,-0.34
Emerging Markets Inflation-Linked Securities Index (EMILSI),442.61,0.13,-0.83,154.05,0.40,0.44,193.63,0.05,-1.29
Emerging Markets US Dollar Government Bond Index EMUSDGBI),908.32,0.04,-2.75,908.32,0.04,-2.75,908.32,0.04,-2.75
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),973.12,0.05,-2.58,973.12,0.05,-2.58,973.12,0.05,-2.58
Debt Capacity World Government Bond Index (DCWGBI),183.74,-0.15,-1.03,174.37,-0.35,-0.76,195.29,-0.15,-1.04
Time-Weighted US Fallen Angel Bond Index,843.94,0.04,-1.24,843.94,0.04,-1.24,843.94,0.04,-1.24
