,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),245.42,0.07,-1.44,240.70,0.13,-1.37,275.25,0.07,-1.43
World Government Bond Index (WGBI),793.53,0.07,-1.33,"1,010.03",0.17,-1.17,944.33,0.07,-1.32
World Government Bond Index - Developed Markets (WGBI  DM),789.40,0.07,-1.36,"1,010.32",0.16,-1.20,947.43,0.07,-1.35
World Government Bond Index - Extended (WGBI Extended),801.35,0.07,-1.23,"1,019.91",0.16,-1.06,944.21,0.07,-1.23
World Inflation-Linked Securities Index (WorldILSI),206.40,0.12,-2.36,178.52,0.22,-2.12,209.06,0.11,-2.38
US Broad Investment-Grade Bond Index (USBIG),"1,902.13",0.02,-1.99,"1,902.13",0.02,-1.99,"1,902.13",0.02,-1.99
US Treasury Index,"1,635.69",-0.04,-2.01,"1,635.69",-0.04,-2.01,"1,635.69",-0.04,-2.01
US High-Yield Market Index,"1,229.20",-0.02,-1.07,"1,229.20",-0.02,-1.07,"1,229.20",-0.02,-1.07
US High-Yield Cash Pay Index,"1,204.02",-0.02,-1.06,"1,204.02",-0.02,-1.06,"1,204.02",-0.02,-1.06
US High-Yield Market Capped Index,425.18,-0.02,-1.02,425.18,-0.02,-1.02,425.18,-0.02,-1.02
US High-Yield Cash Pay Capped Index,421.10,-0.01,-1.00,421.10,-0.01,-1.00,421.10,-0.01,-1.00
LATAM Government Bond Index (LATAMGBI),226.94,0.18,-1.26,104.83,0.70,0.63,146.27,0.16,-1.64
Euro Broad Investment-Grade Bond Index (EuroBIG),247.25,0.18,-0.65,238.93,0.21,-0.86,290.29,0.18,-0.61
EMU Government Bond Index (EGBI),252.19,0.24,-0.65,243.70,0.26,-0.86,295.60,0.24,-0.61
Eurodollar Bond Index,461.00,0.12,-2.37,461.00,0.12,-2.37,461.00,0.12,-2.37
Eurosterling Bond Index,560.42,0.25,-1.83,489.16,0.44,-1.02,492.93,0.24,-1.85
Euroyen Bond Index,186.83,-0.01,-0.34,163.51,0.30,0.67,372.79,-0.01,-0.33
CEEMEA Government Bond Index (CEEMEAGBI),178.25,0.21,-0.76,94.43,0.67,0.83,128.69,0.21,-0.99
Middle East and North Africa Broad Bond Index (MENABBI),170.54,0.12,-2.40,170.54,0.12,-2.40,170.54,0.12,-2.40
Asian Government Bond Index (AGBI),195.59,0.00,-0.12,168.92,0.13,0.09,168.78,-0.00,-0.24
Asian Government Extended Bond Index (AGBI-Extended),185.28,0.00,-0.28,194.01,0.08,-0.18,145.11,-0.00,-0.41
AsiaPac Government Bond Index (APGBI),198.00,0.00,-0.32,165.77,0.19,-0.14,166.34,-0.01,-0.43
Asian Broad Bond Index (ABBI),220.40,0.32,-2.39,220.40,0.32,-2.39,220.40,0.32,-2.39
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),152.68,0.09,0.78,145.73,0.24,1.27,131.25,0.08,0.61
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),152.61,0.09,0.78,145.66,0.24,1.27,131.19,0.08,0.61
Dim Sum (Offshore CNY) Bond Index,149.26,0.03,0.32,154.85,0.13,0.57,118.49,0.02,0.18
Australian Broad Investment-Grade Bond Index (AusBIG),319.07,0.03,-1.64,386.48,0.74,-1.61,204.14,0.01,-1.64
Emerging Markets Government Bond Index (EMGBI),254.82,0.13,0.11,141.93,0.39,0.87,160.86,0.12,-0.09
Emerging Markets Inflation-Linked Securities Index (EMILSI),442.83,0.18,-0.78,155.93,1.05,1.66,193.54,0.15,-1.34
Emerging Markets US Dollar Government Bond Index EMUSDGBI),903.38,0.26,-3.28,903.38,0.26,-3.28,903.38,0.26,-3.28
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),967.09,0.18,-3.18,967.09,0.18,-3.18,967.09,0.18,-3.18
Debt Capacity World Government Bond Index (DCWGBI),183.54,0.10,-1.14,173.94,0.22,-1.01,195.08,0.10,-1.15
Time-Weighted US Fallen Angel Bond Index,839.84,-0.05,-1.71,839.84,-0.05,-1.71,839.84,-0.05,-1.71
