,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),249.87,-0.06,0.42,245.72,-0.24,0.01,280.10,-0.07,0.42
World Government Bond Index (WGBI),806.80,-0.08,0.55,"1,029.75",-0.30,0.06,959.63,-0.09,0.55
World Government Bond Index - Developed Markets (WGBI  DM),802.81,-0.09,0.55,"1,030.43",-0.30,0.07,962.91,-0.09,0.56
World Government Bond Index - Extended (WGBI Extended),813.14,-0.09,0.57,"1,037.20",-0.29,0.10,958.02,-0.09,0.57
World Inflation-Linked Securities Index (WorldILSI),213.24,0.03,2.05,183.75,-0.30,1.04,216.15,0.02,2.02
US Broad Investment-Grade Bond Index (USBIG),"1,943.20",0.01,0.11,"1,943.20",0.01,0.11,"1,943.20",0.01,0.11
US Treasury Index,"1,667.04",0.00,0.11,"1,667.04",0.00,0.11,"1,667.04",0.00,0.11
US High-Yield Market Index,"1,238.06",0.02,0.54,"1,238.06",0.02,0.54,"1,238.06",0.02,0.54
US High-Yield Cash Pay Index,"1,212.16",0.02,0.53,"1,212.16",0.02,0.53,"1,212.16",0.02,0.53
US High-Yield Market Capped Index,428.08,0.02,0.52,428.08,0.02,0.52,428.08,0.02,0.52
US High-Yield Cash Pay Capped Index,423.79,0.02,0.51,423.79,0.02,0.51,423.79,0.02,0.51
LATAM Government Bond Index (LATAMGBI),228.86,0.62,1.52,105.85,0.94,2.40,149.27,0.62,1.39
Euro Broad Investment-Grade Bond Index (EuroBIG),251.15,-0.18,0.95,245.33,-0.59,0.07,294.34,-0.18,0.97
EMU Government Bond Index (EGBI),256.60,-0.20,1.18,250.66,-0.61,0.29,300.28,-0.20,1.19
Eurodollar Bond Index,473.70,0.01,0.19,473.70,0.01,0.19,473.70,0.01,0.19
Eurosterling Bond Index,574.65,0.00,0.80,491.80,-0.62,-1.54,505.40,-0.00,0.78
Euroyen Bond Index,187.70,-0.02,0.32,164.31,-0.08,0.36,374.17,-0.02,0.32
CEEMEA Government Bond Index (CEEMEAGBI),181.40,0.10,0.36,97.53,0.00,0.04,131.83,0.10,0.25
Middle East and North Africa Broad Bond Index (MENABBI),174.90,0.01,0.66,174.90,0.01,0.66,174.90,0.01,0.66
Asian Government Bond Index (AGBI),194.28,-0.12,0.71,167.40,-0.27,0.40,168.38,-0.12,0.64
Asian Government Extended Bond Index (AGBI-Extended),184.69,-0.07,0.65,193.03,-0.23,0.54,145.34,-0.08,0.57
AsiaPac Government Bond Index (APGBI),196.99,-0.17,0.77,164.79,-0.39,0.17,166.14,-0.18,0.71
Asian Broad Bond Index (ABBI),223.77,0.01,-0.81,223.77,0.01,-0.81,223.77,0.01,-0.81
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.88,-0.04,0.37,141.68,-0.24,0.30,129.61,-0.05,0.29
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),149.79,-0.05,0.38,141.60,-0.24,0.30,129.54,-0.05,0.29
Dim Sum (Offshore CNY) Bond Index,147.96,-0.06,0.03,152.49,0.07,0.30,118.07,-0.07,-0.06
Australian Broad Investment-Grade Bond Index (AusBIG),321.25,-0.54,1.04,391.05,-1.22,-1.69,205.59,-0.54,1.02
Emerging Markets Government Bond Index (EMGBI),253.48,0.04,0.50,141.21,-0.07,0.41,161.08,0.03,0.41
Emerging Markets Inflation-Linked Securities Index (EMILSI),434.40,0.42,2.08,157.10,1.20,4.06,193.44,0.42,1.90
Emerging Markets US Dollar Government Bond Index EMUSDGBI),942.81,0.01,0.39,942.81,0.01,0.39,942.81,0.01,0.39
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,012.29",0.01,0.40,"1,012.29",0.01,0.40,"1,012.29",0.01,0.40
Debt Capacity World Government Bond Index (DCWGBI),186.20,-0.10,0.59,177.13,-0.39,-0.06,197.91,-0.10,0.59
Time-Weighted US Fallen Angel Bond Index,856.59,0.01,0.72,856.59,0.01,0.72,856.59,0.01,0.72
