,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),250.03,-0.52,0.49,246.32,-0.81,0.26,280.28,-0.52,0.49
World Government Bond Index (WGBI),807.48,-0.53,0.63,"1,032.84",-0.91,0.36,960.45,-0.54,0.64
World Government Bond Index - Developed Markets (WGBI  DM),803.53,-0.54,0.64,"1,033.57",-0.91,0.37,963.78,-0.54,0.65
World Government Bond Index - Extended (WGBI Extended),813.84,-0.50,0.66,"1,040.26",-0.85,0.39,958.86,-0.50,0.66
World Inflation-Linked Securities Index (WorldILSI),213.19,-0.92,2.02,184.29,-1.27,1.34,216.11,-0.92,2.00
US Broad Investment-Grade Bond Index (USBIG),"1,943.07",-0.67,0.11,"1,943.07",-0.67,0.11,"1,943.07",-0.67,0.11
US Treasury Index,"1,666.97",-0.78,0.11,"1,666.97",-0.78,0.11,"1,666.97",-0.78,0.11
US High-Yield Market Index,"1,237.87",-0.21,0.53,"1,237.87",-0.21,0.53,"1,237.87",-0.21,0.53
US High-Yield Cash Pay Index,"1,211.98",-0.21,0.51,"1,211.98",-0.21,0.51,"1,211.98",-0.21,0.51
US High-Yield Market Capped Index,428.01,-0.20,0.51,428.01,-0.20,0.51,428.01,-0.20,0.51
US High-Yield Cash Pay Capped Index,423.73,-0.20,0.49,423.73,-0.20,0.49,423.73,-0.20,0.49
LATAM Government Bond Index (LATAMGBI),227.46,-0.14,0.90,104.87,-0.52,1.44,148.36,-0.16,0.77
Euro Broad Investment-Grade Bond Index (EuroBIG),251.61,-0.38,1.14,246.80,-0.95,0.67,294.88,-0.39,1.15
EMU Government Bond Index (EGBI),257.11,-0.43,1.38,252.19,-1.00,0.91,300.88,-0.44,1.39
Eurodollar Bond Index,473.66,-0.75,0.18,473.66,-0.75,0.18,473.66,-0.75,0.18
Eurosterling Bond Index,574.63,-0.93,0.79,494.87,-1.50,-0.93,505.41,-0.92,0.78
Euroyen Bond Index,187.73,0.05,0.33,164.44,-0.80,0.44,374.24,0.05,0.34
CEEMEA Government Bond Index (CEEMEAGBI),181.22,-0.19,0.25,97.52,-1.17,0.04,131.70,-0.21,0.15
Middle East and North Africa Broad Bond Index (MENABBI),174.88,-0.31,0.65,174.88,-0.31,0.65,174.88,-0.31,0.65
Asian Government Bond Index (AGBI),194.51,-0.05,0.83,167.86,-0.10,0.67,168.59,-0.05,0.76
Asian Government Extended Bond Index (AGBI-Extended),184.81,0.02,0.71,193.47,-0.13,0.77,145.45,0.01,0.64
AsiaPac Government Bond Index (APGBI),197.33,-0.01,0.95,165.44,-0.08,0.56,166.43,-0.01,0.89
Asian Broad Bond Index (ABBI),223.74,-0.12,-0.83,223.74,-0.12,-0.83,223.74,-0.12,-0.83
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.95,0.00,0.42,142.02,0.05,0.54,129.68,-0.01,0.34
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),149.86,-0.00,0.42,141.94,0.05,0.54,129.61,-0.01,0.35
Dim Sum (Offshore CNY) Bond Index,148.05,0.00,0.09,152.38,0.00,0.23,118.15,-0.00,0.01
Australian Broad Investment-Grade Bond Index (AusBIG),323.00,0.20,1.59,395.89,0.01,-0.47,206.70,0.20,1.56
Emerging Markets Government Bond Index (EMGBI),253.37,-0.05,0.46,141.31,-0.27,0.48,161.03,-0.06,0.37
Emerging Markets Inflation-Linked Securities Index (EMILSI),432.58,0.35,1.65,155.24,-0.04,2.83,192.64,0.33,1.48
Emerging Markets US Dollar Government Bond Index EMUSDGBI),942.69,-0.30,0.38,942.69,-0.30,0.38,942.69,-0.30,0.38
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,012.15",-0.31,0.38,"1,012.15",-0.31,0.38,"1,012.15",-0.31,0.38
Debt Capacity World Government Bond Index (DCWGBI),186.39,-0.45,0.69,177.83,-0.88,0.33,198.11,-0.45,0.69
Time-Weighted US Fallen Angel Bond Index,856.49,-0.33,0.71,856.49,-0.33,0.71,856.49,-0.33,0.71
