,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),249.08,-0.08,0.10,245.95,-0.07,0.11,279.21,-0.08,0.11
World Government Bond Index (WGBI),803.80,-0.07,0.17,"1,030.77",-0.07,0.16,956.07,-0.07,0.18
World Government Bond Index - Developed Markets (WGBI  DM),799.86,-0.07,0.18,"1,031.57",-0.07,0.18,959.35,-0.07,0.19
World Government Bond Index - Extended (WGBI Extended),810.07,-0.07,0.19,"1,037.81",-0.08,0.16,954.44,-0.07,0.19
World Inflation-Linked Securities Index (WorldILSI),209.61,-0.35,0.31,182.19,-0.22,0.19,212.52,-0.35,0.31
US Broad Investment-Grade Bond Index (USBIG),"1,938.27",-0.17,-0.14,"1,938.27",-0.17,-0.14,"1,938.27",-0.17,-0.14
US Treasury Index,"1,663.34",-0.19,-0.11,"1,663.34",-0.19,-0.11,"1,663.34",-0.19,-0.11
US High-Yield Market Index,"1,231.38",-0.00,0.00,"1,231.38",-0.00,0.00,"1,231.38",-0.00,0.00
US High-Yield Cash Pay Index,"1,205.70",-0.00,-0.01,"1,205.70",-0.00,-0.01,"1,205.70",-0.00,-0.01
US High-Yield Market Capped Index,425.88,0.00,0.01,425.88,0.00,0.01,425.88,0.00,0.01
US High-Yield Cash Pay Capped Index,421.63,0.00,-0.00,421.63,0.00,-0.00,421.63,0.00,-0.00
LATAM Government Bond Index (LATAMGBI),225.65,0.16,0.10,102.58,-0.10,-0.77,147.31,0.14,0.06
Euro Broad Investment-Grade Bond Index (EuroBIG),250.30,0.08,0.61,246.92,0.12,0.72,293.33,0.08,0.62
EMU Government Bond Index (EGBI),255.44,0.10,0.72,251.99,0.14,0.83,298.91,0.10,0.73
Eurodollar Bond Index,471.61,-0.25,-0.26,471.61,-0.25,-0.26,471.61,-0.25,-0.26
Eurosterling Bond Index,568.44,-0.28,-0.29,496.32,0.08,-0.64,500.03,-0.28,-0.29
Euroyen Bond Index,187.40,0.00,0.16,163.90,-0.24,0.11,373.56,0.00,0.16
CEEMEA Government Bond Index (CEEMEAGBI),180.47,-0.06,-0.16,97.10,-0.01,-0.40,131.25,-0.07,-0.19
Middle East and North Africa Broad Bond Index (MENABBI),173.40,-0.15,-0.20,173.40,-0.15,-0.20,173.40,-0.15,-0.20
Asian Government Bond Index (AGBI),193.53,-0.01,0.32,166.71,-0.18,-0.02,167.82,-0.02,0.30
Asian Government Extended Bond Index (AGBI-Extended),183.92,0.00,0.23,192.21,-0.05,0.12,144.82,-0.00,0.21
AsiaPac Government Bond Index (APGBI),196.32,0.03,0.43,164.53,-0.11,0.01,165.65,0.03,0.41
Asian Broad Bond Index (ABBI),224.82,-0.06,-0.35,224.82,-0.06,-0.35,224.82,-0.06,-0.35
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.63,0.03,0.21,141.60,0.05,0.24,129.47,0.02,0.18
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),149.54,0.03,0.21,141.52,0.05,0.24,129.40,0.02,0.19
Dim Sum (Offshore CNY) Bond Index,147.91,-0.02,-0.01,152.02,-0.05,-0.01,118.10,-0.02,-0.03
Australian Broad Investment-Grade Bond Index (AusBIG),321.71,0.28,1.18,398.14,0.31,0.10,205.90,0.27,1.17
Emerging Markets Government Bond Index (EMGBI),252.47,0.01,0.10,140.36,-0.07,-0.19,160.55,-0.00,0.08
Emerging Markets Inflation-Linked Securities Index (EMILSI),426.95,0.19,0.33,150.73,0.43,-0.15,190.34,0.17,0.27
Emerging Markets US Dollar Government Bond Index EMUSDGBI),933.15,-0.10,-0.63,933.15,-0.10,-0.63,933.15,-0.10,-0.63
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,002.73",-0.08,-0.55,"1,002.73",-0.08,-0.55,"1,002.73",-0.08,-0.55
Debt Capacity World Government Bond Index (DCWGBI),185.50,-0.05,0.21,177.56,-0.03,0.18,197.18,-0.05,0.21
Time-Weighted US Fallen Angel Bond Index,850.06,0.04,-0.05,850.06,0.04,-0.05,850.06,0.04,-0.05
