,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),249.49,0.16,0.27,244.47,0.28,-0.49,279.67,0.16,0.27
World Government Bond Index (WGBI),806.21,0.19,0.47,"1,024.74",0.34,-0.42,958.93,0.19,0.48
World Government Bond Index - Developed Markets (WGBI  DM),802.32,0.20,0.49,"1,025.66",0.35,-0.40,962.32,0.20,0.50
World Government Bond Index - Extended (WGBI Extended),812.70,0.18,0.52,"1,032.90",0.32,-0.32,957.47,0.18,0.51
World Inflation-Linked Securities Index (WorldILSI),213.98,0.61,2.40,184.29,0.69,1.34,216.89,0.61,2.37
US Broad Investment-Grade Bond Index (USBIG),"1,936.96",0.10,-0.21,"1,936.96",0.10,-0.21,"1,936.96",0.10,-0.21
US Treasury Index,"1,662.95",0.14,-0.14,"1,662.95",0.14,-0.14,"1,662.95",0.14,-0.14
US High-Yield Market Index,"1,232.00",-0.01,0.05,"1,232.00",-0.01,0.05,"1,232.00",-0.01,0.05
US High-Yield Cash Pay Index,"1,206.31",-0.00,0.04,"1,206.31",-0.00,0.04,"1,206.31",-0.00,0.04
US High-Yield Market Capped Index,426.01,-0.01,0.04,426.01,-0.01,0.04,426.01,-0.01,0.04
US High-Yield Cash Pay Capped Index,421.77,-0.01,0.03,421.77,-0.01,0.03,421.77,-0.01,0.03
LATAM Government Bond Index (LATAMGBI),226.56,-0.12,0.50,102.81,-0.68,-0.54,147.60,-0.13,0.25
Euro Broad Investment-Grade Bond Index (EuroBIG),251.47,0.27,1.08,243.03,0.63,-0.87,294.73,0.27,1.10
EMU Government Bond Index (EGBI),257.22,0.34,1.43,248.58,0.70,-0.54,300.99,0.34,1.43
Eurodollar Bond Index,471.38,0.11,-0.30,471.38,0.11,-0.30,471.38,0.11,-0.30
Eurosterling Bond Index,573.36,0.34,0.57,493.93,0.44,-1.12,504.32,0.33,0.56
Euroyen Bond Index,187.52,-0.03,0.22,163.70,0.20,-0.01,373.82,-0.03,0.23
CEEMEA Government Bond Index (CEEMEAGBI),179.99,-0.20,-0.43,94.87,-0.72,-2.68,130.74,-0.20,-0.58
Middle East and North Africa Broad Bond Index (MENABBI),174.21,-0.03,0.26,174.21,-0.03,0.26,174.21,-0.03,0.26
Asian Government Bond Index (AGBI),194.57,0.09,0.86,168.05,0.16,0.79,168.56,0.08,0.75
Asian Government Extended Bond Index (AGBI-Extended),184.94,0.08,0.78,193.80,0.14,0.94,145.47,0.07,0.66
AsiaPac Government Bond Index (APGBI),197.27,0.12,0.92,165.24,0.15,0.44,166.32,0.11,0.82
Asian Broad Bond Index (ABBI),225.44,0.26,-0.07,225.44,0.26,-0.07,225.44,0.26,-0.07
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),150.12,0.05,0.54,142.42,0.06,0.82,129.75,0.04,0.40
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),150.04,0.05,0.54,142.34,0.06,0.82,129.68,0.04,0.41
Dim Sum (Offshore CNY) Bond Index,148.18,0.00,0.17,152.73,-0.12,0.46,118.18,-0.01,0.04
Australian Broad Investment-Grade Bond Index (AusBIG),321.58,0.27,1.14,388.77,0.03,-2.26,205.79,0.26,1.11
Emerging Markets Government Bond Index (EMGBI),252.98,-0.01,0.30,140.34,-0.14,-0.21,160.67,-0.01,0.15
Emerging Markets Inflation-Linked Securities Index (EMILSI),434.89,0.11,2.19,152.38,-0.84,0.94,193.23,0.06,1.79
Emerging Markets US Dollar Government Bond Index EMUSDGBI),935.02,-0.12,-0.44,935.02,-0.12,-0.44,935.02,-0.12,-0.44
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,001.96",-0.12,-0.63,"1,001.96",-0.12,-0.63,"1,001.96",-0.12,-0.63
Debt Capacity World Government Bond Index (DCWGBI),186.13,0.19,0.55,176.02,0.27,-0.69,197.83,0.19,0.54
Time-Weighted US Fallen Angel Bond Index,852.80,0.13,0.28,852.80,0.13,0.28,852.80,0.13,0.28
