,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),249.28,0.25,0.18,246.13,0.22,0.18,279.43,0.25,0.19
World Government Bond Index (WGBI),804.36,0.33,0.24,"1,031.54",0.30,0.24,956.72,0.33,0.24
World Government Bond Index - Developed Markets (WGBI  DM),800.39,0.33,0.25,"1,032.31",0.30,0.25,959.99,0.33,0.25
World Government Bond Index - Extended (WGBI Extended),810.60,0.31,0.26,"1,038.68",0.29,0.24,955.07,0.31,0.26
World Inflation-Linked Securities Index (WorldILSI),210.35,0.62,0.66,182.59,0.42,0.41,213.26,0.62,0.66
US Broad Investment-Grade Bond Index (USBIG),"1,941.57",0.15,0.03,"1,941.57",0.15,0.03,"1,941.57",0.15,0.03
US Treasury Index,"1,666.58",0.22,0.08,"1,666.58",0.22,0.08,"1,666.58",0.22,0.08
US High-Yield Market Index,"1,231.42",0.04,0.00,"1,231.42",0.04,0.00,"1,231.42",0.04,0.00
US High-Yield Cash Pay Index,"1,205.74",0.05,-0.00,"1,205.74",0.05,-0.00,"1,205.74",0.05,-0.00
US High-Yield Market Capped Index,425.88,0.04,0.01,425.88,0.04,0.01,425.88,0.04,0.01
US High-Yield Cash Pay Capped Index,421.63,0.05,-0.00,421.63,0.05,-0.00,421.63,0.05,-0.00
LATAM Government Bond Index (LATAMGBI),225.30,0.08,-0.06,102.68,0.15,-0.67,147.10,0.07,-0.08
Euro Broad Investment-Grade Bond Index (EuroBIG),250.11,0.54,0.53,246.64,0.45,0.60,293.10,0.55,0.54
EMU Government Bond Index (EGBI),255.19,0.70,0.63,251.65,0.60,0.69,298.61,0.70,0.63
Eurodollar Bond Index,472.78,0.18,-0.01,472.78,0.18,-0.01,472.78,0.18,-0.01
Eurosterling Bond Index,570.03,0.08,-0.01,495.92,-0.40,-0.72,501.42,0.08,-0.01
Euroyen Bond Index,187.40,0.13,0.15,164.30,0.48,0.36,373.55,0.13,0.16
CEEMEA Government Bond Index (CEEMEAGBI),180.57,-0.00,-0.10,97.11,-0.24,-0.38,131.34,-0.01,-0.12
Middle East and North Africa Broad Bond Index (MENABBI),173.67,-0.00,-0.05,173.67,-0.00,-0.05,173.67,-0.00,-0.05
Asian Government Bond Index (AGBI),193.55,0.13,0.33,167.01,0.22,0.16,167.84,0.12,0.32
Asian Government Extended Bond Index (AGBI-Extended),183.91,0.08,0.22,192.30,0.21,0.16,144.82,0.08,0.21
AsiaPac Government Bond Index (APGBI),196.26,0.12,0.40,164.71,0.02,0.12,165.61,0.11,0.39
Asian Broad Bond Index (ABBI),224.96,-0.14,-0.28,224.96,-0.14,-0.28,224.96,-0.14,-0.28
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.58,0.06,0.18,141.53,0.13,0.19,129.44,0.05,0.16
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),149.50,0.06,0.18,141.45,0.13,0.19,129.37,0.05,0.16
Dim Sum (Offshore CNY) Bond Index,147.93,0.01,0.01,152.10,-0.08,0.05,118.13,-0.00,-0.01
Australian Broad Investment-Grade Bond Index (AusBIG),320.82,0.16,0.90,396.91,-1.25,-0.21,205.34,0.15,0.89
Emerging Markets Government Bond Index (EMGBI),252.45,0.05,0.09,140.47,0.09,-0.12,160.55,0.04,0.08
Emerging Markets Inflation-Linked Securities Index (EMILSI),426.15,0.02,0.14,150.09,-0.04,-0.57,190.02,0.00,0.10
Emerging Markets US Dollar Government Bond Index EMUSDGBI),934.04,-0.26,-0.54,934.04,-0.26,-0.54,934.04,-0.26,-0.54
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,003.56",-0.17,-0.47,"1,003.56",-0.17,-0.47,"1,003.56",-0.17,-0.47
Debt Capacity World Government Bond Index (DCWGBI),185.60,0.31,0.27,177.61,0.17,0.21,197.28,0.31,0.27
Time-Weighted US Fallen Angel Bond Index,849.69,0.03,-0.09,849.69,0.03,-0.09,849.69,0.03,-0.09
