,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),249.00,-0.07,0.07,243.95,-0.32,-0.71,279.13,-0.07,0.08
World Government Bond Index (WGBI),804.55,-0.06,0.27,"1,022.35",-0.38,-0.66,956.96,-0.07,0.27
World Government Bond Index - Developed Markets (WGBI  DM),800.58,-0.07,0.27,"1,023.12",-0.38,-0.64,960.23,-0.07,0.28
World Government Bond Index - Extended (WGBI Extended),811.15,-0.06,0.33,"1,030.72",-0.36,-0.53,955.65,-0.06,0.32
World Inflation-Linked Securities Index (WorldILSI),212.84,-0.44,1.85,183.07,-0.63,0.67,215.74,-0.44,1.83
US Broad Investment-Grade Bond Index (USBIG),"1,931.99",-0.07,-0.46,"1,931.99",-0.07,-0.46,"1,931.99",-0.07,-0.46
US Treasury Index,"1,657.99",-0.07,-0.43,"1,657.99",-0.07,-0.43,"1,657.99",-0.07,-0.43
US High-Yield Market Index,"1,232.90",-0.09,0.12,"1,232.90",-0.09,0.12,"1,232.90",-0.09,0.12
US High-Yield Cash Pay Index,"1,207.12",-0.09,0.11,"1,207.12",-0.09,0.11,"1,207.12",-0.09,0.11
US High-Yield Market Capped Index,426.33,-0.09,0.11,426.33,-0.09,0.11,426.33,-0.09,0.11
US High-Yield Cash Pay Capped Index,422.06,-0.10,0.10,422.06,-0.10,0.10,422.06,-0.10,0.10
LATAM Government Bond Index (LATAMGBI),227.51,-0.33,0.92,103.66,-1.08,0.28,148.26,-0.35,0.70
Euro Broad Investment-Grade Bond Index (EuroBIG),251.02,-0.05,0.90,242.63,-0.66,-1.03,294.20,-0.05,0.92
EMU Government Bond Index (EGBI),256.58,-0.03,1.17,248.01,-0.64,-0.77,300.25,-0.03,1.18
Eurodollar Bond Index,469.85,-0.15,-0.63,469.85,-0.15,-0.63,469.85,-0.15,-0.63
Eurosterling Bond Index,572.21,-0.22,0.37,490.85,-0.30,-1.73,503.31,-0.21,0.36
Euroyen Bond Index,187.62,-0.02,0.28,163.38,-0.54,-0.21,374.03,-0.02,0.29
CEEMEA Government Bond Index (CEEMEAGBI),180.51,-0.13,-0.14,95.53,-1.03,-2.00,131.13,-0.14,-0.28
Middle East and North Africa Broad Bond Index (MENABBI),173.95,-0.06,0.11,173.95,-0.06,0.11,173.95,-0.06,0.11
Asian Government Bond Index (AGBI),194.50,-0.05,0.82,168.08,-0.08,0.80,168.52,-0.06,0.72
Asian Government Extended Bond Index (AGBI-Extended),184.87,-0.02,0.75,193.72,-0.01,0.90,145.43,-0.03,0.63
AsiaPac Government Bond Index (APGBI),197.17,-0.09,0.87,165.38,-0.20,0.52,166.25,-0.10,0.78
Asian Broad Bond Index (ABBI),224.60,-0.10,-0.45,224.60,-0.10,-0.45,224.60,-0.10,-0.45
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),150.06,0.03,0.50,142.44,0.07,0.84,129.72,0.02,0.38
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),149.98,0.03,0.50,142.36,0.07,0.84,129.65,0.02,0.38
Dim Sum (Offshore CNY) Bond Index,148.11,0.01,0.13,152.39,-0.29,0.24,118.15,0.01,0.01
Australian Broad Investment-Grade Bond Index (AusBIG),320.83,-0.38,0.91,391.01,-0.96,-1.69,205.33,-0.38,0.89
Emerging Markets Government Bond Index (EMGBI),253.18,-0.06,0.38,140.68,-0.34,0.03,160.83,-0.07,0.25
Emerging Markets Inflation-Linked Securities Index (EMILSI),434.95,0.10,2.21,154.00,-1.06,2.02,193.42,0.07,1.89
Emerging Markets US Dollar Government Bond Index EMUSDGBI),935.15,-0.25,-0.42,935.15,-0.25,-0.42,935.15,-0.25,-0.42
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,002.71",-0.28,-0.55,"1,002.71",-0.28,-0.55,"1,002.71",-0.28,-0.55
Debt Capacity World Government Bond Index (DCWGBI),185.81,-0.06,0.38,175.83,-0.43,-0.80,197.49,-0.07,0.37
Time-Weighted US Fallen Angel Bond Index,851.79,-0.12,0.16,851.79,-0.12,0.16,851.79,-0.12,0.16
