,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),250.93,0.42,0.84,247.56,0.46,0.76,281.28,0.42,0.85
World Government Bond Index (WGBI),810.13,0.47,0.96,"1,038.24",0.53,0.89,963.58,0.47,0.96
World Government Bond Index - Developed Markets (WGBI  DM),806.21,0.47,0.98,"1,039.02",0.52,0.90,966.96,0.47,0.98
World Government Bond Index - Extended (WGBI Extended),816.25,0.46,0.96,"1,045.02",0.50,0.85,961.69,0.46,0.95
World Inflation-Linked Securities Index (WorldILSI),213.42,1.03,2.13,184.73,1.07,1.59,216.33,1.02,2.11
US Broad Investment-Grade Bond Index (USBIG),"1,952.60",0.41,0.60,"1,952.60",0.41,0.60,"1,952.60",0.41,0.60
US Treasury Index,"1,676.16",0.45,0.66,"1,676.16",0.45,0.66,"1,676.16",0.45,0.66
US High-Yield Market Index,"1,238.35",0.34,0.57,"1,238.35",0.34,0.57,"1,238.35",0.34,0.57
US High-Yield Cash Pay Index,"1,212.51",0.34,0.56,"1,212.51",0.34,0.56,"1,212.51",0.34,0.56
US High-Yield Market Capped Index,428.18,0.33,0.55,428.18,0.33,0.55,428.18,0.33,0.55
US High-Yield Cash Pay Capped Index,423.91,0.33,0.54,423.91,0.33,0.54,423.91,0.33,0.54
LATAM Government Bond Index (LATAMGBI),226.67,0.35,0.55,104.14,0.83,0.74,147.94,0.34,0.48
Euro Broad Investment-Grade Bond Index (EuroBIG),252.17,0.42,1.36,248.12,0.50,1.21,295.52,0.42,1.37
EMU Government Bond Index (EGBI),257.68,0.49,1.60,253.54,0.57,1.45,301.52,0.50,1.61
Eurodollar Bond Index,476.14,0.51,0.70,476.14,0.51,0.70,476.14,0.51,0.70
Eurosterling Bond Index,578.51,1.00,1.47,498.82,0.98,-0.14,508.77,0.99,1.45
Euroyen Bond Index,187.64,0.05,0.29,165.00,0.21,0.79,374.05,0.05,0.29
CEEMEA Government Bond Index (CEEMEAGBI),180.68,0.10,-0.04,97.91,0.41,0.44,131.38,0.09,-0.09
Middle East and North Africa Broad Bond Index (MENABBI),174.69,0.37,0.54,174.69,0.37,0.54,174.69,0.37,0.54
Asian Government Bond Index (AGBI),194.28,0.30,0.71,167.16,0.23,0.25,168.44,0.29,0.67
Asian Government Extended Bond Index (AGBI-Extended),184.45,0.22,0.52,192.61,0.17,0.32,145.21,0.21,0.48
AsiaPac Government Bond Index (APGBI),197.03,0.29,0.79,164.91,0.25,0.24,166.22,0.28,0.76
Asian Broad Bond Index (ABBI),225.15,0.15,-0.20,225.15,0.15,-0.20,225.15,0.15,-0.20
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.94,0.16,0.42,141.81,0.07,0.39,129.72,0.15,0.38
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),149.86,0.16,0.42,141.73,0.07,0.39,129.65,0.15,0.38
Dim Sum (Offshore CNY) Bond Index,147.95,0.02,0.02,152.17,0.02,0.10,118.11,0.01,-0.02
Australian Broad Investment-Grade Bond Index (AusBIG),322.31,0.28,1.37,397.76,0.36,0.00,206.28,0.27,1.35
Emerging Markets Government Bond Index (EMGBI),253.08,0.21,0.34,140.99,0.29,0.25,160.91,0.20,0.30
Emerging Markets Inflation-Linked Securities Index (EMILSI),431.26,-0.06,1.34,154.26,0.65,2.19,192.21,-0.08,1.26
Emerging Markets US Dollar Government Bond Index EMUSDGBI),940.88,0.48,0.19,940.88,0.48,0.19,940.88,0.48,0.19
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,010.43",0.48,0.21,"1,010.43",0.48,0.21,"1,010.43",0.48,0.21
Debt Capacity World Government Bond Index (DCWGBI),186.86,0.46,0.95,178.71,0.54,0.83,198.62,0.46,0.94
Time-Weighted US Fallen Angel Bond Index,855.32,0.34,0.57,855.32,0.34,0.57,855.32,0.34,0.57
