,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),248.42,-0.34,-0.16,242.57,-0.34,-1.27,278.49,-0.33,-0.15
World Government Bond Index (WGBI),803.16,-0.33,0.09,"1,016.31",-0.36,-1.24,955.35,-0.32,0.10
World Government Bond Index - Developed Markets (WGBI  DM),799.31,-0.33,0.11,"1,017.41",-0.34,-1.20,958.76,-0.32,0.12
World Government Bond Index - Extended (WGBI Extended),809.75,-0.31,0.15,"1,024.73",-0.35,-1.11,954.01,-0.30,0.15
World Inflation-Linked Securities Index (WorldILSI),211.58,-0.28,1.25,181.21,-0.42,-0.35,214.47,-0.27,1.23
US Broad Investment-Grade Bond Index (USBIG),"1,925.74",-0.32,-0.78,"1,925.74",-0.32,-0.78,"1,925.74",-0.32,-0.78
US Treasury Index,"1,654.78",-0.22,-0.63,"1,654.78",-0.22,-0.63,"1,654.78",-0.22,-0.63
US High-Yield Market Index,"1,224.76",-0.39,-0.54,"1,224.76",-0.39,-0.54,"1,224.76",-0.39,-0.54
US High-Yield Cash Pay Index,"1,199.26",-0.39,-0.54,"1,199.26",-0.39,-0.54,"1,199.26",-0.39,-0.54
US High-Yield Market Capped Index,423.51,-0.39,-0.55,423.51,-0.39,-0.55,423.51,-0.39,-0.55
US High-Yield Cash Pay Capped Index,419.30,-0.39,-0.56,419.30,-0.39,-0.56,419.30,-0.39,-0.56
LATAM Government Bond Index (LATAMGBI),225.65,-0.23,0.10,101.10,-1.27,-2.20,146.92,-0.23,-0.20
Euro Broad Investment-Grade Bond Index (EuroBIG),250.43,-0.50,0.67,240.21,-0.35,-2.02,293.55,-0.49,0.69
EMU Government Bond Index (EGBI),255.80,-0.64,0.86,245.35,-0.49,-1.83,299.37,-0.62,0.89
Eurodollar Bond Index,467.53,-0.56,-1.12,467.53,-0.56,-1.12,467.53,-0.56,-1.12
Eurosterling Bond Index,572.35,-0.26,0.39,489.09,-0.49,-2.09,503.44,-0.25,0.39
Euroyen Bond Index,187.64,0.00,0.28,162.79,-0.21,-0.56,374.07,0.00,0.30
CEEMEA Government Bond Index (CEEMEAGBI),178.43,-0.51,-1.29,92.10,-1.26,-5.53,129.66,-0.48,-1.40
Middle East and North Africa Broad Bond Index (MENABBI),172.89,-0.51,-0.49,172.89,-0.51,-0.49,172.89,-0.51,-0.49
Asian Government Bond Index (AGBI),194.28,-0.05,0.71,167.24,-0.25,0.30,168.26,-0.06,0.57
Asian Government Extended Bond Index (AGBI-Extended),184.82,-0.03,0.72,193.09,-0.18,0.57,145.32,-0.03,0.55
AsiaPac Government Bond Index (APGBI),196.92,-0.10,0.74,164.35,-0.32,-0.10,165.98,-0.11,0.62
Asian Broad Bond Index (ABBI),225.20,-0.21,-0.18,225.20,-0.21,-0.18,225.20,-0.21,-0.18
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),150.18,0.02,0.58,142.41,-0.09,0.82,129.76,0.01,0.41
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),150.10,0.02,0.58,142.33,-0.09,0.82,129.69,0.01,0.41
Dim Sum (Offshore CNY) Bond Index,148.25,-0.02,0.22,152.58,-0.16,0.36,118.19,-0.02,0.05
Australian Broad Investment-Grade Bond Index (AusBIG),320.13,-0.42,0.69,384.89,-0.83,-3.24,204.89,-0.41,0.67
Emerging Markets Government Bond Index (EMGBI),252.37,-0.12,0.06,139.10,-0.45,-1.09,160.25,-0.12,-0.11
Emerging Markets Inflation-Linked Securities Index (EMILSI),434.83,0.10,2.18,148.48,-1.87,-1.64,192.83,-0.00,1.58
Emerging Markets US Dollar Government Bond Index EMUSDGBI),924.38,-0.93,-1.57,924.38,-0.93,-1.57,924.38,-0.93,-1.57
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),990.98,-0.90,-1.72,990.98,-0.90,-1.72,990.98,-0.90,-1.72
Debt Capacity World Government Bond Index (DCWGBI),185.44,-0.37,0.18,174.28,-0.48,-1.67,197.10,-0.36,0.17
Time-Weighted US Fallen Angel Bond Index,847.40,-0.36,-0.36,847.40,-0.36,-0.36,847.40,-0.36,-0.36
