,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),249.87,0.32,0.42,246.42,0.19,0.30,280.10,0.32,0.42
World Government Bond Index (WGBI),806.37,0.32,0.49,"1,032.80",0.20,0.36,959.11,0.32,0.49
World Government Bond Index - Developed Markets (WGBI  DM),802.46,0.33,0.51,"1,033.61",0.20,0.38,962.47,0.32,0.51
World Government Bond Index - Extended (WGBI Extended),812.53,0.30,0.50,"1,039.79",0.19,0.35,957.32,0.30,0.49
World Inflation-Linked Securities Index (WorldILSI),211.24,0.78,1.09,182.78,0.32,0.51,214.15,0.77,1.08
US Broad Investment-Grade Bond Index (USBIG),"1,944.58",0.33,0.19,"1,944.58",0.33,0.19,"1,944.58",0.33,0.19
US Treasury Index,"1,668.60",0.32,0.20,"1,668.60",0.32,0.20,"1,668.60",0.32,0.20
US High-Yield Market Index,"1,234.16",0.23,0.23,"1,234.16",0.23,0.23,"1,234.16",0.23,0.23
US High-Yield Cash Pay Index,"1,208.41",0.22,0.22,"1,208.41",0.22,0.22,"1,208.41",0.22,0.22
US High-Yield Market Capped Index,426.78,0.21,0.22,426.78,0.21,0.22,426.78,0.21,0.22
US High-Yield Cash Pay Capped Index,422.52,0.21,0.21,422.52,0.21,0.21,422.52,0.21,0.21
LATAM Government Bond Index (LATAMGBI),225.88,0.10,0.20,103.28,0.69,-0.09,147.44,0.09,0.14
Euro Broad Investment-Grade Bond Index (EuroBIG),251.12,0.33,0.94,246.90,-0.01,0.71,294.29,0.33,0.95
EMU Government Bond Index (EGBI),256.41,0.38,1.11,252.10,0.04,0.87,300.04,0.38,1.11
Eurodollar Bond Index,473.73,0.45,0.19,473.73,0.45,0.19,473.73,0.45,0.19
Eurosterling Bond Index,572.78,0.76,0.47,493.97,-0.47,-1.11,503.80,0.75,0.46
Euroyen Bond Index,187.55,0.08,0.23,164.66,0.46,0.58,373.85,0.08,0.24
CEEMEA Government Bond Index (CEEMEAGBI),180.50,0.02,-0.15,97.52,0.43,0.03,131.25,0.01,-0.19
Middle East and North Africa Broad Bond Index (MENABBI),174.04,0.37,0.17,174.04,0.37,0.17,174.04,0.37,0.17
Asian Government Bond Index (AGBI),193.70,0.08,0.41,166.77,0.04,0.02,167.95,0.08,0.38
Asian Government Extended Bond Index (AGBI-Extended),184.05,0.07,0.30,192.28,0.03,0.15,144.91,0.06,0.27
AsiaPac Government Bond Index (APGBI),196.45,0.07,0.50,164.50,-0.02,-0.01,165.75,0.06,0.48
Asian Broad Bond Index (ABBI),224.81,-0.01,-0.35,224.81,-0.01,-0.35,224.81,-0.01,-0.35
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.71,0.06,0.26,141.71,0.08,0.32,129.53,0.05,0.23
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),149.63,0.06,0.27,141.64,0.08,0.32,129.46,0.05,0.23
Dim Sum (Offshore CNY) Bond Index,147.92,0.01,0.00,152.14,0.08,0.07,118.10,0.00,-0.03
Australian Broad Investment-Grade Bond Index (AusBIG),321.42,-0.09,1.09,396.32,-0.46,-0.36,205.72,-0.09,1.08
Emerging Markets Government Bond Index (EMGBI),252.56,0.04,0.14,140.58,0.15,-0.04,160.59,0.03,0.10
Emerging Markets Inflation-Linked Securities Index (EMILSI),431.53,1.07,1.41,153.26,1.68,1.53,192.36,1.06,1.33
Emerging Markets US Dollar Government Bond Index EMUSDGBI),936.39,0.35,-0.29,936.39,0.35,-0.29,936.39,0.35,-0.29
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,005.61",0.29,-0.27,"1,005.61",0.29,-0.27,"1,005.61",0.29,-0.27
Debt Capacity World Government Bond Index (DCWGBI),186.01,0.27,0.49,177.76,0.11,0.29,197.71,0.27,0.48
Time-Weighted US Fallen Angel Bond Index,852.39,0.28,0.23,852.39,0.28,0.23,852.39,0.28,0.23
