,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),248.59,0.08,-0.10,242.25,0.12,-1.40,278.67,0.08,-0.09
World Government Bond Index (WGBI),803.81,0.12,0.17,"1,014.67",0.17,-1.40,956.11,0.12,0.18
World Government Bond Index - Developed Markets (WGBI  DM),799.96,0.12,0.20,"1,015.83",0.17,-1.35,959.53,0.12,0.20
World Government Bond Index - Extended (WGBI Extended),810.47,0.12,0.24,"1,023.31",0.15,-1.24,954.83,0.12,0.23
World Inflation-Linked Securities Index (WorldILSI),212.22,0.31,1.56,181.26,0.29,-0.33,215.10,0.30,1.53
US Broad Investment-Grade Bond Index (USBIG),"1,928.53",0.01,-0.64,"1,928.53",0.01,-0.64,"1,928.53",0.01,-0.64
US Treasury Index,"1,657.43",0.00,-0.47,"1,657.43",0.00,-0.47,"1,657.43",0.00,-0.47
US High-Yield Market Index,"1,222.82",0.02,-0.69,"1,222.82",0.02,-0.69,"1,222.82",0.02,-0.69
US High-Yield Cash Pay Index,"1,197.34",0.02,-0.70,"1,197.34",0.02,-0.70,"1,197.34",0.02,-0.70
US High-Yield Market Capped Index,422.85,0.02,-0.70,422.85,0.02,-0.70,422.85,0.02,-0.70
US High-Yield Cash Pay Capped Index,418.63,0.02,-0.71,418.63,0.02,-0.71,418.63,0.02,-0.71
LATAM Government Bond Index (LATAMGBI),225.79,0.01,0.16,100.70,-0.22,-2.58,147.00,0.00,-0.15
Euro Broad Investment-Grade Bond Index (EuroBIG),250.36,0.17,0.64,239.00,0.29,-2.52,293.47,0.17,0.67
EMU Government Bond Index (EGBI),255.86,0.25,0.89,244.25,0.37,-2.27,299.44,0.25,0.91
Eurodollar Bond Index,468.80,0.01,-0.85,468.80,0.01,-0.85,468.80,0.01,-0.85
Eurosterling Bond Index,572.59,0.27,0.43,487.49,0.19,-2.41,503.63,0.26,0.43
Euroyen Bond Index,187.49,-0.01,0.20,162.15,0.06,-0.96,373.78,-0.01,0.22
CEEMEA Government Bond Index (CEEMEAGBI),178.93,0.30,-1.02,92.46,0.55,-5.15,129.97,0.27,-1.16
Middle East and North Africa Broad Bond Index (MENABBI),173.22,0.01,-0.31,173.22,0.01,-0.31,173.22,0.01,-0.31
Asian Government Bond Index (AGBI),194.57,0.08,0.86,167.32,-0.02,0.35,168.49,0.07,0.71
Asian Government Extended Bond Index (AGBI-Extended),184.98,0.05,0.81,193.07,-0.05,0.56,145.43,0.05,0.63
AsiaPac Government Bond Index (APGBI),197.20,0.05,0.88,164.33,-0.04,-0.11,166.20,0.05,0.75
Asian Broad Bond Index (ABBI),225.21,0.01,-0.18,225.21,0.01,-0.18,225.21,0.01,-0.18
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),150.37,0.03,0.70,142.51,0.03,0.88,129.90,0.03,0.52
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),150.29,0.03,0.71,142.43,0.03,0.89,129.83,0.03,0.52
Dim Sum (Offshore CNY) Bond Index,148.32,0.01,0.27,152.80,0.13,0.51,118.23,-0.00,0.08
Australian Broad Investment-Grade Bond Index (AusBIG),320.47,-0.06,0.79,383.72,-0.09,-3.53,205.10,-0.05,0.77
Emerging Markets Government Bond Index (EMGBI),252.67,0.07,0.18,139.16,0.07,-1.05,160.41,0.05,-0.01
Emerging Markets Inflation-Linked Securities Index (EMILSI),436.04,0.14,2.46,150.20,0.45,-0.50,193.39,0.14,1.88
Emerging Markets US Dollar Government Bond Index EMUSDGBI),924.68,0.01,-1.54,924.68,0.01,-1.54,924.68,0.01,-1.54
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),990.90,0.01,-1.72,990.90,0.01,-1.72,990.90,0.01,-1.72
Debt Capacity World Government Bond Index (DCWGBI),185.61,0.15,0.27,173.90,0.19,-1.89,197.28,0.14,0.26
Time-Weighted US Fallen Angel Bond Index,845.02,0.01,-0.64,845.02,0.01,-0.64,845.02,0.01,-0.64
