,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),251.34,0.30,1.01,248.32,0.30,1.07,281.75,0.30,1.02
World Government Bond Index (WGBI),811.81,0.34,1.17,"1,042.32",0.35,1.29,965.62,0.34,1.18
World Government Bond Index - Developed Markets (WGBI  DM),807.89,0.35,1.19,"1,043.06",0.35,1.29,969.02,0.35,1.19
World Government Bond Index - Extended (WGBI Extended),817.90,0.32,1.16,"1,049.14",0.34,1.25,963.66,0.32,1.16
World Inflation-Linked Securities Index (WorldILSI),215.16,0.72,2.96,186.66,0.69,2.65,218.10,0.71,2.94
US Broad Investment-Grade Bond Index (USBIG),"1,956.13",0.33,0.78,"1,956.13",0.33,0.78,"1,956.13",0.33,0.78
US Treasury Index,"1,679.99",0.42,0.89,"1,679.99",0.42,0.89,"1,679.99",0.42,0.89
US High-Yield Market Index,"1,240.50",0.02,0.74,"1,240.50",0.02,0.74,"1,240.50",0.02,0.74
US High-Yield Cash Pay Index,"1,214.54",0.01,0.73,"1,214.54",0.01,0.73,"1,214.54",0.01,0.73
US High-Yield Market Capped Index,428.88,0.01,0.71,428.88,0.01,0.71,428.88,0.01,0.71
US High-Yield Cash Pay Capped Index,424.58,0.01,0.69,424.58,0.01,0.69,424.58,0.01,0.69
LATAM Government Bond Index (LATAMGBI),227.79,0.38,1.05,105.41,0.88,1.97,148.60,0.37,0.93
Euro Broad Investment-Grade Bond Index (EuroBIG),252.57,0.35,1.53,249.16,0.31,1.63,296.03,0.35,1.54
EMU Government Bond Index (EGBI),258.22,0.43,1.82,254.74,0.39,1.93,302.20,0.43,1.84
Eurodollar Bond Index,477.23,0.36,0.93,477.23,0.36,0.93,477.23,0.36,0.93
Eurosterling Bond Index,580.02,0.32,1.74,502.41,0.24,0.58,510.11,0.31,1.72
Euroyen Bond Index,187.63,-0.01,0.28,165.76,0.22,1.25,374.05,-0.01,0.29
CEEMEA Government Bond Index (CEEMEAGBI),181.56,0.25,0.44,98.67,0.25,1.22,131.97,0.24,0.36
Middle East and North Africa Broad Bond Index (MENABBI),175.42,0.16,0.96,175.42,0.16,0.96,175.42,0.16,0.96
Asian Government Bond Index (AGBI),194.60,0.07,0.87,168.02,0.25,0.77,168.68,0.07,0.82
Asian Government Extended Bond Index (AGBI-Extended),184.77,0.08,0.69,193.72,0.22,0.90,145.43,0.08,0.63
AsiaPac Government Bond Index (APGBI),197.34,0.03,0.96,165.58,0.11,0.64,166.46,0.02,0.90
Asian Broad Bond Index (ABBI),224.00,-0.28,-0.71,224.00,-0.28,-0.71,224.00,-0.28,-0.71
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),149.95,-0.01,0.42,141.94,0.03,0.48,129.69,-0.01,0.35
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),149.86,-0.01,0.42,141.86,0.03,0.48,129.62,-0.01,0.35
Dim Sum (Offshore CNY) Bond Index,148.04,0.05,0.08,152.38,-0.02,0.23,118.15,0.04,0.02
Australian Broad Investment-Grade Bond Index (AusBIG),322.34,-0.24,1.38,395.87,-0.88,-0.47,206.29,-0.24,1.36
Emerging Markets Government Bond Index (EMGBI),253.50,0.11,0.51,141.69,0.23,0.75,161.12,0.10,0.43
Emerging Markets Inflation-Linked Securities Index (EMILSI),431.09,0.23,1.30,155.30,0.81,2.87,191.99,0.23,1.14
Emerging Markets US Dollar Government Bond Index EMUSDGBI),945.54,0.15,0.69,945.54,0.15,0.69,945.54,0.15,0.69
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,015.28",0.16,0.69,"1,015.28",0.16,0.69,"1,015.28",0.16,0.69
Debt Capacity World Government Bond Index (DCWGBI),187.23,0.31,1.15,179.41,0.30,1.23,199.02,0.31,1.15
Time-Weighted US Fallen Angel Bond Index,859.31,0.16,1.04,859.31,0.16,1.04,859.31,0.16,1.04
