,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),248.96,-0.01,0.38,248.83,-0.09,-0.78,278.81,-0.01,0.39
World Government Bond Index (WGBI),803.28,-0.06,0.33,"1,046.09",-0.17,-1.08,954.41,-0.05,0.35
World Government Bond Index - Developed Markets (WGBI  DM),799.06,-0.05,0.34,"1,046.55",-0.17,-1.05,957.21,-0.05,0.36
World Government Bond Index - Extended (WGBI Extended),809.22,-0.06,0.33,"1,051.85",-0.16,-1.12,953.04,-0.06,0.33
World Inflation-Linked Securities Index (WorldILSI),199.91,-0.10,-0.18,175.76,-0.09,-1.65,202.53,-0.10,-0.16
US Broad Investment-Grade Bond Index (USBIG),"1,936.58",0.08,0.61,"1,936.58",0.08,0.61,"1,936.58",0.08,0.61
US Treasury Index,"1,662.35",0.07,0.58,"1,662.35",0.07,0.58,"1,662.35",0.07,0.58
US High-Yield Market Index,"1,215.15",0.03,0.76,"1,215.15",0.03,0.76,"1,215.15",0.03,0.76
US High-Yield Cash Pay Index,"1,189.70",0.03,0.76,"1,189.70",0.03,0.76,"1,189.70",0.03,0.76
US High-Yield Market Capped Index,420.59,0.03,0.71,420.59,0.03,0.71,420.59,0.03,0.71
US High-Yield Cash Pay Capped Index,416.34,0.03,0.71,416.34,0.03,0.71,416.34,0.03,0.71
LATAM Government Bond Index (LATAMGBI),233.33,-0.33,-0.84,110.35,-0.51,-2.53,154.19,-0.32,-0.97
Euro Broad Investment-Grade Bond Index (EuroBIG),249.77,-0.08,0.14,253.08,-0.18,-2.54,291.89,-0.07,0.18
EMU Government Bond Index (EGBI),254.43,-0.09,0.15,257.81,-0.19,-2.53,296.89,-0.09,0.19
Eurodollar Bond Index,470.55,0.07,1.24,470.55,0.07,1.24,470.55,0.07,1.24
Eurosterling Bond Index,570.94,-0.20,0.26,507.88,-0.11,-1.84,501.82,-0.20,0.26
Euroyen Bond Index,186.64,-0.02,0.12,168.17,-0.50,-1.09,371.63,-0.02,0.13
CEEMEA Government Bond Index (CEEMEAGBI),184.98,-0.05,0.07,102.23,-0.14,-2.53,135.97,-0.05,-0.08
Middle East and North Africa Broad Bond Index (MENABBI),173.36,-0.01,0.86,173.36,-0.01,0.86,173.36,-0.01,0.86
Asian Government Bond Index (AGBI),192.40,-0.10,0.31,166.77,-0.10,-1.38,167.99,-0.10,0.20
Asian Government Extended Bond Index (AGBI-Extended),182.55,-0.05,0.20,191.70,-0.13,-1.61,144.92,-0.06,0.06
AsiaPac Government Bond Index (APGBI),195.81,-0.15,0.35,165.23,-0.16,-1.51,166.24,-0.15,0.26
Asian Broad Bond Index (ABBI),230.43,-0.08,0.54,230.43,-0.08,0.54,230.43,-0.08,0.54
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),146.55,0.01,0.01,137.06,-0.03,-1.73,128.05,0.01,-0.14
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),146.47,0.01,0.01,136.98,-0.03,-1.73,127.98,0.01,-0.14
Dim Sum (Offshore CNY) Bond Index,147.15,0.01,0.16,149.35,-0.13,-1.55,118.76,0.00,0.03
Australian Broad Investment-Grade Bond Index (AusBIG),327.45,-0.35,0.43,410.00,-0.46,-2.46,209.83,-0.34,0.43
Emerging Markets Government Bond Index (EMGBI),251.50,-0.05,-0.04,140.97,-0.14,-1.90,161.57,-0.05,-0.19
Emerging Markets Inflation-Linked Securities Index (EMILSI),431.00,-0.17,-0.07,164.85,-0.03,0.45,195.82,-0.17,-0.37
Emerging Markets US Dollar Government Bond Index EMUSDGBI),946.98,-0.13,1.00,946.98,-0.13,1.00,946.98,-0.13,1.00
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,016.67",-0.13,0.71,"1,016.67",-0.13,0.71,"1,016.67",-0.13,0.71
Debt Capacity World Government Bond Index (DCWGBI),185.78,-0.09,0.27,180.39,-0.18,-1.57,197.36,-0.09,0.28
Time-Weighted US Fallen Angel Bond Index,824.24,0.06,1.21,824.24,0.06,1.21,824.24,0.06,1.21
