,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),249.15,-0.16,0.45,251.01,-0.14,0.09,279.00,-0.16,0.46
World Government Bond Index (WGBI),804.46,-0.18,0.48,"1,057.93",-0.17,0.04,955.75,-0.17,0.49
World Government Bond Index - Developed Markets (WGBI  DM),800.17,-0.18,0.48,"1,058.06",-0.17,0.04,958.48,-0.18,0.49
World Government Bond Index - Extended (WGBI Extended),810.12,-0.16,0.44,"1,063.69",-0.17,-0.00,954.09,-0.16,0.44
World Inflation-Linked Securities Index (WorldILSI),202.25,-0.00,0.98,179.71,0.01,0.56,204.85,-0.00,0.98
US Broad Investment-Grade Bond Index (USBIG),"1,933.36",-0.21,0.45,"1,933.36",-0.21,0.45,"1,933.36",-0.21,0.45
US Treasury Index,"1,659.78",-0.23,0.42,"1,659.78",-0.23,0.42,"1,659.78",-0.23,0.42
US High-Yield Market Index,"1,215.73",0.04,0.81,"1,215.73",0.04,0.81,"1,215.73",0.04,0.81
US High-Yield Cash Pay Index,"1,190.28",0.04,0.81,"1,190.28",0.04,0.81,"1,190.28",0.04,0.81
US High-Yield Market Capped Index,420.81,0.03,0.76,420.81,0.03,0.76,420.81,0.03,0.76
US High-Yield Cash Pay Capped Index,416.56,0.03,0.76,416.56,0.03,0.76,416.56,0.03,0.76
LATAM Government Bond Index (LATAMGBI),235.88,0.02,0.24,114.46,-0.02,1.10,155.92,-0.01,0.14
Euro Broad Investment-Grade Bond Index (EuroBIG),250.65,-0.13,0.50,258.79,-0.01,-0.34,292.87,-0.12,0.52
EMU Government Bond Index (EGBI),255.52,-0.18,0.58,263.82,-0.06,-0.26,298.11,-0.17,0.60
Eurodollar Bond Index,468.80,-0.21,0.87,468.80,-0.21,0.87,468.80,-0.21,0.87
Eurosterling Bond Index,572.19,-0.14,0.48,516.40,-0.18,-0.19,502.92,-0.14,0.48
Euroyen Bond Index,186.75,0.01,0.17,169.40,-0.19,-0.36,371.82,0.01,0.18
CEEMEA Government Bond Index (CEEMEAGBI),185.91,0.02,0.58,105.21,-0.21,0.30,136.72,0.00,0.47
Middle East and North Africa Broad Bond Index (MENABBI),173.36,-0.08,0.86,173.36,-0.08,0.86,173.36,-0.08,0.86
Asian Government Bond Index (AGBI),192.14,-0.03,0.17,168.80,-0.17,-0.17,167.83,-0.04,0.11
Asian Government Extended Bond Index (AGBI-Extended),182.55,-0.00,0.20,194.34,-0.17,-0.26,145.00,-0.02,0.11
AsiaPac Government Bond Index (APGBI),195.79,-0.02,0.34,167.74,-0.11,-0.01,166.29,-0.03,0.29
Asian Broad Bond Index (ABBI),230.28,-0.06,0.47,230.28,-0.06,0.47,230.28,-0.06,0.47
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),146.37,0.03,-0.12,138.66,0.03,-0.59,127.95,0.01,-0.21
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),146.28,0.03,-0.12,138.58,0.03,-0.59,127.88,0.01,-0.21
Dim Sum (Offshore CNY) Bond Index,147.19,0.03,0.19,151.09,-0.17,-0.41,118.84,0.01,0.10
Australian Broad Investment-Grade Bond Index (AusBIG),329.94,0.02,1.19,424.27,0.27,0.93,211.43,0.03,1.20
Emerging Markets Government Bond Index (EMGBI),251.92,0.01,0.12,143.65,-0.07,-0.03,161.92,-0.01,0.03
Emerging Markets Inflation-Linked Securities Index (EMILSI),434.24,0.01,0.68,168.50,0.45,2.67,197.52,-0.03,0.50
Emerging Markets US Dollar Government Bond Index EMUSDGBI),950.74,-0.03,1.40,950.74,-0.03,1.40,950.74,-0.03,1.40
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,022.06",-0.05,1.24,"1,022.06",-0.05,1.24,"1,022.06",-0.05,1.24
Debt Capacity World Government Bond Index (DCWGBI),186.17,-0.14,0.48,183.27,-0.12,0.00,197.76,-0.14,0.48
Time-Weighted US Fallen Angel Bond Index,824.23,0.03,1.21,824.23,0.03,1.21,824.23,0.03,1.21
