,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),249.47,0.14,0.58,248.96,-0.03,-0.73,279.38,0.14,0.60
World Government Bond Index (WGBI),804.86,0.18,0.53,"1,046.33",-0.05,-1.06,956.30,0.17,0.55
World Government Bond Index - Developed Markets (WGBI  DM),800.65,0.18,0.54,"1,046.52",-0.04,-1.05,959.13,0.17,0.56
World Government Bond Index - Extended (WGBI Extended),810.65,0.16,0.51,"1,052.30",-0.04,-1.07,954.71,0.16,0.51
World Inflation-Linked Securities Index (WorldILSI),200.89,0.06,0.31,176.26,-0.10,-1.36,203.52,0.06,0.33
US Broad Investment-Grade Bond Index (USBIG),"1,940.74",0.12,0.83,"1,940.74",0.12,0.83,"1,940.74",0.12,0.83
US Treasury Index,"1,665.40",0.18,0.76,"1,665.40",0.18,0.76,"1,665.40",0.18,0.76
US High-Yield Market Index,"1,221.91",0.12,1.32,"1,221.91",0.12,1.32,"1,221.91",0.12,1.32
US High-Yield Cash Pay Index,"1,196.31",0.12,1.32,"1,196.31",0.12,1.32,"1,196.31",0.12,1.32
US High-Yield Market Capped Index,422.76,0.11,1.23,422.76,0.11,1.23,422.76,0.11,1.23
US High-Yield Cash Pay Capped Index,418.49,0.11,1.23,418.49,0.11,1.23,418.49,0.11,1.23
LATAM Government Bond Index (LATAMGBI),233.97,0.09,-0.57,113.41,-0.18,0.18,154.47,0.08,-0.79
Euro Broad Investment-Grade Bond Index (EuroBIG),250.38,0.24,0.39,252.85,-0.15,-2.63,292.62,0.24,0.44
EMU Government Bond Index (EGBI),255.22,0.31,0.46,257.74,-0.07,-2.56,297.83,0.31,0.51
Eurodollar Bond Index,471.80,0.11,1.51,471.80,0.11,1.51,471.80,0.11,1.51
Eurosterling Bond Index,573.68,0.10,0.74,506.56,-0.04,-2.10,504.17,0.10,0.73
Euroyen Bond Index,186.71,0.06,0.15,167.84,-0.38,-1.28,371.79,0.06,0.18
CEEMEA Government Bond Index (CEEMEAGBI),185.70,0.21,0.47,102.69,0.01,-2.09,136.40,0.20,0.24
Middle East and North Africa Broad Bond Index (MENABBI),173.66,0.01,1.03,173.66,0.01,1.03,173.66,0.01,1.03
Asian Government Bond Index (AGBI),192.40,0.04,0.31,167.00,0.03,-1.23,167.94,0.04,0.17
Asian Government Extended Bond Index (AGBI-Extended),182.41,0.02,0.12,191.80,-0.02,-1.56,144.74,0.01,-0.07
AsiaPac Government Bond Index (APGBI),195.94,0.05,0.42,165.52,0.02,-1.34,166.30,0.04,0.30
Asian Broad Bond Index (ABBI),230.35,-0.00,0.50,230.35,-0.00,0.50,230.35,-0.00,0.50
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),146.81,0.06,0.18,137.55,-0.00,-1.38,128.20,0.05,-0.02
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),146.73,0.06,0.18,137.47,0.00,-1.38,128.13,0.05,-0.02
Dim Sum (Offshore CNY) Bond Index,147.15,0.01,0.16,149.87,0.08,-1.21,118.69,0.00,-0.03
Australian Broad Investment-Grade Bond Index (AusBIG),328.55,0.03,0.77,410.82,-0.06,-2.27,210.51,0.03,0.76
Emerging Markets Government Bond Index (EMGBI),252.04,0.08,0.17,141.74,-0.04,-1.36,161.82,0.07,-0.04
Emerging Markets Inflation-Linked Securities Index (EMILSI),430.54,-0.05,-0.18,166.47,-0.71,1.43,195.43,-0.06,-0.57
Emerging Markets US Dollar Government Bond Index EMUSDGBI),945.57,0.01,0.85,945.57,0.01,0.85,945.57,0.01,0.85
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,016.75",0.03,0.72,"1,016.75",0.03,0.72,"1,016.75",0.03,0.72
Debt Capacity World Government Bond Index (DCWGBI),186.20,0.19,0.50,180.62,-0.07,-1.44,197.80,0.18,0.50
Time-Weighted US Fallen Angel Bond Index,831.90,0.17,2.15,831.90,0.17,2.15,831.90,0.17,2.15
