,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),249.00,-0.16,0.39,249.04,0.04,-0.69,278.84,-0.16,0.40
World Government Bond Index (WGBI),803.73,-0.14,0.39,"1,047.85",0.10,-0.91,954.91,-0.13,0.40
World Government Bond Index - Developed Markets (WGBI  DM),799.47,-0.14,0.39,"1,048.28",0.10,-0.88,957.68,-0.13,0.41
World Government Bond Index - Extended (WGBI Extended),809.69,-0.11,0.39,"1,053.51",0.07,-0.96,953.58,-0.10,0.39
World Inflation-Linked Securities Index (WorldILSI),200.12,-0.24,-0.08,175.92,0.13,-1.56,202.72,-0.23,-0.07
US Broad Investment-Grade Bond Index (USBIG),"1,934.94",-0.25,0.53,"1,934.94",-0.25,0.53,"1,934.94",-0.25,0.53
US Treasury Index,"1,661.11",-0.28,0.50,"1,661.11",-0.28,0.50,"1,661.11",-0.28,0.50
US High-Yield Market Index,"1,214.80",0.12,0.73,"1,214.80",0.12,0.73,"1,214.80",0.12,0.73
US High-Yield Cash Pay Index,"1,189.34",0.12,0.73,"1,189.34",0.12,0.73,"1,189.34",0.12,0.73
US High-Yield Market Capped Index,420.48,0.11,0.68,420.48,0.11,0.68,420.48,0.11,0.68
US High-Yield Cash Pay Capped Index,416.23,0.11,0.68,416.23,0.11,0.68,416.23,0.11,0.68
LATAM Government Bond Index (LATAMGBI),234.11,-0.22,-0.51,110.91,-0.09,-2.03,154.68,-0.24,-0.65
Euro Broad Investment-Grade Bond Index (EuroBIG),249.96,-0.14,0.22,253.53,0.32,-2.37,292.10,-0.13,0.26
EMU Government Bond Index (EGBI),254.66,-0.13,0.24,258.30,0.33,-2.35,297.15,-0.12,0.27
Eurodollar Bond Index,470.21,-0.34,1.17,470.21,-0.34,1.17,470.21,-0.34,1.17
Eurosterling Bond Index,572.11,-0.07,0.47,508.44,0.64,-1.73,502.83,-0.07,0.46
Euroyen Bond Index,186.68,0.04,0.14,169.02,0.08,-0.59,371.71,0.04,0.15
CEEMEA Government Bond Index (CEEMEAGBI),185.06,-0.13,0.12,102.38,0.23,-2.39,136.04,-0.14,-0.03
Middle East and North Africa Broad Bond Index (MENABBI),173.39,-0.06,0.87,173.39,-0.06,0.87,173.39,-0.06,0.87
Asian Government Bond Index (AGBI),192.59,0.14,0.41,166.93,-0.23,-1.28,168.16,0.12,0.31
Asian Government Extended Bond Index (AGBI-Extended),182.64,0.12,0.25,191.95,-0.25,-1.48,145.00,0.10,0.11
AsiaPac Government Bond Index (APGBI),196.10,0.18,0.50,165.50,-0.07,-1.35,166.49,0.16,0.41
Asian Broad Bond Index (ABBI),230.62,0.07,0.62,230.62,0.07,0.62,230.62,0.07,0.62
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),146.54,0.10,-0.00,137.10,-0.35,-1.70,128.04,0.08,-0.14
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),146.45,0.10,-0.00,137.02,-0.35,-1.70,127.97,0.08,-0.14
Dim Sum (Offshore CNY) Bond Index,147.14,0.02,0.16,149.54,-0.23,-1.42,118.75,0.00,0.03
Australian Broad Investment-Grade Bond Index (AusBIG),328.60,0.29,0.78,411.87,0.85,-2.02,210.54,0.28,0.77
Emerging Markets Government Bond Index (EMGBI),251.62,0.02,0.00,141.16,-0.23,-1.76,161.65,0.00,-0.14
Emerging Markets Inflation-Linked Securities Index (EMILSI),431.71,-0.36,0.09,164.89,-0.35,0.47,196.16,-0.41,-0.20
Emerging Markets US Dollar Government Bond Index EMUSDGBI),948.20,-0.21,1.13,948.20,-0.21,1.13,948.20,-0.21,1.13
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,017.95",-0.20,0.83,"1,017.95",-0.20,0.83,"1,017.95",-0.20,0.83
Debt Capacity World Government Bond Index (DCWGBI),185.95,-0.11,0.36,180.71,0.25,-1.39,197.54,-0.10,0.37
Time-Weighted US Fallen Angel Bond Index,823.72,0.13,1.15,823.72,0.13,1.15,823.72,0.13,1.15
