,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),249.07,0.05,0.42,249.13,-0.03,-0.66,278.92,0.05,0.44
World Government Bond Index (WGBI),803.83,0.08,0.40,"1,047.82",-0.02,-0.92,955.06,0.08,0.42
World Government Bond Index - Developed Markets (WGBI  DM),799.65,0.09,0.42,"1,048.14",-0.02,-0.90,957.91,0.09,0.43
World Government Bond Index - Extended (WGBI Extended),809.74,0.07,0.39,"1,053.38",-0.01,-0.97,953.64,0.07,0.40
World Inflation-Linked Securities Index (WorldILSI),200.73,0.13,0.23,176.66,-0.05,-1.14,203.34,0.12,0.24
US Broad Investment-Grade Bond Index (USBIG),"1,935.85",0.03,0.58,"1,935.85",0.03,0.58,"1,935.85",0.03,0.58
US Treasury Index,"1,661.82",0.05,0.55,"1,661.82",0.05,0.55,"1,661.82",0.05,0.55
US High-Yield Market Index,"1,217.44",0.11,0.95,"1,217.44",0.11,0.95,"1,217.44",0.11,0.95
US High-Yield Cash Pay Index,"1,191.95",0.11,0.95,"1,191.95",0.11,0.95,"1,191.95",0.11,0.95
US High-Yield Market Capped Index,421.35,0.11,0.89,421.35,0.11,0.89,421.35,0.11,0.89
US High-Yield Cash Pay Capped Index,417.10,0.11,0.89,417.10,0.11,0.89,417.10,0.11,0.89
LATAM Government Bond Index (LATAMGBI),232.89,-0.09,-1.03,112.31,0.66,-0.79,153.84,-0.10,-1.19
Euro Broad Investment-Grade Bond Index (EuroBIG),250.04,0.05,0.25,253.95,-0.13,-2.21,292.21,0.05,0.29
EMU Government Bond Index (EGBI),254.76,0.08,0.28,258.74,-0.10,-2.18,297.28,0.08,0.32
Eurodollar Bond Index,470.06,0.02,1.14,470.06,0.02,1.14,470.06,0.02,1.14
Eurosterling Bond Index,572.78,0.27,0.58,508.71,-0.26,-1.68,503.41,0.26,0.58
Euroyen Bond Index,186.64,0.01,0.12,167.99,-0.04,-1.20,371.64,0.01,0.14
CEEMEA Government Bond Index (CEEMEAGBI),185.54,0.09,0.38,103.09,-0.06,-1.71,136.35,0.08,0.20
Middle East and North Africa Broad Bond Index (MENABBI),173.38,0.00,0.87,173.38,0.00,0.87,173.38,0.00,0.87
Asian Government Bond Index (AGBI),192.45,0.00,0.34,166.67,0.12,-1.43,168.02,-0.00,0.23
Asian Government Extended Bond Index (AGBI-Extended),182.54,-0.02,0.20,191.68,0.10,-1.62,144.90,-0.03,0.04
AsiaPac Government Bond Index (APGBI),195.91,0.00,0.41,165.37,0.08,-1.43,166.32,-0.00,0.31
Asian Broad Bond Index (ABBI),230.19,-0.05,0.43,230.19,-0.05,0.43,230.19,-0.05,0.43
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),146.65,0.03,0.08,137.15,0.14,-1.67,128.12,0.03,-0.08
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),146.57,0.03,0.07,137.07,0.14,-1.67,128.04,0.03,-0.08
Dim Sum (Offshore CNY) Bond Index,147.19,0.03,0.19,149.60,0.04,-1.39,118.78,0.02,0.04
Australian Broad Investment-Grade Bond Index (AusBIG),327.90,-0.01,0.57,413.67,-0.19,-1.59,210.11,-0.01,0.57
Emerging Markets Government Bond Index (EMGBI),251.78,0.04,0.07,141.52,0.15,-1.52,161.72,0.03,-0.10
Emerging Markets Inflation-Linked Securities Index (EMILSI),429.76,-0.11,-0.36,167.24,0.49,1.91,195.18,-0.12,-0.70
Emerging Markets US Dollar Government Bond Index EMUSDGBI),946.20,-0.03,0.92,946.20,-0.03,0.92,946.20,-0.03,0.92
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,016.35",0.03,0.68,"1,016.35",0.03,0.68,"1,016.35",0.03,0.68
Debt Capacity World Government Bond Index (DCWGBI),185.93,0.07,0.35,180.98,-0.02,-1.25,197.51,0.06,0.36
Time-Weighted US Fallen Angel Bond Index,826.45,0.20,1.48,826.45,0.20,1.48,826.45,0.20,1.48
