,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),239.59,0.10,-2.09,234.69,0.18,-1.62,268.75,0.10,-2.09
World Government Bond Index (WGBI),775.92,0.12,-2.05,985.13,0.23,-1.53,923.48,0.12,-2.05
World Government Bond Index - Developed Markets (WGBI  DM),771.52,0.12,-2.09,984.83,0.23,-1.59,926.13,0.12,-2.09
World Government Bond Index - Extended (WGBI Extended),784.69,0.11,-1.92,996.35,0.23,-1.40,924.56,0.11,-1.93
World Inflation-Linked Securities Index (WorldILSI),202.65,0.29,-2.19,174.81,0.49,-1.48,205.26,0.29,-2.22
US Broad Investment-Grade Bond Index (USBIG),"1,860.37",0.01,-2.05,"1,860.37",0.01,-2.05,"1,860.37",0.01,-2.05
US Treasury Index,"1,606.82",0.05,-1.94,"1,606.82",0.05,-1.94,"1,606.82",0.05,-1.94
US High-Yield Market Index,"1,190.35",0.04,-1.56,"1,190.35",0.04,-1.56,"1,190.35",0.04,-1.56
US High-Yield Cash Pay Index,"1,166.06",0.04,-1.56,"1,166.06",0.04,-1.56,"1,166.06",0.04,-1.56
US High-Yield Market Capped Index,411.94,0.04,-1.52,411.94,0.04,-1.52,411.94,0.04,-1.52
US High-Yield Cash Pay Capped Index,408.00,0.04,-1.53,408.00,0.04,-1.53,408.00,0.04,-1.53
LATAM Government Bond Index (LATAMGBI),227.64,0.23,-0.25,106.70,0.45,0.97,146.08,0.22,-0.51
Euro Broad Investment-Grade Bond Index (EuroBIG),239.85,0.32,-2.56,232.12,0.39,-1.21,281.70,0.32,-2.56
EMU Government Bond Index (EGBI),244.33,0.35,-2.74,236.45,0.42,-1.40,286.47,0.36,-2.75
Eurodollar Bond Index,447.96,0.03,-2.34,447.96,0.03,-2.34,447.96,0.03,-2.34
Eurosterling Bond Index,541.69,0.49,-2.16,470.16,0.91,-0.98,476.48,0.48,-2.20
Euroyen Bond Index,186.04,-0.11,-0.28,160.80,0.15,-0.46,371.31,-0.11,-0.27
CEEMEA Government Bond Index (CEEMEAGBI),178.78,0.25,0.76,94.74,0.55,2.66,128.66,0.25,0.58
Middle East and North Africa Broad Bond Index (MENABBI),167.99,0.10,-1.59,167.99,0.10,-1.59,167.99,0.10,-1.59
Asian Government Bond Index (AGBI),194.91,0.05,-0.37,168.49,0.24,0.23,167.93,0.05,-0.46
Asian Government Extended Bond Index (AGBI-Extended),185.18,0.05,-0.01,193.64,0.27,0.28,144.79,0.04,-0.12
AsiaPac Government Bond Index (APGBI),197.04,0.02,-0.60,164.81,0.23,0.13,165.31,0.01,-0.68
Asian Broad Bond Index (ABBI),216.88,-0.00,-1.67,216.88,-0.00,-1.67,216.88,-0.00,-1.67
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),152.66,0.04,-0.16,145.88,0.24,0.32,130.96,0.03,-0.27
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),152.59,0.04,-0.16,145.82,0.24,0.31,130.90,0.03,-0.27
Dim Sum (Offshore CNY) Bond Index,149.90,0.01,0.08,155.73,0.08,0.78,118.77,0.00,-0.04
Australian Broad Investment-Grade Bond Index (AusBIG),313.82,-0.14,-2.16,374.74,0.28,-0.43,200.81,-0.15,-2.19
Emerging Markets Government Bond Index (EMGBI),254.96,0.12,-0.04,142.62,0.32,0.90,160.56,0.11,-0.18
Emerging Markets Inflation-Linked Securities Index (EMILSI),450.85,0.14,1.37,162.46,0.36,3.17,195.79,0.12,1.01
Emerging Markets US Dollar Government Bond Index EMUSDGBI),891.99,0.31,-1.57,891.99,0.31,-1.57,891.99,0.31,-1.57
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),957.27,0.37,-1.35,957.27,0.37,-1.35,957.27,0.37,-1.35
Debt Capacity World Government Bond Index (DCWGBI),179.75,0.15,-1.87,169.81,0.29,-1.15,191.04,0.15,-1.89
Time-Weighted US Fallen Angel Bond Index,806.20,0.09,-1.99,806.20,0.09,-1.99,806.20,0.09,-1.99
