,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),239.81,0.02,-2.00,232.96,-0.73,-2.35,269.06,0.04,-1.98
World Government Bond Index (WGBI),779.90,0.18,-1.54,980.81,-0.71,-1.96,928.47,0.20,-1.52
World Government Bond Index - Developed Markets (WGBI  DM),775.61,0.18,-1.57,980.84,-0.68,-1.99,931.31,0.20,-1.54
World Government Bond Index - Extended (WGBI Extended),788.47,0.18,-1.45,992.44,-0.65,-1.79,929.20,0.20,-1.44
World Inflation-Linked Securities Index (WorldILSI),206.53,0.68,-0.32,175.78,-0.54,-0.94,209.25,0.70,-0.32
US Broad Investment-Grade Bond Index (USBIG),"1,858.08",-0.10,-2.17,"1,858.08",-0.10,-2.17,"1,858.08",-0.10,-2.17
US Treasury Index,"1,613.28",-0.00,-1.55,"1,613.28",-0.00,-1.55,"1,613.28",-0.00,-1.55
US High-Yield Market Index,"1,184.09",-0.56,-2.08,"1,184.09",-0.56,-2.08,"1,184.09",-0.56,-2.08
US High-Yield Cash Pay Index,"1,159.98",-0.56,-2.07,"1,159.98",-0.56,-2.07,"1,159.98",-0.56,-2.07
US High-Yield Market Capped Index,409.73,-0.57,-2.05,409.73,-0.57,-2.05,409.73,-0.57,-2.05
US High-Yield Cash Pay Capped Index,405.83,-0.57,-2.05,405.83,-0.57,-2.05,405.83,-0.57,-2.05
LATAM Government Bond Index (LATAMGBI),227.44,-0.21,-0.34,105.99,-1.91,0.30,145.77,-0.21,-0.72
Euro Broad Investment-Grade Bond Index (EuroBIG),240.54,0.24,-2.27,227.66,-1.62,-3.11,282.72,0.29,-2.21
EMU Government Bond Index (EGBI),246.12,0.53,-2.03,232.94,-1.34,-2.86,288.78,0.58,-1.96
Eurodollar Bond Index,444.40,-0.37,-3.11,444.40,-0.37,-3.11,444.40,-0.37,-3.11
Eurosterling Bond Index,539.69,-0.42,-2.52,457.99,-2.49,-3.54,474.96,-0.37,-2.51
Euroyen Bond Index,186.41,0.05,-0.09,160.88,-0.44,-0.41,372.07,0.05,-0.07
CEEMEA Government Bond Index (CEEMEAGBI),170.22,-3.59,-4.06,85.35,-6.96,-7.51,122.96,-3.19,-3.88
Middle East and North Africa Broad Bond Index (MENABBI),166.59,-0.75,-2.40,166.59,-0.75,-2.40,166.59,-0.75,-2.40
Asian Government Bond Index (AGBI),195.08,0.18,-0.29,168.44,-0.13,0.20,168.01,0.18,-0.42
Asian Government Extended Bond Index (AGBI-Extended),185.26,0.13,0.03,193.18,-0.46,0.04,144.77,0.12,-0.12
AsiaPac Government Bond Index (APGBI),197.33,0.26,-0.45,164.72,-0.25,0.07,165.50,0.26,-0.57
Asian Broad Bond Index (ABBI),216.19,-0.33,-1.99,216.19,-0.33,-1.99,216.19,-0.33,-1.99
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),152.43,0.01,-0.31,145.95,-0.05,0.37,130.69,0.00,-0.47
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),152.36,0.01,-0.31,145.88,-0.05,0.36,130.63,0.00,-0.48
Dim Sum (Offshore CNY) Bond Index,149.87,0.04,0.06,155.83,-0.20,0.85,118.68,0.03,-0.12
Australian Broad Investment-Grade Bond Index (AusBIG),315.34,0.67,-1.68,372.88,-1.31,-0.93,201.84,0.73,-1.69
Emerging Markets Government Bond Index (EMGBI),252.37,-0.71,-1.06,139.83,-1.58,-1.08,158.96,-0.63,-1.18
Emerging Markets Inflation-Linked Securities Index (EMILSI),451.12,-0.13,1.43,161.46,-2.23,2.53,195.50,-0.16,0.86
Emerging Markets US Dollar Government Bond Index EMUSDGBI),847.48,-3.55,-6.48,847.48,-3.55,-6.48,847.48,-3.55,-6.48
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),902.73,-4.01,-6.97,902.73,-4.01,-6.97,902.73,-4.01,-6.97
Debt Capacity World Government Bond Index (DCWGBI),180.50,0.20,-1.46,168.14,-1.06,-2.13,191.88,0.22,-1.45
Time-Weighted US Fallen Angel Bond Index,800.93,-0.49,-2.63,800.93,-0.49,-2.63,800.93,-0.49,-2.63
