,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),240.57,0.19,-1.69,235.54,0.08,-1.26,269.86,0.19,-1.69
World Government Bond Index (WGBI),779.98,0.27,-1.53,989.94,0.15,-1.05,928.36,0.28,-1.53
World Government Bond Index - Developed Markets (WGBI  DM),775.63,0.28,-1.57,989.75,0.15,-1.10,931.12,0.28,-1.56
World Government Bond Index - Extended (WGBI Extended),788.42,0.24,-1.45,"1,000.88",0.14,-0.95,929.00,0.25,-1.46
World Inflation-Linked Securities Index (WorldILSI),205.40,0.66,-0.87,177.13,0.51,-0.18,208.08,0.67,-0.88
US Broad Investment-Grade Bond Index (USBIG),"1,868.34",0.16,-1.63,"1,868.34",0.16,-1.63,"1,868.34",0.16,-1.63
US Treasury Index,"1,617.90",0.30,-1.27,"1,617.90",0.30,-1.27,"1,617.90",0.30,-1.27
US High-Yield Market Index,"1,189.99",-0.07,-1.59,"1,189.99",-0.07,-1.59,"1,189.99",-0.07,-1.59
US High-Yield Cash Pay Index,"1,165.73",-0.07,-1.59,"1,165.73",-0.07,-1.59,"1,165.73",-0.07,-1.59
US High-Yield Market Capped Index,411.81,-0.07,-1.55,411.81,-0.07,-1.55,411.81,-0.07,-1.55
US High-Yield Cash Pay Capped Index,407.88,-0.07,-1.56,407.88,-0.07,-1.56,407.88,-0.07,-1.56
LATAM Government Bond Index (LATAMGBI),228.13,0.14,-0.03,107.62,0.55,1.84,146.35,0.13,-0.33
Euro Broad Investment-Grade Bond Index (EuroBIG),240.80,0.12,-2.17,232.57,-0.12,-1.02,282.87,0.12,-2.16
EMU Government Bond Index (EGBI),245.53,0.14,-2.26,237.14,-0.10,-1.11,287.93,0.15,-2.25
Eurodollar Bond Index,449.03,0.10,-2.10,449.03,0.10,-2.10,449.03,0.10,-2.10
Eurosterling Bond Index,545.91,0.44,-1.40,473.98,0.17,-0.17,480.23,0.45,-1.43
Euroyen Bond Index,186.03,0.04,-0.29,161.19,-0.11,-0.22,371.30,0.04,-0.27
CEEMEA Government Bond Index (CEEMEAGBI),179.00,0.06,0.89,94.14,-0.44,2.01,128.79,0.05,0.68
Middle East and North Africa Broad Bond Index (MENABBI),168.24,0.06,-1.44,168.24,0.06,-1.44,168.24,0.06,-1.44
Asian Government Bond Index (AGBI),194.83,-0.08,-0.41,168.58,0.03,0.28,167.85,-0.09,-0.51
Asian Government Extended Bond Index (AGBI-Extended),185.12,-0.04,-0.04,193.96,0.18,0.45,144.72,-0.04,-0.16
AsiaPac Government Bond Index (APGBI),196.97,-0.09,-0.63,164.91,-0.02,0.19,165.23,-0.09,-0.73
Asian Broad Bond Index (ABBI),217.38,0.02,-1.45,217.38,0.02,-1.45,217.38,0.02,-1.45
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),152.58,-0.10,-0.21,146.01,0.07,0.40,130.87,-0.11,-0.33
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),152.51,-0.10,-0.22,145.94,0.07,0.40,130.81,-0.11,-0.34
Dim Sum (Offshore CNY) Bond Index,149.94,0.01,0.11,156.04,0.18,0.98,118.79,0.00,-0.02
Australian Broad Investment-Grade Bond Index (AusBIG),314.08,-0.09,-2.08,375.44,-0.39,-0.25,200.97,-0.08,-2.11
Emerging Markets Government Bond Index (EMGBI),255.03,-0.02,-0.02,142.64,0.00,0.92,160.58,-0.03,-0.17
Emerging Markets Inflation-Linked Securities Index (EMILSI),451.12,-0.04,1.43,163.30,0.28,3.71,195.81,-0.07,1.02
Emerging Markets US Dollar Government Bond Index EMUSDGBI),890.66,-0.02,-1.72,890.66,-0.02,-1.72,890.66,-0.02,-1.72
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),954.69,-0.07,-1.62,954.69,-0.07,-1.62,954.69,-0.07,-1.62
Debt Capacity World Government Bond Index (DCWGBI),180.59,0.22,-1.41,170.39,0.06,-0.81,191.94,0.23,-1.42
Time-Weighted US Fallen Angel Bond Index,805.51,-0.12,-2.07,805.51,-0.12,-2.07,805.51,-0.12,-2.07
