,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),240.07,-0.63,-1.89,235.77,-0.53,-1.17,269.26,-0.63,-1.91
World Government Bond Index (WGBI),777.31,-0.60,-1.87,989.38,-0.52,-1.10,925.04,-0.61,-1.89
World Government Bond Index - Developed Markets (WGBI  DM),772.93,-0.61,-1.91,989.18,-0.54,-1.15,927.71,-0.62,-1.92
World Government Bond Index - Extended (WGBI Extended),786.11,-0.55,-1.74,"1,000.27",-0.48,-1.01,926.17,-0.56,-1.76
World Inflation-Linked Securities Index (WorldILSI),202.69,-0.67,-2.17,175.31,-0.43,-1.20,205.29,-0.68,-2.20
US Broad Investment-Grade Bond Index (USBIG),"1,864.63",-0.78,-1.82,"1,864.63",-0.78,-1.82,"1,864.63",-0.78,-1.82
US Treasury Index,"1,609.63",-0.76,-1.77,"1,609.63",-0.76,-1.77,"1,609.63",-0.76,-1.77
US High-Yield Market Index,"1,201.71",-0.47,-0.62,"1,201.71",-0.47,-0.62,"1,201.71",-0.47,-0.62
US High-Yield Cash Pay Index,"1,177.29",-0.47,-0.61,"1,177.29",-0.47,-0.61,"1,177.29",-0.47,-0.61
US High-Yield Market Capped Index,415.85,-0.46,-0.59,415.85,-0.46,-0.59,415.85,-0.46,-0.59
US High-Yield Cash Pay Capped Index,411.92,-0.46,-0.58,411.92,-0.46,-0.58,411.92,-0.46,-0.58
LATAM Government Bond Index (LATAMGBI),227.89,-0.26,-0.14,106.77,0.58,1.03,146.38,-0.28,-0.30
Euro Broad Investment-Grade Bond Index (EuroBIG),240.15,-0.49,-2.43,234.51,-0.15,-0.19,281.96,-0.51,-2.47
EMU Government Bond Index (EGBI),244.61,-0.55,-2.63,238.87,-0.21,-0.39,286.70,-0.57,-2.67
Eurodollar Bond Index,449.70,-0.83,-1.96,449.70,-0.83,-1.96,449.70,-0.83,-1.96
Eurosterling Bond Index,542.29,-0.61,-2.06,471.98,-0.09,-0.60,477.00,-0.62,-2.09
Euroyen Bond Index,186.29,0.02,-0.15,160.29,-0.41,-0.78,371.80,0.02,-0.14
CEEMEA Government Bond Index (CEEMEAGBI),178.95,0.01,0.86,95.34,0.47,3.31,128.89,0.00,0.76
Middle East and North Africa Broad Bond Index (MENABBI),168.31,-0.36,-1.40,168.31,-0.36,-1.40,168.31,-0.36,-1.40
Asian Government Bond Index (AGBI),195.28,0.01,-0.18,168.36,0.05,0.15,168.31,0.00,-0.24
Asian Government Extended Bond Index (AGBI-Extended),184.96,0.06,-0.13,193.12,0.05,0.01,144.68,0.05,-0.19
AsiaPac Government Bond Index (APGBI),197.57,0.00,-0.33,165.02,0.12,0.26,165.80,-0.01,-0.38
Asian Broad Bond Index (ABBI),218.08,-0.31,-1.13,218.08,-0.31,-1.13,218.08,-0.31,-1.13
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),153.06,0.04,0.10,145.71,0.07,0.20,131.36,0.04,0.03
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),152.99,0.04,0.10,145.64,0.07,0.20,131.30,0.04,0.03
Dim Sum (Offshore CNY) Bond Index,149.92,0.02,0.09,155.23,0.20,0.46,118.84,0.01,0.02
Australian Broad Investment-Grade Bond Index (AusBIG),316.56,-0.10,-1.30,381.52,0.68,1.37,202.56,-0.11,-1.34
Emerging Markets Government Bond Index (EMGBI),255.43,-0.00,0.14,142.62,0.23,0.90,160.94,-0.01,0.06
Emerging Markets Inflation-Linked Securities Index (EMILSI),449.52,-0.41,1.07,161.72,0.71,2.70,195.47,-0.43,0.85
Emerging Markets US Dollar Government Bond Index EMUSDGBI),898.13,0.03,-0.89,898.13,0.03,-0.89,898.13,0.03,-0.89
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),963.93,0.09,-0.67,963.93,0.09,-0.67,963.93,0.09,-0.67
Debt Capacity World Government Bond Index (DCWGBI),180.04,-0.49,-1.71,170.71,-0.38,-0.63,191.33,-0.50,-1.74
Time-Weighted US Fallen Angel Bond Index,813.94,-0.50,-1.05,813.94,-0.50,-1.05,813.94,-0.50,-1.05
