,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),239.76,-0.13,-2.02,234.67,-0.17,-1.63,268.96,-0.13,-2.01
World Government Bond Index (WGBI),778.53,-0.04,-1.72,987.80,-0.07,-1.26,926.66,-0.04,-1.71
World Government Bond Index - Developed Markets (WGBI  DM),774.18,-0.04,-1.75,987.61,-0.08,-1.31,929.41,-0.04,-1.74
World Government Bond Index - Extended (WGBI Extended),787.03,-0.03,-1.63,998.96,-0.05,-1.14,927.35,-0.03,-1.63
World Inflation-Linked Securities Index (WorldILSI),205.13,0.08,-1.00,176.74,-0.02,-0.39,207.80,0.08,-1.01
US Broad Investment-Grade Bond Index (USBIG),"1,860.01",-0.31,-2.07,"1,860.01",-0.31,-2.07,"1,860.01",-0.31,-2.07
US Treasury Index,"1,613.32",-0.16,-1.55,"1,613.32",-0.16,-1.55,"1,613.32",-0.16,-1.55
US High-Yield Market Index,"1,190.79",0.01,-1.52,"1,190.79",0.01,-1.52,"1,190.79",0.01,-1.52
US High-Yield Cash Pay Index,"1,166.53",0.01,-1.52,"1,166.53",0.01,-1.52,"1,166.53",0.01,-1.52
US High-Yield Market Capped Index,412.08,0.01,-1.49,412.08,0.01,-1.49,412.08,0.01,-1.49
US High-Yield Cash Pay Capped Index,408.15,0.01,-1.49,408.15,0.01,-1.49,408.15,0.01,-1.49
LATAM Government Bond Index (LATAMGBI),227.91,-0.03,-0.13,108.06,0.28,2.25,146.08,-0.05,-0.51
Euro Broad Investment-Grade Bond Index (EuroBIG),239.97,0.10,-2.51,231.42,0.01,-1.51,281.91,0.11,-2.49
EMU Government Bond Index (EGBI),244.82,0.13,-2.54,236.09,0.04,-1.55,287.12,0.14,-2.52
Eurodollar Bond Index,446.05,-0.56,-2.75,446.05,-0.56,-2.75,446.05,-0.56,-2.75
Eurosterling Bond Index,541.96,0.16,-2.11,469.70,-0.11,-1.07,476.71,0.17,-2.15
Euroyen Bond Index,186.31,0.00,-0.14,161.59,0.03,0.03,371.88,0.00,-0.12
CEEMEA Government Bond Index (CEEMEAGBI),176.57,-0.26,-0.48,91.74,-0.94,-0.59,127.02,-0.25,-0.71
Middle East and North Africa Broad Bond Index (MENABBI),167.85,-0.28,-1.67,167.85,-0.28,-1.67,167.85,-0.28,-1.67
Asian Government Bond Index (AGBI),194.72,0.05,-0.47,168.66,0.25,0.33,167.70,0.04,-0.60
Asian Government Extended Bond Index (AGBI-Extended),185.02,-0.01,-0.10,194.06,0.23,0.50,144.60,-0.02,-0.25
AsiaPac Government Bond Index (APGBI),196.83,-0.02,-0.70,165.12,0.18,0.32,165.07,-0.03,-0.82
Asian Broad Bond Index (ABBI),216.90,-0.26,-1.67,216.90,-0.26,-1.67,216.90,-0.26,-1.67
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),152.41,0.09,-0.32,146.03,0.37,0.42,130.68,0.08,-0.48
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),152.34,0.09,-0.32,145.96,0.37,0.42,130.62,0.08,-0.48
Dim Sum (Offshore CNY) Bond Index,149.81,-0.01,0.02,156.14,0.11,1.05,118.64,-0.01,-0.15
Australian Broad Investment-Grade Bond Index (AusBIG),313.25,-0.49,-2.34,377.81,-0.28,0.38,200.38,-0.51,-2.40
Emerging Markets Government Bond Index (EMGBI),254.17,0.01,-0.36,142.07,0.14,0.51,159.97,0.01,-0.55
Emerging Markets Inflation-Linked Securities Index (EMILSI),451.71,0.21,1.57,165.14,0.50,4.87,195.82,0.19,1.03
Emerging Markets US Dollar Government Bond Index EMUSDGBI),878.64,-0.79,-3.04,878.64,-0.79,-3.04,878.64,-0.79,-3.04
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),940.42,-0.81,-3.09,940.42,-0.81,-3.09,940.42,-0.81,-3.09
Debt Capacity World Government Bond Index (DCWGBI),180.15,-0.04,-1.65,169.94,-0.10,-1.08,191.46,-0.04,-1.67
Time-Weighted US Fallen Angel Bond Index,804.86,-0.13,-2.15,804.86,-0.13,-2.15,804.86,-0.13,-2.15
