,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),241.58,0.18,-1.27,237.03,0.23,-0.64,270.98,0.18,-1.28
World Government Bond Index (WGBI),782.01,0.23,-1.28,994.56,0.30,-0.59,930.70,0.23,-1.29
World Government Bond Index - Developed Markets (WGBI  DM),777.70,0.24,-1.31,994.51,0.30,-0.62,933.50,0.24,-1.31
World Government Bond Index - Extended (WGBI Extended),790.49,0.21,-1.19,"1,005.08",0.29,-0.54,931.39,0.21,-1.21
World Inflation-Linked Securities Index (WorldILSI),204.06,0.75,-1.52,176.07,0.80,-0.78,206.70,0.75,-1.53
US Broad Investment-Grade Bond Index (USBIG),"1,879.20",0.06,-1.06,"1,879.20",0.06,-1.06,"1,879.20",0.06,-1.06
US Treasury Index,"1,622.01",0.10,-1.02,"1,622.01",0.10,-1.02,"1,622.01",0.10,-1.02
US High-Yield Market Index,"1,207.39",0.25,-0.15,"1,207.39",0.25,-0.15,"1,207.39",0.25,-0.15
US High-Yield Cash Pay Index,"1,182.85",0.25,-0.14,"1,182.85",0.25,-0.14,"1,182.85",0.25,-0.14
US High-Yield Market Capped Index,417.76,0.25,-0.13,417.76,0.25,-0.13,417.76,0.25,-0.13
US High-Yield Cash Pay Capped Index,413.81,0.25,-0.12,413.81,0.25,-0.12,413.81,0.25,-0.12
LATAM Government Bond Index (LATAMGBI),228.49,-0.26,0.12,106.15,0.36,0.45,146.80,-0.28,-0.02
Euro Broad Investment-Grade Bond Index (EuroBIG),241.33,0.33,-1.95,234.87,0.41,-0.04,283.40,0.34,-1.97
EMU Government Bond Index (EGBI),245.97,0.37,-2.08,239.39,0.44,-0.18,288.35,0.37,-2.11
Eurodollar Bond Index,453.47,0.12,-1.14,453.47,0.12,-1.14,453.47,0.12,-1.14
Eurosterling Bond Index,545.59,0.61,-1.46,472.41,0.56,-0.50,480.00,0.62,-1.48
Euroyen Bond Index,186.26,0.05,-0.16,160.94,0.16,-0.37,371.74,0.05,-0.16
CEEMEA Government Bond Index (CEEMEAGBI),178.93,0.16,0.85,94.89,0.64,2.83,128.89,0.15,0.76
Middle East and North Africa Broad Bond Index (MENABBI),168.92,-0.23,-1.04,168.92,-0.23,-1.04,168.92,-0.23,-1.04
Asian Government Bond Index (AGBI),195.27,0.00,-0.19,168.27,0.15,0.10,168.31,-0.00,-0.24
Asian Government Extended Bond Index (AGBI-Extended),184.85,0.13,-0.19,193.03,0.22,-0.04,144.60,0.12,-0.25
AsiaPac Government Bond Index (APGBI),197.57,0.01,-0.33,164.82,0.23,0.13,165.81,0.01,-0.38
Asian Broad Bond Index (ABBI),218.76,0.11,-0.82,218.76,0.11,-0.82,218.76,0.11,-0.82
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),152.99,-0.05,0.06,145.60,0.06,0.13,131.31,-0.05,-0.00
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),152.92,-0.05,0.06,145.54,0.06,0.12,131.25,-0.06,-0.00
Dim Sum (Offshore CNY) Bond Index,149.89,0.01,0.07,154.92,0.08,0.26,118.82,-0.00,0.01
Australian Broad Investment-Grade Bond Index (AusBIG),316.87,0.15,-1.21,378.96,0.89,0.68,202.78,0.14,-1.23
Emerging Markets Government Bond Index (EMGBI),255.44,-0.05,0.14,142.29,0.22,0.66,160.96,-0.06,0.07
Emerging Markets Inflation-Linked Securities Index (EMILSI),451.36,0.17,1.49,160.59,0.61,1.98,196.32,0.15,1.28
Emerging Markets US Dollar Government Bond Index EMUSDGBI),897.82,0.01,-0.93,897.82,0.01,-0.93,897.82,0.01,-0.93
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),963.08,-0.03,-0.76,963.08,-0.03,-0.76,963.08,-0.03,-0.76
Debt Capacity World Government Bond Index (DCWGBI),180.94,0.22,-1.22,171.36,0.38,-0.25,192.30,0.22,-1.24
Time-Weighted US Fallen Angel Bond Index,818.03,0.20,-0.55,818.03,0.20,-0.55,818.03,0.20,-0.55
