,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),244.37,-0.13,-0.13,238.67,0.05,0.05,274.12,-0.13,-0.13
World Government Bond Index (WGBI),790.84,-0.16,-0.16,"1,001.17",0.07,0.07,941.29,-0.16,-0.16
World Government Bond Index - Developed Markets (WGBI  DM),786.68,-0.16,-0.16,"1,001.44",0.07,0.07,944.36,-0.16,-0.16
World Government Bond Index - Extended (WGBI Extended),798.85,-0.15,-0.15,"1,011.21",0.07,0.07,941.36,-0.15,-0.15
World Inflation-Linked Securities Index (WorldILSI),207.16,-0.02,-0.02,178.01,0.32,0.32,209.89,-0.01,-0.01
US Broad Investment-Grade Bond Index (USBIG),"1,897.17",-0.11,-0.11,"1,897.17",-0.11,-0.11,"1,897.17",-0.11,-0.11
US Treasury Index,"1,636.56",-0.13,-0.13,"1,636.56",-0.13,-0.13,"1,636.56",-0.13,-0.13
US High-Yield Market Index,"1,212.56",0.28,0.28,"1,212.56",0.28,0.28,"1,212.56",0.28,0.28
US High-Yield Cash Pay Index,"1,187.84",0.28,0.28,"1,187.84",0.28,0.28,"1,187.84",0.28,0.28
US High-Yield Market Capped Index,419.47,0.28,0.28,419.47,0.28,0.28,419.47,0.28,0.28
US High-Yield Cash Pay Capped Index,415.48,0.28,0.28,415.48,0.28,0.28,415.48,0.28,0.28
LATAM Government Bond Index (LATAMGBI),228.62,0.18,0.18,106.03,0.34,0.34,147.07,0.16,0.16
Euro Broad Investment-Grade Bond Index (EuroBIG),245.63,-0.21,-0.21,235.29,0.14,0.14,288.50,-0.21,-0.21
EMU Government Bond Index (EGBI),250.52,-0.27,-0.27,239.98,0.07,0.07,293.75,-0.27,-0.27
Eurodollar Bond Index,458.55,-0.03,-0.03,458.55,-0.03,-0.03,458.55,-0.03,-0.03
Eurosterling Bond Index,553.70,0.01,0.01,478.07,0.69,0.69,487.23,0.01,0.01
Euroyen Bond Index,186.50,-0.04,-0.04,162.11,0.35,0.35,372.18,-0.04,-0.04
CEEMEA Government Bond Index (CEEMEAGBI),177.90,0.27,0.27,93.23,1.02,1.02,128.25,0.26,0.26
Middle East and North Africa Broad Bond Index (MENABBI),170.69,-0.00,-0.00,170.69,-0.00,-0.00,170.69,-0.00,-0.00
Asian Government Bond Index (AGBI),195.66,0.01,0.01,168.15,0.03,0.03,168.72,0.00,0.00
Asian Government Extended Bond Index (AGBI-Extended),185.34,0.08,0.08,193.16,0.03,0.03,145.06,0.07,0.07
AsiaPac Government Bond Index (APGBI),198.21,-0.01,-0.01,164.79,0.11,0.11,166.42,-0.01,-0.01
Asian Broad Bond Index (ABBI),220.30,-0.12,-0.12,220.30,-0.12,-0.12,220.30,-0.12,-0.12
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),152.92,0.01,0.01,145.43,0.01,0.01,131.31,0.00,0.00
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),152.85,0.01,0.01,145.37,0.01,0.01,131.26,0.00,0.00
Dim Sum (Offshore CNY) Bond Index,149.80,0.01,0.01,154.72,0.13,0.13,118.82,0.00,0.00
Australian Broad Investment-Grade Bond Index (AusBIG),320.56,-0.06,-0.06,379.80,0.91,0.91,205.19,-0.06,-0.06
Emerging Markets Government Bond Index (EMGBI),255.29,0.08,0.08,141.70,0.25,0.25,160.98,0.08,0.08
Emerging Markets Inflation-Linked Securities Index (EMILSI),446.71,0.44,0.44,158.91,0.92,0.92,194.65,0.42,0.42
Emerging Markets US Dollar Government Bond Index EMUSDGBI),906.11,-0.01,-0.01,906.11,-0.01,-0.01,906.11,-0.01,-0.01
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),970.75,0.03,0.03,970.75,0.03,0.03,970.75,0.03,0.03
Debt Capacity World Government Bond Index (DCWGBI),182.89,-0.15,-0.15,172.05,0.15,0.15,194.41,-0.15,-0.15
Time-Weighted US Fallen Angel Bond Index,823.87,0.16,0.16,823.87,0.16,0.16,823.87,0.16,0.16
