,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),242.08,-0.57,-1.07,237.57,-0.58,-0.41,271.53,-0.58,-1.08
World Government Bond Index (WGBI),783.52,-0.50,-1.09,996.61,-0.55,-0.38,932.48,-0.51,-1.10
World Government Bond Index - Developed Markets (WGBI  DM),779.21,-0.52,-1.11,996.72,-0.56,-0.40,935.29,-0.52,-1.12
World Government Bond Index - Extended (WGBI Extended),792.02,-0.47,-1.00,"1,007.10",-0.50,-0.34,933.20,-0.48,-1.01
World Inflation-Linked Securities Index (WorldILSI),203.74,-0.71,-1.67,175.65,-0.93,-1.01,206.39,-0.71,-1.68
US Broad Investment-Grade Bond Index (USBIG),"1,881.66",-0.66,-0.93,"1,881.66",-0.66,-0.93,"1,881.66",-0.66,-0.93
US Treasury Index,"1,622.38",-0.71,-0.99,"1,622.38",-0.71,-0.99,"1,622.38",-0.71,-0.99
US High-Yield Market Index,"1,204.64",-0.60,-0.38,"1,204.64",-0.60,-0.38,"1,204.64",-0.60,-0.38
US High-Yield Cash Pay Index,"1,180.13",-0.59,-0.37,"1,180.13",-0.59,-0.37,"1,180.13",-0.59,-0.37
US High-Yield Market Capped Index,416.77,-0.59,-0.37,416.77,-0.59,-0.37,416.77,-0.59,-0.37
US High-Yield Cash Pay Capped Index,412.82,-0.59,-0.36,412.82,-0.59,-0.36,412.82,-0.59,-0.36
LATAM Government Bond Index (LATAMGBI),229.35,-0.13,0.50,105.27,-1.02,-0.38,147.46,-0.15,0.43
Euro Broad Investment-Grade Bond Index (EuroBIG),242.08,-0.55,-1.65,235.89,-0.33,0.39,284.25,-0.56,-1.68
EMU Government Bond Index (EGBI),246.71,-0.45,-1.79,240.41,-0.23,0.25,289.20,-0.46,-1.82
Eurodollar Bond Index,454.13,-0.77,-0.99,454.13,-0.77,-0.99,454.13,-0.77,-0.99
Eurosterling Bond Index,544.23,-1.33,-1.70,470.71,-1.91,-0.86,478.81,-1.34,-1.72
Euroyen Bond Index,186.37,-0.09,-0.10,161.32,-0.41,-0.14,371.95,-0.09,-0.10
CEEMEA Government Bond Index (CEEMEAGBI),178.45,0.23,0.58,93.77,-0.21,1.61,128.61,0.22,0.53
Middle East and North Africa Broad Bond Index (MENABBI),170.29,-0.46,-0.24,170.29,-0.46,-0.24,170.29,-0.46,-0.24
Asian Government Bond Index (AGBI),195.64,-0.10,0.00,168.44,0.08,0.20,168.68,-0.11,-0.02
Asian Government Extended Bond Index (AGBI-Extended),184.85,-0.09,-0.19,192.97,0.09,-0.07,144.64,-0.10,-0.21
AsiaPac Government Bond Index (APGBI),198.14,-0.16,-0.04,164.86,-0.14,0.16,166.34,-0.17,-0.06
Asian Broad Bond Index (ABBI),219.58,-0.43,-0.45,219.58,-0.43,-0.45,219.58,-0.43,-0.45
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),152.96,0.01,0.04,145.47,0.01,0.04,131.32,0.00,0.01
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),152.89,0.01,0.04,145.41,0.01,0.04,131.27,0.00,0.01
Dim Sum (Offshore CNY) Bond Index,149.79,-0.02,0.00,154.82,-0.18,0.19,118.79,-0.03,-0.03
Australian Broad Investment-Grade Bond Index (AusBIG),319.75,-0.53,-0.31,375.91,-1.80,-0.12,204.67,-0.53,-0.31
Emerging Markets Government Bond Index (EMGBI),255.56,0.00,0.19,141.81,-0.15,0.32,161.10,-0.00,0.16
Emerging Markets Inflation-Linked Securities Index (EMILSI),449.42,0.09,1.05,157.87,-0.94,0.25,195.68,0.06,0.95
Emerging Markets US Dollar Government Bond Index EMUSDGBI),905.05,-0.48,-0.13,905.05,-0.48,-0.13,905.05,-0.48,-0.13
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),970.71,-0.43,0.03,970.71,-0.43,0.03,970.71,-0.43,0.03
Debt Capacity World Government Bond Index (DCWGBI),181.35,-0.41,-1.00,171.56,-0.54,-0.13,192.75,-0.41,-1.01
Time-Weighted US Fallen Angel Bond Index,817.95,-0.66,-0.56,817.95,-0.66,-0.56,817.95,-0.66,-0.56
