,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),240.50,-0.03,-1.71,235.52,-0.01,-1.27,269.78,-0.03,-1.71
World Government Bond Index (WGBI),779.81,-0.02,-1.55,990.15,0.02,-1.03,928.17,-0.02,-1.55
World Government Bond Index - Developed Markets (WGBI  DM),775.47,-0.02,-1.59,989.96,0.02,-1.08,930.94,-0.02,-1.58
World Government Bond Index - Extended (WGBI Extended),788.13,-0.04,-1.49,"1,000.91",0.00,-0.95,928.65,-0.04,-1.50
World Inflation-Linked Securities Index (WorldILSI),205.92,0.26,-0.61,177.68,0.31,0.13,208.61,0.26,-0.62
US Broad Investment-Grade Bond Index (USBIG),"1,868.72",0.02,-1.61,"1,868.72",0.02,-1.61,"1,868.72",0.02,-1.61
US Treasury Index,"1,618.11",0.01,-1.26,"1,618.11",0.01,-1.26,"1,618.11",0.01,-1.26
US High-Yield Market Index,"1,190.55",0.05,-1.54,"1,190.55",0.05,-1.54,"1,190.55",0.05,-1.54
US High-Yield Cash Pay Index,"1,166.28",0.05,-1.54,"1,166.28",0.05,-1.54,"1,166.28",0.05,-1.54
US High-Yield Market Capped Index,412.00,0.05,-1.51,412.00,0.05,-1.51,412.00,0.05,-1.51
US High-Yield Cash Pay Capped Index,408.07,0.05,-1.51,408.07,0.05,-1.51,408.07,0.05,-1.51
LATAM Government Bond Index (LATAMGBI),228.21,0.03,0.00,107.69,0.06,1.90,146.33,-0.01,-0.34
Euro Broad Investment-Grade Bond Index (EuroBIG),240.32,-0.20,-2.36,231.99,-0.25,-1.26,282.31,-0.19,-2.35
EMU Government Bond Index (EGBI),244.97,-0.23,-2.48,236.48,-0.28,-1.39,287.28,-0.22,-2.47
Eurodollar Bond Index,449.15,0.03,-2.08,449.15,0.03,-2.08,449.15,0.03,-2.08
Eurosterling Bond Index,544.90,-0.19,-1.58,473.94,-0.01,-0.18,479.30,-0.19,-1.62
Euroyen Bond Index,186.18,0.08,-0.21,161.76,0.35,0.13,371.60,0.08,-0.19
CEEMEA Government Bond Index (CEEMEAGBI),177.96,-0.58,0.30,93.18,-1.02,0.97,128.03,-0.59,0.08
Middle East and North Africa Broad Bond Index (MENABBI),168.30,0.03,-1.40,168.30,0.03,-1.40,168.30,0.03,-1.40
Asian Government Bond Index (AGBI),194.52,-0.16,-0.58,168.31,-0.16,0.13,167.54,-0.18,-0.69
Asian Government Extended Bond Index (AGBI-Extended),184.99,-0.07,-0.11,193.93,-0.02,0.43,144.59,-0.09,-0.25
AsiaPac Government Bond Index (APGBI),196.72,-0.12,-0.76,164.81,-0.06,0.13,165.00,-0.14,-0.87
Asian Broad Bond Index (ABBI),217.44,0.03,-1.42,217.44,0.03,-1.42,217.44,0.03,-1.42
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),152.38,-0.13,-0.34,145.65,-0.24,0.16,130.67,-0.15,-0.48
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),152.31,-0.13,-0.35,145.58,-0.24,0.16,130.61,-0.15,-0.49
Dim Sum (Offshore CNY) Bond Index,149.91,-0.02,0.08,155.98,-0.04,0.95,118.73,-0.05,-0.07
Australian Broad Investment-Grade Bond Index (AusBIG),314.44,0.11,-1.97,377.83,0.64,0.39,201.18,0.10,-2.01
Emerging Markets Government Bond Index (EMGBI),254.50,-0.21,-0.22,142.16,-0.34,0.58,160.21,-0.23,-0.40
Emerging Markets Inflation-Linked Securities Index (EMILSI),451.30,0.04,1.47,164.10,0.49,4.22,195.74,-0.04,0.99
Emerging Markets US Dollar Government Bond Index EMUSDGBI),891.04,0.04,-1.68,891.04,0.04,-1.68,891.04,0.04,-1.68
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),955.12,0.04,-1.58,955.12,0.04,-1.58,955.12,0.04,-1.58
Debt Capacity World Government Bond Index (DCWGBI),180.51,-0.04,-1.45,170.37,-0.02,-0.83,191.85,-0.04,-1.47
Time-Weighted US Fallen Angel Bond Index,805.83,0.04,-2.03,805.83,0.04,-2.03,805.83,0.04,-2.03
