,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),243.47,-0.51,-0.50,238.95,-0.20,0.17,273.10,-0.51,-0.50
World Government Bond Index (WGBI),787.48,-0.57,-0.59,"1,002.16",-0.27,0.17,937.23,-0.58,-0.59
World Government Bond Index - Developed Markets (WGBI  DM),783.26,-0.58,-0.60,"1,002.33",-0.28,0.16,940.18,-0.59,-0.61
World Government Bond Index - Extended (WGBI Extended),795.78,-0.52,-0.53,"1,012.18",-0.24,0.16,937.68,-0.53,-0.54
World Inflation-Linked Securities Index (WorldILSI),205.19,-1.38,-0.97,177.30,-1.06,-0.08,207.86,-1.39,-0.98
US Broad Investment-Grade Bond Index (USBIG),"1,894.23",-0.36,-0.26,"1,894.23",-0.36,-0.26,"1,894.23",-0.36,-0.26
US Treasury Index,"1,633.93",-0.36,-0.29,"1,633.93",-0.36,-0.29,"1,633.93",-0.36,-0.29
US High-Yield Market Index,"1,211.89",-0.38,0.22,"1,211.89",-0.38,0.22,"1,211.89",-0.38,0.22
US High-Yield Cash Pay Index,"1,187.19",-0.38,0.22,"1,187.19",-0.38,0.22,"1,187.19",-0.38,0.22
US High-Yield Market Capped Index,419.25,-0.38,0.23,419.25,-0.38,0.23,419.25,-0.38,0.23
US High-Yield Cash Pay Capped Index,415.26,-0.38,0.23,415.26,-0.38,0.23,415.26,-0.38,0.23
LATAM Government Bond Index (LATAMGBI),229.65,0.29,0.63,106.36,0.35,0.65,147.68,0.27,0.58
Euro Broad Investment-Grade Bond Index (EuroBIG),243.41,-0.89,-1.11,236.66,0.17,0.72,285.85,-0.91,-1.12
EMU Government Bond Index (EGBI),247.82,-1.10,-1.35,240.95,-0.04,0.48,290.53,-1.12,-1.37
Eurodollar Bond Index,457.68,-0.43,-0.22,457.68,-0.43,-0.22,457.68,-0.43,-0.22
Eurosterling Bond Index,551.58,-0.83,-0.38,479.87,-0.50,1.07,485.33,-0.84,-0.39
Euroyen Bond Index,186.55,0.01,-0.01,161.99,-0.42,0.28,372.29,0.01,-0.01
CEEMEA Government Bond Index (CEEMEAGBI),178.03,-0.03,0.34,93.97,0.51,1.83,128.32,-0.04,0.31
Middle East and North Africa Broad Bond Index (MENABBI),171.08,0.06,0.22,171.08,0.06,0.22,171.08,0.06,0.22
Asian Government Bond Index (AGBI),195.84,0.07,0.10,168.31,0.06,0.12,168.86,0.07,0.09
Asian Government Extended Bond Index (AGBI-Extended),185.02,-0.04,-0.10,192.79,-0.05,-0.16,144.78,-0.04,-0.12
AsiaPac Government Bond Index (APGBI),198.46,0.10,0.12,165.10,0.14,0.30,166.61,0.10,0.10
Asian Broad Bond Index (ABBI),220.53,-0.08,-0.02,220.53,-0.08,-0.02,220.53,-0.08,-0.02
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),152.94,0.01,0.03,145.46,0.01,0.03,131.32,0.00,0.01
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),152.88,0.01,0.03,145.40,0.01,0.03,131.26,0.00,0.01
Dim Sum (Offshore CNY) Bond Index,149.82,0.01,0.03,155.09,0.07,0.37,118.82,0.00,0.00
Australian Broad Investment-Grade Bond Index (AusBIG),321.46,0.20,0.22,382.79,0.57,1.70,205.77,0.20,0.23
Emerging Markets Government Bond Index (EMGBI),255.55,0.04,0.19,142.02,0.16,0.47,161.11,0.04,0.16
Emerging Markets Inflation-Linked Securities Index (EMILSI),449.02,0.60,0.96,159.36,0.81,1.20,195.56,0.57,0.89
Emerging Markets US Dollar Government Bond Index EMUSDGBI),909.43,0.08,0.35,909.43,0.08,0.35,909.43,0.08,0.35
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),974.87,0.13,0.46,974.87,0.13,0.46,974.87,0.13,0.46
Debt Capacity World Government Bond Index (DCWGBI),182.10,-0.56,-0.59,172.49,-0.13,0.40,193.55,-0.57,-0.60
Time-Weighted US Fallen Angel Bond Index,823.40,-0.41,0.10,823.40,-0.41,0.10,823.40,-0.41,0.10
