,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),252.88,-0.13,-0.53,256.56,-0.25,-0.56,282.87,-0.13,-0.53
World Government Bond Index (WGBI),820.77,-0.15,-0.57,"1,091.49",-0.32,-0.64,973.98,-0.15,-0.56
World Government Bond Index - Developed Markets (WGBI  DM),816.38,-0.15,-0.57,"1,091.64",-0.32,-0.66,976.58,-0.15,-0.57
World Government Bond Index - Extended (WGBI Extended),824.83,-0.13,-0.50,"1,094.00",-0.29,-0.49,971.13,-0.13,-0.49
World Inflation-Linked Securities Index (WorldILSI),198.37,-0.28,-1.18,174.54,-0.36,-1.40,200.94,-0.27,-1.17
US Broad Investment-Grade Bond Index (USBIG),"1,955.12",-0.15,-0.87,"1,955.12",-0.15,-0.87,"1,955.12",-0.15,-0.87
US Treasury Index,"1,690.82",-0.15,-1.04,"1,690.82",-0.15,-1.04,"1,690.82",-0.15,-1.04
US High-Yield Market Index,"1,180.79",0.08,0.16,"1,180.79",0.08,0.16,"1,180.79",0.08,0.16
US High-Yield Cash Pay Index,"1,157.05",0.07,0.14,"1,157.05",0.07,0.14,"1,157.05",0.07,0.14
US High-Yield Market Capped Index,408.83,0.07,0.14,408.83,0.07,0.14,408.83,0.07,0.14
US High-Yield Cash Pay Capped Index,405.06,0.07,0.13,405.06,0.07,0.13,405.06,0.07,0.13
LATAM Government Bond Index (LATAMGBI),246.97,-0.30,-0.23,120.36,-1.06,-1.12,164.68,-0.30,-0.26
Euro Broad Investment-Grade Bond Index (EuroBIG),255.98,-0.06,-0.08,267.24,-0.23,0.12,298.15,-0.05,-0.06
EMU Government Bond Index (EGBI),262.73,-0.06,-0.16,274.29,-0.24,0.04,305.58,-0.06,-0.14
Eurodollar Bond Index,471.50,-0.23,-1.16,471.50,-0.23,-1.16,471.50,-0.23,-1.16
Eurosterling Bond Index,585.45,-0.41,-0.61,506.79,-0.47,-1.53,514.55,-0.41,-0.60
Euroyen Bond Index,185.99,-0.04,-0.02,178.54,-0.57,-0.68,369.71,-0.04,-0.01
CEEMEA Government Bond Index (CEEMEAGBI),186.78,-0.13,-0.10,103.71,-0.71,-0.55,138.76,-0.13,-0.14
Middle East and North Africa Broad Bond Index (MENABBI),172.60,-0.14,-0.75,172.60,-0.14,-0.75,172.60,-0.14,-0.75
Asian Government Bond Index (AGBI),192.08,0.05,0.14,169.27,-0.01,0.89,169.16,0.05,0.11
Asian Government Extended Bond Index (AGBI-Extended),182.34,0.00,0.21,194.49,-0.10,0.69,146.39,-0.00,0.17
AsiaPac Government Bond Index (APGBI),196.28,0.02,0.03,168.68,-0.08,0.72,167.85,0.01,0.00
Asian Broad Bond Index (ABBI),229.44,-0.36,-0.64,229.44,-0.36,-0.64,229.44,-0.36,-0.64
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),144.10,0.09,0.30,135.09,0.15,1.57,127.50,0.08,0.25
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),144.02,0.09,0.30,135.02,0.15,1.57,127.43,0.08,0.25
Dim Sum (Offshore CNY) Bond Index,144.75,0.07,0.36,147.22,-0.19,0.77,118.16,0.07,0.31
Australian Broad Investment-Grade Bond Index (AusBIG),333.07,-0.12,-0.45,429.85,-0.41,-0.04,213.30,-0.11,-0.45
Emerging Markets Government Bond Index (EMGBI),251.64,-0.03,0.08,142.62,-0.26,0.57,163.54,-0.03,0.04
Emerging Markets Inflation-Linked Securities Index (EMILSI),433.11,0.10,0.23,163.89,-0.85,-1.75,200.06,0.09,0.18
Emerging Markets US Dollar Government Bond Index EMUSDGBI),951.46,-0.41,-1.01,951.46,-0.41,-1.01,951.46,-0.41,-1.01
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,014.23",-0.40,-0.80,"1,014.23",-0.40,-0.80,"1,014.23",-0.40,-0.80
Debt Capacity World Government Bond Index (DCWGBI),190.44,-0.16,-0.47,189.09,-0.34,-0.41,202.14,-0.16,-0.46
Time-Weighted US Fallen Angel Bond Index,794.12,0.09,0.25,794.12,0.09,0.25,794.12,0.09,0.25
