,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),254.00,-0.13,-0.09,258.12,-0.07,0.04,284.12,-0.13,-0.09
World Government Bond Index (WGBI),824.79,-0.13,-0.08,"1,099.61",-0.04,0.10,978.72,-0.12,-0.07
World Government Bond Index - Developed Markets (WGBI  DM),820.40,-0.13,-0.08,"1,099.85",-0.03,0.09,981.36,-0.13,-0.08
World Government Bond Index - Extended (WGBI Extended),828.44,-0.10,-0.06,"1,101.25",-0.03,0.17,975.36,-0.10,-0.06
World Inflation-Linked Securities Index (WorldILSI),199.94,-0.43,-0.40,176.16,-0.38,-0.48,202.52,-0.42,-0.39
US Broad Investment-Grade Bond Index (USBIG),"1,967.32",-0.21,-0.25,"1,967.32",-0.21,-0.25,"1,967.32",-0.21,-0.25
US Treasury Index,"1,703.85",-0.26,-0.27,"1,703.85",-0.26,-0.27,"1,703.85",-0.26,-0.27
US High-Yield Market Index,"1,178.50",0.01,-0.04,"1,178.50",0.01,-0.04,"1,178.50",0.01,-0.04
US High-Yield Cash Pay Index,"1,154.90",-0.00,-0.05,"1,154.90",-0.00,-0.05,"1,154.90",-0.00,-0.05
US High-Yield Market Capped Index,408.06,-0.00,-0.04,408.06,-0.00,-0.04,408.06,-0.00,-0.04
US High-Yield Cash Pay Capped Index,404.33,-0.01,-0.05,404.33,-0.01,-0.05,404.33,-0.01,-0.05
LATAM Government Bond Index (LATAMGBI),248.19,0.10,0.27,121.59,-0.44,-0.11,165.51,0.10,0.24
Euro Broad Investment-Grade Bond Index (EuroBIG),256.45,-0.06,0.10,268.10,-0.02,0.44,298.68,-0.06,0.12
EMU Government Bond Index (EGBI),263.32,-0.08,0.06,275.28,-0.04,0.40,306.24,-0.07,0.08
Eurodollar Bond Index,475.46,-0.29,-0.33,475.46,-0.29,-0.33,475.46,-0.29,-0.33
Eurosterling Bond Index,589.11,-0.16,0.01,511.91,-0.04,-0.54,517.73,-0.15,0.01
Euroyen Bond Index,186.15,0.05,0.07,180.68,0.37,0.51,370.02,0.05,0.08
CEEMEA Government Bond Index (CEEMEAGBI),187.14,-0.06,0.09,104.38,-0.38,0.09,139.04,-0.07,0.06
Middle East and North Africa Broad Bond Index (MENABBI),173.45,-0.17,-0.26,173.45,-0.17,-0.26,173.45,-0.17,-0.26
Asian Government Bond Index (AGBI),192.04,0.12,0.12,169.20,-0.03,0.85,169.13,0.11,0.10
Asian Government Extended Bond Index (AGBI-Extended),182.36,0.16,0.22,194.57,0.01,0.73,146.42,0.15,0.19
AsiaPac Government Bond Index (APGBI),196.46,0.13,0.12,168.74,0.11,0.76,168.02,0.13,0.10
Asian Broad Bond Index (ABBI),231.01,0.02,0.04,231.01,0.02,0.04,231.01,0.02,0.04
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),143.83,0.10,0.11,134.72,0.10,1.29,127.27,0.10,0.08
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),143.75,0.11,0.11,134.64,0.10,1.29,127.20,0.10,0.08
Dim Sum (Offshore CNY) Bond Index,144.46,0.05,0.16,147.62,0.24,1.04,117.94,0.04,0.13
Australian Broad Investment-Grade Bond Index (AusBIG),334.95,0.14,0.11,431.19,0.75,0.27,214.51,0.15,0.11
Emerging Markets Government Bond Index (EMGBI),251.73,0.06,0.12,142.88,-0.12,0.75,163.62,0.05,0.08
Emerging Markets Inflation-Linked Securities Index (EMILSI),434.40,0.17,0.53,165.87,-0.95,-0.56,200.66,0.15,0.49
Emerging Markets US Dollar Government Bond Index EMUSDGBI),959.39,-0.26,-0.19,959.39,-0.26,-0.19,959.39,-0.26,-0.19
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,022.30",-0.20,-0.01,"1,022.30",-0.20,-0.01,"1,022.30",-0.20,-0.01
Debt Capacity World Government Bond Index (DCWGBI),191.30,-0.10,-0.02,190.24,-0.01,0.19,203.05,-0.10,-0.01
Time-Weighted US Fallen Angel Bond Index,792.13,0.01,0.00,792.13,0.01,0.00,792.13,0.01,0.00
