,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),253.72,0.07,0.00,256.86,0.08,0.79,283.76,0.07,0.03
World Government Bond Index (WGBI),823.94,0.07,-0.10,"1,093.04",0.08,0.85,977.51,0.07,-0.06
World Government Bond Index - Developed Markets (WGBI  DM),819.57,0.07,-0.13,"1,093.22",0.07,0.82,980.15,0.08,-0.08
World Government Bond Index - Extended (WGBI Extended),827.41,0.05,-0.08,"1,093.82",0.08,0.85,974.02,0.06,-0.05
World Inflation-Linked Securities Index (WorldILSI),199.69,0.37,0.29,175.39,0.44,1.18,202.23,0.38,0.31
US Broad Investment-Grade Bond Index (USBIG),"1,968.12",0.11,-0.04,"1,968.12",0.11,-0.04,"1,968.12",0.11,-0.04
US Treasury Index,"1,706.13",0.15,-0.38,"1,706.13",0.15,-0.38,"1,706.13",0.15,-0.38
US High-Yield Market Index,"1,172.02",0.05,1.36,"1,172.02",0.05,1.36,"1,172.02",0.05,1.36
US High-Yield Cash Pay Index,"1,148.72",0.05,1.35,"1,148.72",0.05,1.35,"1,148.72",0.05,1.35
US High-Yield Market Capped Index,405.87,0.05,1.33,405.87,0.05,1.33,405.87,0.05,1.33
US High-Yield Cash Pay Capped Index,402.22,0.04,1.33,402.22,0.04,1.33,402.22,0.04,1.33
LATAM Government Bond Index (LATAMGBI),247.37,0.00,2.14,121.30,0.58,4.62,165.05,0.01,2.05
Euro Broad Investment-Grade Bond Index (EuroBIG),255.61,0.00,-0.09,265.19,-0.02,1.76,297.57,0.01,-0.01
EMU Government Bond Index (EGBI),262.41,0.00,-0.14,272.25,-0.02,1.71,305.06,0.01,-0.06
Eurodollar Bond Index,475.52,0.13,0.13,475.52,0.13,0.13,475.52,0.13,0.13
Eurosterling Bond Index,585.43,0.43,0.95,506.53,0.54,2.35,514.30,0.44,1.00
Euroyen Bond Index,186.10,-0.06,0.16,179.17,-0.09,0.78,369.83,-0.06,0.22
CEEMEA Government Bond Index (CEEMEAGBI),186.75,0.01,0.47,104.22,0.24,3.43,138.85,0.00,0.34
Middle East and North Africa Broad Bond Index (MENABBI),173.84,0.02,0.89,173.84,0.02,0.89,173.84,0.02,0.89
Asian Government Bond Index (AGBI),191.37,-0.12,0.34,166.72,0.08,0.90,168.64,-0.13,0.22
Asian Government Extended Bond Index (AGBI-Extended),181.57,-0.10,0.28,191.87,0.11,0.88,145.89,-0.11,0.14
AsiaPac Government Bond Index (APGBI),195.80,-0.17,0.19,166.11,0.03,1.15,167.53,-0.17,0.08
Asian Broad Bond Index (ABBI),230.53,0.05,0.56,230.53,0.05,0.56,230.53,0.05,0.56
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),143.30,-0.11,0.40,132.83,-0.01,1.19,126.91,-0.12,0.23
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),143.22,-0.11,0.40,132.76,-0.01,1.18,126.84,-0.12,0.22
Dim Sum (Offshore CNY) Bond Index,144.19,0.00,0.30,145.62,0.27,1.28,117.82,-0.00,0.13
Australian Broad Investment-Grade Bond Index (AusBIG),334.03,-0.32,-0.43,422.59,-0.15,2.64,213.89,-0.33,-0.42
Emerging Markets Government Bond Index (EMGBI),250.72,-0.04,0.78,141.33,0.17,2.04,163.09,-0.04,0.62
Emerging Markets Inflation-Linked Securities Index (EMILSI),430.06,0.04,3.00,165.45,0.35,6.56,198.81,0.04,2.90
Emerging Markets US Dollar Government Bond Index EMUSDGBI),958.77,0.05,1.63,958.77,0.05,1.63,958.77,0.05,1.63
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,019.00",0.04,1.67,"1,019.00",0.04,1.67,"1,019.00",0.04,1.67
Debt Capacity World Government Bond Index (DCWGBI),190.96,0.06,-0.03,188.79,0.12,1.28,202.65,0.06,0.00
Time-Weighted US Fallen Angel Bond Index,786.94,0.07,2.38,786.94,0.07,2.38,786.94,0.07,2.38
