,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),253.86,0.06,0.06,257.06,0.08,0.86,283.93,0.06,0.10
World Government Bond Index (WGBI),824.41,0.06,-0.05,"1,093.60",0.05,0.90,978.14,0.06,0.00
World Government Bond Index - Developed Markets (WGBI  DM),820.03,0.06,-0.07,"1,093.84",0.06,0.88,980.78,0.06,-0.02
World Government Bond Index - Extended (WGBI Extended),828.01,0.07,-0.01,"1,094.64",0.07,0.93,974.77,0.08,0.02
World Inflation-Linked Securities Index (WorldILSI),199.83,0.07,0.36,175.17,-0.12,1.06,202.38,0.08,0.39
US Broad Investment-Grade Bond Index (USBIG),"1,968.77",0.03,-0.01,"1,968.77",0.03,-0.01,"1,968.77",0.03,-0.01
US Treasury Index,"1,706.23",0.01,-0.37,"1,706.23",0.01,-0.37,"1,706.23",0.01,-0.37
US High-Yield Market Index,"1,176.81",0.41,1.77,"1,176.81",0.41,1.77,"1,176.81",0.41,1.77
US High-Yield Cash Pay Index,"1,153.48",0.41,1.77,"1,153.48",0.41,1.77,"1,153.48",0.41,1.77
US High-Yield Market Capped Index,407.52,0.41,1.74,407.52,0.41,1.74,407.52,0.41,1.74
US High-Yield Cash Pay Capped Index,403.87,0.41,1.75,403.87,0.41,1.75,403.87,0.41,1.75
LATAM Government Bond Index (LATAMGBI),247.43,0.02,2.16,120.29,-0.83,3.75,165.02,-0.02,2.03
Euro Broad Investment-Grade Bond Index (EuroBIG),255.98,0.15,0.06,266.26,0.40,2.17,298.06,0.16,0.15
EMU Government Bond Index (EGBI),262.95,0.21,0.07,273.51,0.46,2.18,305.74,0.22,0.17
Eurodollar Bond Index,475.79,0.06,0.19,475.79,0.06,0.19,475.79,0.06,0.19
Eurosterling Bond Index,585.62,0.03,0.98,503.27,-0.64,1.69,514.47,0.03,1.03
Euroyen Bond Index,186.06,-0.02,0.14,178.75,-0.23,0.55,369.79,-0.01,0.21
CEEMEA Government Bond Index (CEEMEAGBI),186.89,0.07,0.54,104.51,0.28,3.72,138.92,0.05,0.39
Middle East and North Africa Broad Bond Index (MENABBI),173.98,0.08,0.98,173.98,0.08,0.98,173.98,0.08,0.98
Asian Government Bond Index (AGBI),191.83,0.24,0.58,167.25,0.31,1.21,169.01,0.22,0.44
Asian Government Extended Bond Index (AGBI-Extended),181.96,0.21,0.50,192.42,0.29,1.18,146.17,0.19,0.33
AsiaPac Government Bond Index (APGBI),196.19,0.20,0.39,166.43,0.19,1.34,167.84,0.19,0.27
Asian Broad Bond Index (ABBI),230.64,0.05,0.61,230.64,0.05,0.61,230.64,0.05,0.61
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),143.64,0.24,0.64,133.02,0.14,1.33,127.18,0.21,0.44
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),143.57,0.24,0.64,132.95,0.14,1.33,127.11,0.21,0.43
Dim Sum (Offshore CNY) Bond Index,144.35,0.11,0.41,145.36,-0.18,1.10,117.91,0.08,0.21
Australian Broad Investment-Grade Bond Index (AusBIG),334.12,0.03,-0.40,420.96,-0.39,2.25,213.96,0.04,-0.38
Emerging Markets Government Bond Index (EMGBI),251.28,0.22,1.00,141.48,0.11,2.15,163.40,0.19,0.82
Emerging Markets Inflation-Linked Securities Index (EMILSI),430.49,0.10,3.10,164.22,-0.75,5.76,198.90,0.04,2.95
Emerging Markets US Dollar Government Bond Index EMUSDGBI),958.63,-0.01,1.61,958.63,-0.01,1.61,958.63,-0.01,1.61
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,019.31",0.03,1.70,"1,019.31",0.03,1.70,"1,019.31",0.03,1.70
Debt Capacity World Government Bond Index (DCWGBI),191.08,0.06,0.03,188.88,0.04,1.32,202.80,0.07,0.07
Time-Weighted US Fallen Angel Bond Index,789.23,0.29,2.68,789.23,0.29,2.68,789.23,0.29,2.68
