,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),254.08,0.02,0.14,258.23,0.26,1.32,284.19,0.02,0.19
World Government Bond Index (WGBI),824.98,0.00,0.02,"1,099.55",0.31,1.45,978.87,0.00,0.08
World Government Bond Index - Developed Markets (WGBI  DM),820.61,0.00,0.00,"1,099.90",0.32,1.44,981.54,0.00,0.06
World Government Bond Index - Extended (WGBI Extended),828.58,0.01,0.06,"1,100.47",0.30,1.46,975.48,0.01,0.10
World Inflation-Linked Securities Index (WorldILSI),200.09,-0.03,0.49,176.37,0.33,1.75,202.65,-0.03,0.52
US Broad Investment-Grade Bond Index (USBIG),"1,970.39",0.08,0.07,"1,970.39",0.08,0.07,"1,970.39",0.08,0.07
US Treasury Index,"1,706.94",0.06,-0.33,"1,706.94",0.06,-0.33,"1,706.94",0.06,-0.33
US High-Yield Market Index,"1,178.15",0.06,1.89,"1,178.15",0.06,1.89,"1,178.15",0.06,1.89
US High-Yield Cash Pay Index,"1,154.74",0.06,1.89,"1,154.74",0.06,1.89,"1,154.74",0.06,1.89
US High-Yield Market Capped Index,407.96,0.05,1.85,407.96,0.05,1.85,407.96,0.05,1.85
US High-Yield Cash Pay Capped Index,404.30,0.05,1.86,404.30,0.05,1.86,404.30,0.05,1.86
LATAM Government Bond Index (LATAMGBI),247.56,0.06,2.22,121.92,0.45,5.15,165.14,0.06,2.11
Euro Broad Investment-Grade Bond Index (EuroBIG),256.18,-0.05,0.13,268.34,0.43,2.97,298.32,-0.05,0.24
EMU Government Bond Index (EGBI),263.14,-0.06,0.14,275.63,0.42,2.97,305.99,-0.06,0.25
Eurodollar Bond Index,476.50,0.10,0.34,476.50,0.10,0.34,476.50,0.10,0.34
Eurosterling Bond Index,587.85,-0.00,1.36,511.37,0.88,3.33,516.54,0.01,1.44
Euroyen Bond Index,186.02,-0.02,0.12,179.76,0.34,1.11,369.73,-0.02,0.19
CEEMEA Government Bond Index (CEEMEAGBI),186.91,0.14,0.56,104.32,0.14,3.53,138.92,0.14,0.39
Middle East and North Africa Broad Bond Index (MENABBI),173.82,-0.02,0.88,173.82,-0.02,0.88,173.82,-0.02,0.88
Asian Government Bond Index (AGBI),191.94,0.05,0.64,167.99,0.24,1.66,169.09,0.04,0.49
Asian Government Extended Bond Index (AGBI-Extended),182.01,0.01,0.52,193.14,0.19,1.55,146.19,0.01,0.35
AsiaPac Government Bond Index (APGBI),196.32,0.03,0.45,167.53,0.34,2.01,167.93,0.02,0.33
Asian Broad Bond Index (ABBI),230.73,0.00,0.65,230.73,0.00,0.65,230.73,0.00,0.65
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),143.84,0.16,0.78,133.33,0.16,1.57,127.33,0.16,0.56
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),143.76,0.16,0.77,133.26,0.16,1.56,127.27,0.16,0.56
Dim Sum (Offshore CNY) Bond Index,144.27,0.03,0.35,145.96,0.32,1.52,117.83,0.03,0.14
Australian Broad Investment-Grade Bond Index (AusBIG),334.30,-0.10,-0.35,427.90,0.82,3.93,214.07,-0.11,-0.33
Emerging Markets Government Bond Index (EMGBI),251.60,0.12,1.13,142.02,0.21,2.53,163.60,0.12,0.94
Emerging Markets Inflation-Linked Securities Index (EMILSI),431.94,0.21,3.45,167.27,0.53,7.73,199.64,0.22,3.33
Emerging Markets US Dollar Government Bond Index EMUSDGBI),960.18,0.02,1.78,960.18,0.02,1.78,960.18,0.02,1.78
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,021.04",0.08,1.87,"1,021.04",0.08,1.87,"1,021.04",0.08,1.87
Debt Capacity World Government Bond Index (DCWGBI),191.24,-0.01,0.12,190.07,0.33,1.96,202.97,-0.01,0.16
Time-Weighted US Fallen Angel Bond Index,791.47,0.04,2.97,791.47,0.04,2.97,791.47,0.04,2.97
