,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),254.13,0.09,0.16,256.90,-0.06,0.80,284.21,0.10,0.19
World Government Bond Index (WGBI),825.91,0.12,0.14,"1,093.50",-0.06,0.89,979.83,0.12,0.18
World Government Bond Index - Developed Markets (WGBI  DM),821.56,0.12,0.12,"1,093.80",-0.06,0.88,982.52,0.13,0.16
World Government Bond Index - Extended (WGBI Extended),829.28,0.12,0.15,"1,094.04",-0.05,0.87,976.21,0.13,0.17
World Inflation-Linked Securities Index (WorldILSI),200.75,0.13,0.82,175.35,0.06,1.16,203.30,0.13,0.84
US Broad Investment-Grade Bond Index (USBIG),"1,968.65",0.12,-0.01,"1,968.65",0.12,-0.01,"1,968.65",0.12,-0.01
US Treasury Index,"1,707.43",0.18,-0.30,"1,707.43",0.18,-0.30,"1,707.43",0.18,-0.30
US High-Yield Market Index,"1,169.94",0.14,1.18,"1,169.94",0.14,1.18,"1,169.94",0.14,1.18
US High-Yield Cash Pay Index,"1,146.70",0.14,1.18,"1,146.70",0.14,1.18,"1,146.70",0.14,1.18
US High-Yield Market Capped Index,405.19,0.14,1.16,405.19,0.14,1.16,405.19,0.14,1.16
US High-Yield Cash Pay Capped Index,401.55,0.14,1.16,401.55,0.14,1.16,401.55,0.14,1.16
LATAM Government Bond Index (LATAMGBI),247.32,0.17,2.12,121.02,0.34,4.38,165.03,0.17,2.04
Euro Broad Investment-Grade Bond Index (EuroBIG),256.41,0.06,0.23,265.70,-0.30,1.96,298.51,0.07,0.31
EMU Government Bond Index (EGBI),263.46,0.10,0.26,273.01,-0.26,1.99,306.28,0.11,0.34
Eurodollar Bond Index,475.48,0.13,0.12,475.48,0.13,0.12,475.48,0.13,0.12
Eurosterling Bond Index,588.63,0.17,1.50,501.04,0.15,1.24,517.01,0.17,1.53
Euroyen Bond Index,186.20,0.02,0.21,179.14,-0.18,0.76,370.02,0.02,0.27
CEEMEA Government Bond Index (CEEMEAGBI),186.68,0.09,0.43,103.55,-0.16,2.77,138.82,0.09,0.32
Middle East and North Africa Broad Bond Index (MENABBI),173.83,0.03,0.89,173.83,0.03,0.89,173.83,0.03,0.89
Asian Government Bond Index (AGBI),191.46,0.11,0.39,166.32,-0.05,0.65,168.74,0.10,0.28
Asian Government Extended Bond Index (AGBI-Extended),181.63,0.07,0.32,191.35,-0.07,0.61,145.96,0.06,0.19
AsiaPac Government Bond Index (APGBI),195.96,0.11,0.27,165.57,-0.11,0.82,167.69,0.10,0.18
Asian Broad Bond Index (ABBI),230.57,0.09,0.58,230.57,0.09,0.58,230.57,0.09,0.58
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),143.37,0.14,0.45,132.56,0.16,0.98,126.99,0.13,0.29
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),143.30,0.14,0.45,132.49,0.16,0.98,126.93,0.13,0.29
Dim Sum (Offshore CNY) Bond Index,144.18,-0.04,0.29,145.02,-0.12,0.87,117.82,-0.05,0.13
Australian Broad Investment-Grade Bond Index (AusBIG),334.85,0.06,-0.18,419.37,-0.45,1.86,214.43,0.07,-0.16
Emerging Markets Government Bond Index (EMGBI),250.72,0.10,0.78,140.90,0.01,1.73,163.11,0.09,0.64
Emerging Markets Inflation-Linked Securities Index (EMILSI),429.57,-0.04,2.88,165.54,0.14,6.61,198.64,-0.05,2.81
Emerging Markets US Dollar Government Bond Index EMUSDGBI),957.30,-0.02,1.47,957.30,-0.02,1.47,957.30,-0.02,1.47
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,018.11",-0.03,1.58,"1,018.11",-0.03,1.58,"1,018.11",-0.03,1.58
Debt Capacity World Government Bond Index (DCWGBI),191.44,0.10,0.22,188.67,-0.13,1.21,203.16,0.10,0.25
Time-Weighted US Fallen Angel Bond Index,784.92,0.16,2.12,784.92,0.16,2.12,784.92,0.16,2.12
