,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),254.03,0.07,0.12,257.55,0.19,1.06,284.13,0.07,0.17
World Government Bond Index (WGBI),824.96,0.07,0.02,"1,096.17",0.23,1.14,978.83,0.07,0.07
World Government Bond Index - Developed Markets (WGBI  DM),820.59,0.07,-0.00,"1,096.43",0.24,1.12,981.49,0.07,0.05
World Government Bond Index - Extended (WGBI Extended),828.49,0.06,0.05,"1,097.13",0.23,1.16,975.36,0.06,0.09
World Inflation-Linked Securities Index (WorldILSI),200.14,0.15,0.51,175.78,0.35,1.41,202.70,0.16,0.55
US Broad Investment-Grade Bond Index (USBIG),"1,968.90",0.01,-0.00,"1,968.90",0.01,-0.00,"1,968.90",0.01,-0.00
US Treasury Index,"1,705.88",-0.02,-0.39,"1,705.88",-0.02,-0.39,"1,705.88",-0.02,-0.39
US High-Yield Market Index,"1,177.48",0.06,1.83,"1,177.48",0.06,1.83,"1,177.48",0.06,1.83
US High-Yield Cash Pay Index,"1,154.10",0.05,1.83,"1,154.10",0.05,1.83,"1,154.10",0.05,1.83
US High-Yield Market Capped Index,407.74,0.06,1.80,407.74,0.06,1.80,407.74,0.06,1.80
US High-Yield Cash Pay Capped Index,404.09,0.05,1.80,404.09,0.05,1.80,404.09,0.05,1.80
LATAM Government Bond Index (LATAMGBI),247.42,-0.00,2.16,121.37,0.90,4.68,165.05,0.01,2.05
Euro Broad Investment-Grade Bond Index (EuroBIG),256.31,0.13,0.19,267.20,0.35,2.53,298.47,0.14,0.29
EMU Government Bond Index (EGBI),263.30,0.13,0.20,274.47,0.35,2.54,306.16,0.14,0.30
Eurodollar Bond Index,476.02,0.05,0.24,476.02,0.05,0.24,476.02,0.05,0.24
Eurosterling Bond Index,587.86,0.38,1.36,506.93,0.73,2.43,516.49,0.39,1.43
Euroyen Bond Index,186.05,-0.00,0.13,179.16,0.23,0.78,369.79,0.00,0.21
CEEMEA Government Bond Index (CEEMEAGBI),186.65,-0.12,0.42,104.17,-0.32,3.39,138.72,-0.14,0.25
Middle East and North Africa Broad Bond Index (MENABBI),173.86,-0.07,0.91,173.86,-0.07,0.91,173.86,-0.07,0.91
Asian Government Bond Index (AGBI),191.85,0.01,0.59,167.59,0.20,1.42,169.02,0.00,0.44
Asian Government Extended Bond Index (AGBI-Extended),181.98,0.01,0.51,192.77,0.18,1.36,146.18,0.00,0.34
AsiaPac Government Bond Index (APGBI),196.26,0.03,0.42,166.96,0.31,1.66,167.89,0.03,0.30
Asian Broad Bond Index (ABBI),230.73,0.04,0.65,230.73,0.04,0.65,230.73,0.04,0.65
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),143.60,-0.03,0.61,133.12,0.08,1.41,127.13,-0.04,0.40
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),143.52,-0.03,0.61,133.05,0.08,1.40,127.07,-0.04,0.40
Dim Sum (Offshore CNY) Bond Index,144.22,-0.09,0.32,145.49,0.09,1.19,117.80,-0.10,0.11
Australian Broad Investment-Grade Bond Index (AusBIG),334.64,0.15,-0.25,424.40,0.82,3.08,214.30,0.16,-0.23
Emerging Markets Government Bond Index (EMGBI),251.29,0.00,1.01,141.72,0.16,2.32,163.40,-0.00,0.82
Emerging Markets Inflation-Linked Securities Index (EMILSI),431.03,0.13,3.23,166.39,1.32,7.16,199.21,0.16,3.11
Emerging Markets US Dollar Government Bond Index EMUSDGBI),960.02,0.14,1.76,960.02,0.14,1.76,960.02,0.14,1.76
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,020.26",0.09,1.79,"1,020.26",0.09,1.79,"1,020.26",0.09,1.79
Debt Capacity World Government Bond Index (DCWGBI),191.26,0.09,0.13,189.46,0.31,1.63,202.99,0.10,0.17
Time-Weighted US Fallen Angel Bond Index,791.14,0.24,2.93,791.14,0.24,2.93,791.14,0.24,2.93
