,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),252.03,0.04,-0.23,254.86,0.04,-0.22,282.00,0.04,-0.22
World Government Bond Index (WGBI),816.09,0.07,-0.36,"1,081.02",0.06,-0.32,968.76,0.07,-0.35
World Government Bond Index - Developed Markets (WGBI  DM),811.62,0.06,-0.36,"1,081.02",0.06,-0.34,971.27,0.07,-0.35
World Government Bond Index - Extended (WGBI Extended),820.26,0.06,-0.34,"1,083.81",0.06,-0.26,965.90,0.06,-0.34
World Inflation-Linked Securities Index (WorldILSI),198.43,0.09,-0.58,175.21,0.06,-0.32,200.99,0.09,-0.58
US Broad Investment-Grade Bond Index (USBIG),"1,953.45",-0.06,-0.19,"1,953.45",-0.06,-0.19,"1,953.45",-0.06,-0.19
US Treasury Index,"1,684.50",-0.08,-0.36,"1,684.50",-0.08,-0.36,"1,684.50",-0.08,-0.36
US High-Yield Market Index,"1,194.79",0.02,0.97,"1,194.79",0.02,0.97,"1,194.79",0.02,0.97
US High-Yield Cash Pay Index,"1,170.02",0.02,0.98,"1,170.02",0.02,0.98,"1,170.02",0.02,0.98
US High-Yield Market Capped Index,413.43,0.02,0.91,413.43,0.02,0.91,413.43,0.02,0.91
US High-Yield Cash Pay Capped Index,409.35,0.02,0.91,409.35,0.02,0.91,409.35,0.02,0.91
LATAM Government Bond Index (LATAMGBI),247.27,0.29,0.20,119.80,0.74,1.42,164.62,0.29,0.14
Euro Broad Investment-Grade Bond Index (EuroBIG),254.77,0.17,-0.12,263.21,0.18,-0.26,297.00,0.17,-0.10
EMU Government Bond Index (EGBI),261.20,0.22,-0.15,269.86,0.23,-0.29,304.06,0.22,-0.13
Eurodollar Bond Index,471.73,-0.09,-0.09,471.73,-0.09,-0.09,471.73,-0.09,-0.09
Eurosterling Bond Index,579.66,0.16,-0.66,512.04,-0.02,-0.02,509.51,0.16,-0.65
Euroyen Bond Index,185.92,0.00,0.03,177.13,-0.05,0.00,369.73,0.00,0.04
CEEMEA Government Bond Index (CEEMEAGBI),187.61,0.09,0.16,105.12,0.24,1.52,139.09,0.09,0.10
Middle East and North Africa Broad Bond Index (MENABBI),173.21,-0.10,0.11,173.21,-0.10,0.11,173.21,-0.10,0.11
Asian Government Bond Index (AGBI),191.32,0.02,-0.16,168.24,0.04,0.31,168.18,0.02,-0.23
Asian Government Extended Bond Index (AGBI-Extended),181.35,0.07,-0.32,193.38,0.08,0.05,145.27,0.06,-0.41
AsiaPac Government Bond Index (APGBI),195.46,0.04,-0.20,167.72,0.11,0.38,166.91,0.03,-0.26
Asian Broad Bond Index (ABBI),230.96,0.07,0.12,230.96,0.07,0.12,230.96,0.07,0.12
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),143.92,0.01,-0.06,135.34,0.01,0.30,126.99,-0.00,-0.16
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),143.84,0.01,-0.06,135.26,0.01,0.30,126.92,-0.00,-0.17
Dim Sum (Offshore CNY) Bond Index,145.21,0.03,-0.12,148.89,0.19,0.25,118.26,0.03,-0.21
Australian Broad Investment-Grade Bond Index (AusBIG),332.30,0.07,-0.20,429.57,0.43,0.96,212.89,0.07,-0.20
Emerging Markets Government Bond Index (EMGBI),251.62,0.06,0.06,143.07,0.15,0.69,163.13,0.06,-0.03
Emerging Markets Inflation-Linked Securities Index (EMILSI),439.62,0.08,0.71,167.37,0.44,2.53,202.56,0.08,0.62
Emerging Markets US Dollar Government Bond Index EMUSDGBI),949.78,0.09,0.17,949.78,0.09,0.17,949.78,0.09,0.17
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,014.09",0.09,0.27,"1,014.09",0.09,0.27,"1,014.09",0.09,0.27
Debt Capacity World Government Bond Index (DCWGBI),189.25,0.09,-0.41,187.02,0.11,-0.26,200.94,0.09,-0.40
Time-Weighted US Fallen Angel Bond Index,807.39,0.09,1.55,807.39,0.09,1.55,807.39,0.09,1.55
