,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),252.27,-0.14,-0.13,254.03,-0.31,-0.55,282.26,-0.14,-0.13
World Government Bond Index (WGBI),817.67,-0.18,-0.16,"1,077.32",-0.37,-0.66,970.59,-0.18,-0.16
World Government Bond Index - Developed Markets (WGBI  DM),813.20,-0.18,-0.17,"1,077.36",-0.39,-0.67,973.09,-0.18,-0.16
World Government Bond Index - Extended (WGBI Extended),821.86,-0.16,-0.15,"1,080.16",-0.33,-0.60,967.79,-0.16,-0.15
World Inflation-Linked Securities Index (WorldILSI),199.11,-0.22,-0.24,174.50,-0.35,-0.72,201.69,-0.21,-0.23
US Broad Investment-Grade Bond Index (USBIG),"1,954.99",-0.14,-0.11,"1,954.99",-0.14,-0.11,"1,954.99",-0.14,-0.11
US Treasury Index,"1,689.26",-0.18,-0.08,"1,689.26",-0.18,-0.08,"1,689.26",-0.18,-0.08
US High-Yield Market Index,"1,185.78",0.18,0.21,"1,185.78",0.18,0.21,"1,185.78",0.18,0.21
US High-Yield Cash Pay Index,"1,161.19",0.18,0.21,"1,161.19",0.18,0.21,"1,161.19",0.18,0.21
US High-Yield Market Capped Index,410.50,0.17,0.20,410.50,0.17,0.20,410.50,0.17,0.20
US High-Yield Cash Pay Capped Index,406.44,0.17,0.20,406.44,0.17,0.20,406.44,0.17,0.20
LATAM Government Bond Index (LATAMGBI),247.20,0.03,0.17,119.05,1.27,0.79,164.65,0.02,0.16
Euro Broad Investment-Grade Bond Index (EuroBIG),254.71,-0.18,-0.15,260.90,-0.62,-1.14,296.86,-0.17,-0.14
EMU Government Bond Index (EGBI),261.01,-0.25,-0.23,267.35,-0.70,-1.22,303.78,-0.25,-0.22
Eurodollar Bond Index,471.61,-0.16,-0.12,471.61,-0.16,-0.12,471.61,-0.16,-0.12
Eurosterling Bond Index,582.45,-0.21,-0.18,507.37,-0.46,-0.93,511.97,-0.21,-0.18
Euroyen Bond Index,185.84,-0.00,-0.02,176.41,-0.13,-0.40,369.53,-0.00,-0.01
CEEMEA Government Bond Index (CEEMEAGBI),187.53,0.07,0.12,103.46,0.23,-0.09,139.10,0.07,0.11
Middle East and North Africa Broad Bond Index (MENABBI),173.16,0.05,0.08,173.16,0.05,0.08,173.16,0.05,0.08
Asian Government Bond Index (AGBI),191.71,0.03,0.04,167.81,0.04,0.05,168.63,0.02,0.03
Asian Government Extended Bond Index (AGBI-Extended),181.84,-0.06,-0.05,193.19,-0.03,-0.05,145.76,-0.07,-0.07
AsiaPac Government Bond Index (APGBI),195.86,0.02,0.01,166.78,-0.05,-0.18,167.34,0.02,-0.00
Asian Broad Bond Index (ABBI),230.78,0.04,0.04,230.78,0.04,0.04,230.78,0.04,0.04
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),144.11,-0.08,0.08,135.08,-0.00,0.11,127.28,-0.09,0.06
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),144.04,-0.08,0.08,135.00,-0.00,0.11,127.21,-0.09,0.06
Dim Sum (Offshore CNY) Bond Index,145.33,-0.02,-0.04,147.99,0.22,-0.36,118.44,-0.02,-0.06
Australian Broad Investment-Grade Bond Index (AusBIG),332.74,0.02,-0.07,420.03,-0.49,-1.29,213.16,0.02,-0.07
Emerging Markets Government Bond Index (EMGBI),251.85,0.01,0.15,142.41,0.24,0.23,163.40,0.00,0.13
Emerging Markets Inflation-Linked Securities Index (EMILSI),437.09,0.08,0.13,165.28,1.50,1.25,201.54,0.07,0.12
Emerging Markets US Dollar Government Bond Index EMUSDGBI),949.28,0.12,0.11,949.28,0.12,0.11,949.28,0.12,0.11
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,013.12",0.12,0.17,"1,013.12",0.12,0.17,"1,013.12",0.12,0.17
Debt Capacity World Government Bond Index (DCWGBI),189.69,-0.18,-0.18,186.07,-0.35,-0.77,201.39,-0.18,-0.18
Time-Weighted US Fallen Angel Bond Index,797.81,0.31,0.35,797.81,0.31,0.35,797.81,0.31,0.35
