,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),251.71,-0.08,-0.36,253.48,0.09,-0.76,281.63,-0.08,-0.35
World Government Bond Index (WGBI),815.48,-0.11,-0.43,"1,074.46",0.10,-0.92,968.01,-0.11,-0.43
World Government Bond Index - Developed Markets (WGBI  DM),811.00,-0.11,-0.44,"1,074.50",0.08,-0.94,970.49,-0.11,-0.43
World Government Bond Index - Extended (WGBI Extended),819.74,-0.09,-0.41,"1,077.05",0.06,-0.88,965.29,-0.09,-0.40
World Inflation-Linked Securities Index (WorldILSI),197.96,-0.24,-0.81,173.92,0.08,-1.05,200.52,-0.24,-0.81
US Broad Investment-Grade Bond Index (USBIG),"1,949.41",-0.12,-0.39,"1,949.41",-0.12,-0.39,"1,949.41",-0.12,-0.39
US Treasury Index,"1,681.97",-0.18,-0.51,"1,681.97",-0.18,-0.51,"1,681.97",-0.18,-0.51
US High-Yield Market Index,"1,191.39",0.16,0.68,"1,191.39",0.16,0.68,"1,191.39",0.16,0.68
US High-Yield Cash Pay Index,"1,166.73",0.16,0.69,"1,166.73",0.16,0.69,"1,166.73",0.16,0.69
US High-Yield Market Capped Index,412.30,0.14,0.63,412.30,0.14,0.63,412.30,0.14,0.63
US High-Yield Cash Pay Capped Index,408.24,0.14,0.64,408.24,0.14,0.64,408.24,0.14,0.64
LATAM Government Bond Index (LATAMGBI),247.01,-0.06,0.09,119.00,1.09,0.74,164.50,-0.06,0.07
Euro Broad Investment-Grade Bond Index (EuroBIG),254.52,-0.02,-0.22,260.64,0.37,-1.24,296.66,-0.02,-0.21
EMU Government Bond Index (EGBI),260.90,-0.02,-0.27,267.17,0.37,-1.28,303.67,-0.02,-0.25
Eurodollar Bond Index,470.15,-0.12,-0.43,470.15,-0.12,-0.43,470.15,-0.12,-0.43
Eurosterling Bond Index,577.53,-0.32,-1.02,506.68,0.18,-1.07,507.65,-0.32,-1.02
Euroyen Bond Index,185.94,-0.02,0.04,175.90,-0.06,-0.69,369.74,-0.02,0.04
CEEMEA Government Bond Index (CEEMEAGBI),187.73,0.02,0.23,104.06,0.86,0.49,139.23,0.01,0.20
Middle East and North Africa Broad Bond Index (MENABBI),173.21,0.14,0.10,173.21,0.14,0.10,173.21,0.14,0.10
Asian Government Bond Index (AGBI),191.46,0.03,-0.09,167.03,-0.22,-0.41,168.38,0.03,-0.12
Asian Government Extended Bond Index (AGBI-Extended),181.50,0.01,-0.24,192.38,-0.16,-0.46,145.46,0.00,-0.27
AsiaPac Government Bond Index (APGBI),195.56,0.06,-0.14,166.35,-0.02,-0.44,167.05,0.05,-0.17
Asian Broad Bond Index (ABBI),230.78,0.02,0.04,230.78,0.02,0.04,230.78,0.02,0.04
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),143.88,-0.00,-0.08,134.45,-0.23,-0.36,127.03,-0.01,-0.13
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),143.80,-0.00,-0.08,134.38,-0.23,-0.36,126.96,-0.01,-0.13
Dim Sum (Offshore CNY) Bond Index,145.29,0.04,-0.07,147.96,0.27,-0.38,118.38,0.03,-0.11
Australian Broad Investment-Grade Bond Index (AusBIG),332.14,0.15,-0.25,423.67,0.94,-0.43,212.78,0.14,-0.25
Emerging Markets Government Bond Index (EMGBI),251.63,0.02,0.06,142.12,0.17,0.02,163.22,0.01,0.02
Emerging Markets Inflation-Linked Securities Index (EMILSI),438.85,-0.21,0.53,166.39,1.02,1.93,202.31,-0.21,0.50
Emerging Markets US Dollar Government Bond Index EMUSDGBI),950.36,0.28,0.23,950.36,0.28,0.23,950.36,0.28,0.23
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,015.76",0.28,0.43,"1,015.76",0.28,0.43,"1,015.76",0.28,0.43
Debt Capacity World Government Bond Index (DCWGBI),189.13,-0.10,-0.47,185.65,0.23,-0.99,200.80,-0.10,-0.47
Time-Weighted US Fallen Angel Bond Index,803.08,0.23,1.01,803.08,0.23,1.01,803.08,0.23,1.01
