,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),251.11,-0.13,-0.59,253.88,-0.09,-0.60,280.98,-0.13,-0.58
World Government Bond Index (WGBI),812.40,-0.20,-0.81,"1,075.57",-0.17,-0.82,964.40,-0.19,-0.80
World Government Bond Index - Developed Markets (WGBI  DM),807.92,-0.20,-0.82,"1,075.50",-0.17,-0.84,966.86,-0.19,-0.80
World Government Bond Index - Extended (WGBI Extended),816.84,-0.18,-0.76,"1,078.91",-0.15,-0.71,961.86,-0.19,-0.76
World Inflation-Linked Securities Index (WorldILSI),197.37,-0.26,-1.11,174.63,-0.08,-0.65,199.90,-0.27,-1.12
US Broad Investment-Grade Bond Index (USBIG),"1,948.68",0.02,-0.43,"1,948.68",0.02,-0.43,"1,948.68",0.02,-0.43
US Treasury Index,"1,679.68",0.01,-0.64,"1,679.68",0.01,-0.64,"1,679.68",0.01,-0.64
US High-Yield Market Index,"1,195.03",0.05,0.99,"1,195.03",0.05,0.99,"1,195.03",0.05,0.99
US High-Yield Cash Pay Index,"1,170.25",0.05,0.99,"1,170.25",0.05,0.99,"1,170.25",0.05,0.99
US High-Yield Market Capped Index,413.52,0.05,0.93,413.52,0.05,0.93,413.52,0.05,0.93
US High-Yield Cash Pay Capped Index,409.43,0.05,0.94,409.43,0.05,0.94,409.43,0.05,0.94
LATAM Government Bond Index (LATAMGBI),246.95,-0.02,0.07,119.81,0.12,1.43,164.36,-0.03,-0.02
Euro Broad Investment-Grade Bond Index (EuroBIG),253.42,-0.26,-0.65,261.82,-0.15,-0.79,295.45,-0.25,-0.62
EMU Government Bond Index (EGBI),259.48,-0.32,-0.81,268.08,-0.21,-0.95,302.09,-0.31,-0.78
Eurodollar Bond Index,470.35,0.03,-0.39,470.35,0.03,-0.39,470.35,0.03,-0.39
Eurosterling Bond Index,575.43,-0.36,-1.38,511.67,0.10,-0.09,505.73,-0.37,-1.39
Euroyen Bond Index,185.89,-0.06,0.01,176.02,-0.43,-0.62,369.68,-0.06,0.03
CEEMEA Government Bond Index (CEEMEAGBI),186.93,-0.17,-0.20,105.31,0.38,1.70,138.54,-0.20,-0.29
Middle East and North Africa Broad Bond Index (MENABBI),172.95,0.03,-0.05,172.95,0.03,-0.05,172.95,0.03,-0.05
Asian Government Bond Index (AGBI),191.19,-0.08,-0.23,168.37,0.07,0.39,168.02,-0.10,-0.33
Asian Government Extended Bond Index (AGBI-Extended),181.26,-0.06,-0.37,193.60,0.07,0.17,145.15,-0.09,-0.49
AsiaPac Government Bond Index (APGBI),195.11,-0.17,-0.37,167.70,0.02,0.37,166.57,-0.19,-0.46
Asian Broad Bond Index (ABBI),230.93,0.03,0.11,230.93,0.03,0.11,230.93,0.03,0.11
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),143.98,0.03,-0.02,135.39,0.03,0.34,126.99,-0.00,-0.17
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),143.90,0.03,-0.02,135.31,0.03,0.33,126.92,-0.00,-0.17
Dim Sum (Offshore CNY) Bond Index,145.27,0.03,-0.08,149.25,0.31,0.49,118.27,0.00,-0.20
Australian Broad Investment-Grade Bond Index (AusBIG),330.32,-0.52,-0.80,428.16,-0.11,0.63,211.60,-0.53,-0.80
Emerging Markets Government Bond Index (EMGBI),251.46,-0.02,-0.00,143.20,0.13,0.78,162.97,-0.05,-0.13
Emerging Markets Inflation-Linked Securities Index (EMILSI),439.59,0.04,0.71,167.81,0.20,2.79,202.48,0.02,0.58
Emerging Markets US Dollar Government Bond Index EMUSDGBI),948.79,0.04,0.06,948.79,0.04,0.06,948.79,0.04,0.06
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,013.00",0.04,0.16,"1,013.00",0.04,0.16,"1,013.00",0.04,0.16
Debt Capacity World Government Bond Index (DCWGBI),188.30,-0.25,-0.91,186.16,-0.13,-0.72,199.93,-0.25,-0.90
Time-Weighted US Fallen Angel Bond Index,807.73,0.04,1.59,807.73,0.04,1.59,807.73,0.04,1.59
