,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),251.93,0.02,-0.27,254.77,0.12,-0.26,281.88,0.02,-0.26
World Government Bond Index (WGBI),815.54,-0.01,-0.42,"1,080.33",0.10,-0.38,968.10,-0.01,-0.42
World Government Bond Index - Developed Markets (WGBI  DM),811.09,-0.01,-0.43,"1,080.39",0.10,-0.39,970.63,-0.01,-0.42
World Government Bond Index - Extended (WGBI Extended),819.75,-0.01,-0.40,"1,083.18",0.12,-0.32,965.29,-0.01,-0.40
World Inflation-Linked Securities Index (WorldILSI),198.25,-0.03,-0.67,175.11,0.15,-0.38,200.81,-0.03,-0.67
US Broad Investment-Grade Bond Index (USBIG),"1,954.68",0.13,-0.13,"1,954.68",0.13,-0.13,"1,954.68",0.13,-0.13
US Treasury Index,"1,685.93",0.15,-0.27,"1,685.93",0.15,-0.27,"1,685.93",0.15,-0.27
US High-Yield Market Index,"1,194.51",0.06,0.95,"1,194.51",0.06,0.95,"1,194.51",0.06,0.95
US High-Yield Cash Pay Index,"1,169.77",0.06,0.95,"1,169.77",0.06,0.95,"1,169.77",0.06,0.95
US High-Yield Market Capped Index,413.34,0.05,0.89,413.34,0.05,0.89,413.34,0.05,0.89
US High-Yield Cash Pay Capped Index,409.27,0.05,0.90,409.27,0.05,0.90,409.27,0.05,0.90
LATAM Government Bond Index (LATAMGBI),246.55,-0.05,-0.10,118.92,0.45,0.68,164.14,-0.05,-0.15
Euro Broad Investment-Grade Bond Index (EuroBIG),254.34,-0.09,-0.29,262.74,0.19,-0.44,296.49,-0.09,-0.27
EMU Government Bond Index (EGBI),260.64,-0.11,-0.37,269.24,0.16,-0.52,303.40,-0.11,-0.34
Eurodollar Bond Index,472.17,0.20,-0.00,472.17,0.20,-0.00,472.17,0.20,-0.00
Eurosterling Bond Index,578.73,-0.14,-0.81,512.15,0.22,0.00,508.68,-0.14,-0.82
Euroyen Bond Index,185.92,-0.02,0.03,177.22,-0.10,0.06,369.72,-0.02,0.04
CEEMEA Government Bond Index (CEEMEAGBI),187.43,-0.02,0.07,104.87,0.14,1.28,138.96,-0.03,0.01
Middle East and North Africa Broad Bond Index (MENABBI),173.38,0.09,0.20,173.38,0.09,0.20,173.38,0.09,0.20
Asian Government Bond Index (AGBI),191.28,-0.02,-0.18,168.17,0.27,0.27,168.16,-0.03,-0.25
Asian Government Extended Bond Index (AGBI-Extended),181.22,-0.04,-0.39,193.21,0.19,-0.03,145.17,-0.04,-0.47
AsiaPac Government Bond Index (APGBI),195.38,0.01,-0.23,167.53,0.26,0.27,166.85,0.00,-0.29
Asian Broad Bond Index (ABBI),230.80,0.06,0.05,230.80,0.06,0.05,230.80,0.06,0.05
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),143.91,-0.02,-0.06,135.32,0.15,0.29,126.99,-0.03,-0.16
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),143.83,-0.02,-0.07,135.25,0.15,0.29,126.92,-0.03,-0.17
Dim Sum (Offshore CNY) Bond Index,145.17,-0.03,-0.15,148.60,-0.14,0.05,118.23,-0.04,-0.23
Australian Broad Investment-Grade Bond Index (AusBIG),332.07,0.10,-0.27,427.73,0.20,0.52,212.74,0.10,-0.27
Emerging Markets Government Bond Index (EMGBI),251.46,-0.02,-0.00,142.85,0.18,0.54,163.04,-0.03,-0.08
Emerging Markets Inflation-Linked Securities Index (EMILSI),439.25,0.01,0.63,166.65,0.64,2.08,202.41,0.01,0.55
Emerging Markets US Dollar Government Bond Index EMUSDGBI),948.89,0.07,0.07,948.89,0.07,0.07,948.89,0.07,0.07
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),"1,013.14",0.03,0.18,"1,013.14",0.03,0.18,"1,013.14",0.03,0.18
Debt Capacity World Government Bond Index (DCWGBI),189.08,-0.03,-0.50,186.82,0.12,-0.37,200.75,-0.03,-0.50
Time-Weighted US Fallen Angel Bond Index,806.67,0.08,1.46,806.67,0.08,1.46,806.67,0.08,1.46
