,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),248.12,0.13,-0.02,247.75,-0.04,-1.16,277.70,0.12,-0.01
World Government Bond Index (WGBI),803.80,0.16,0.34,"1,046.82",-0.05,-1.08,954.42,0.16,0.35
World Government Bond Index - Developed Markets (WGBI  DM),799.66,0.17,0.37,"1,047.59",-0.03,-1.04,957.23,0.17,0.38
World Government Bond Index - Extended (WGBI Extended),809.26,0.17,0.36,"1,051.38",-0.04,-1.02,952.94,0.17,0.36
World Inflation-Linked Securities Index (WorldILSI),197.16,0.38,1.88,172.29,0.10,0.70,199.61,0.37,1.86
US Broad Investment-Grade Bond Index (USBIG),"1,911.50",0.13,-0.73,"1,911.50",0.13,-0.73,"1,911.50",0.13,-0.73
US Treasury Index,"1,645.66",0.19,-0.52,"1,645.66",0.19,-0.52,"1,645.66",0.19,-0.52
US High-Yield Market Index,"1,185.68",0.18,-0.08,"1,185.68",0.18,-0.08,"1,185.68",0.18,-0.08
US High-Yield Cash Pay Index,"1,161.31",0.19,-0.06,"1,161.31",0.19,-0.06,"1,161.31",0.19,-0.06
US High-Yield Market Capped Index,410.65,0.17,-0.02,410.65,0.17,-0.02,410.65,0.17,-0.02
US High-Yield Cash Pay Capped Index,406.67,0.17,-0.00,406.67,0.17,-0.00,406.67,0.17,-0.00
LATAM Government Bond Index (LATAMGBI),234.67,-0.81,-2.80,109.95,-1.73,-2.91,155.94,-0.80,-2.93
Euro Broad Investment-Grade Bond Index (EuroBIG),252.25,0.12,0.48,254.13,-0.23,-2.06,294.30,0.12,0.53
EMU Government Bond Index (EGBI),258.09,0.16,0.63,260.01,-0.19,-1.92,300.68,0.16,0.67
Eurodollar Bond Index,458.89,0.11,-1.19,458.89,0.11,-1.19,458.89,0.11,-1.19
Eurosterling Bond Index,567.73,0.16,0.52,497.91,-0.36,-1.35,498.82,0.15,0.53
Euroyen Bond Index,185.89,0.03,0.22,170.44,-0.14,-1.87,369.84,0.03,0.25
CEEMEA Government Bond Index (CEEMEAGBI),182.39,0.10,-1.24,98.32,-0.50,-3.27,134.89,0.10,-1.36
Middle East and North Africa Broad Bond Index (MENABBI),168.95,0.13,-0.55,168.95,0.13,-0.55,168.95,0.13,-0.55
Asian Government Bond Index (AGBI),190.58,0.24,0.25,164.60,0.01,-0.83,167.14,0.23,0.12
Asian Government Extended Bond Index (AGBI-Extended),180.54,0.23,0.19,190.03,0.01,-0.40,144.20,0.22,0.02
AsiaPac Government Bond Index (APGBI),194.04,0.30,0.49,163.50,-0.01,-0.70,165.36,0.29,0.38
Asian Broad Bond Index (ABBI),228.32,0.06,-0.10,228.32,0.06,-0.10,228.32,0.06,-0.10
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),144.90,0.15,0.56,134.47,-0.06,-0.42,127.39,0.14,0.36
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),144.81,0.15,0.56,134.40,-0.05,-0.42,127.32,0.14,0.36
Dim Sum (Offshore CNY) Bond Index,145.66,-0.03,0.22,146.91,-0.20,-0.47,118.28,-0.04,0.06
Australian Broad Investment-Grade Bond Index (AusBIG),325.27,0.43,1.36,412.95,-0.34,-0.21,208.32,0.42,1.35
Emerging Markets Government Bond Index (EMGBI),248.48,0.07,-0.34,138.11,-0.29,-1.55,160.61,0.06,-0.51
Emerging Markets Inflation-Linked Securities Index (EMILSI),425.68,-0.39,-1.38,155.78,-1.57,-1.66,195.47,-0.38,-1.60
Emerging Markets US Dollar Government Bond Index EMUSDGBI),911.49,0.14,-0.97,911.49,0.14,-0.97,911.49,0.14,-0.97
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),979.91,0.08,-0.53,979.91,0.08,-0.53,979.91,0.08,-0.53
Debt Capacity World Government Bond Index (DCWGBI),186.11,0.12,0.24,180.35,-0.15,-1.30,197.63,0.12,0.25
Time-Weighted US Fallen Angel Bond Index,794.62,0.26,-0.91,794.62,0.26,-0.91,794.62,0.26,-0.91
