,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),249.05,0.14,0.35,251.00,0.18,0.14,278.71,0.14,0.36
World Government Bond Index (WGBI),805.08,0.15,0.50,"1,061.06",0.19,0.26,955.83,0.15,0.50
World Government Bond Index - Developed Markets (WGBI  DM),800.68,0.15,0.50,"1,061.35",0.19,0.26,958.32,0.15,0.50
World Government Bond Index - Extended (WGBI Extended),810.09,0.15,0.46,"1,064.73",0.17,0.24,953.93,0.15,0.46
World Inflation-Linked Securities Index (WorldILSI),195.20,0.39,0.87,172.35,0.44,0.73,197.68,0.39,0.87
US Broad Investment-Grade Bond Index (USBIG),"1,927.03",0.14,0.08,"1,927.03",0.14,0.08,"1,927.03",0.14,0.08
US Treasury Index,"1,657.31",0.12,0.19,"1,657.31",0.12,0.19,"1,657.31",0.12,0.19
US High-Yield Market Index,"1,190.68",0.10,0.34,"1,190.68",0.10,0.34,"1,190.68",0.10,0.34
US High-Yield Cash Pay Index,"1,165.98",0.09,0.34,"1,165.98",0.09,0.34,"1,165.98",0.09,0.34
US High-Yield Market Capped Index,412.15,0.10,0.34,412.15,0.10,0.34,412.15,0.10,0.34
US High-Yield Cash Pay Capped Index,408.08,0.10,0.35,408.08,0.10,0.35,408.08,0.10,0.35
LATAM Government Bond Index (LATAMGBI),241.60,0.05,0.07,113.12,-0.78,-0.11,160.76,0.05,0.07
Euro Broad Investment-Grade Bond Index (EuroBIG),252.38,0.00,0.54,259.25,0.10,-0.09,294.32,0.01,0.54
EMU Government Bond Index (EGBI),258.02,-0.03,0.61,265.04,0.06,-0.02,300.48,-0.03,0.61
Eurodollar Bond Index,463.98,0.10,-0.10,463.98,0.10,-0.10,463.98,0.10,-0.10
Eurosterling Bond Index,570.11,0.56,0.94,508.32,0.64,0.71,500.87,0.56,0.94
Euroyen Bond Index,185.72,0.10,0.13,173.62,0.03,-0.04,369.41,0.10,0.13
CEEMEA Government Bond Index (CEEMEAGBI),185.05,-0.05,0.21,101.83,-0.24,0.19,137.02,-0.06,0.19
Middle East and North Africa Broad Bond Index (MENABBI),169.92,0.16,0.02,169.92,0.16,0.02,169.92,0.16,0.02
Asian Government Bond Index (AGBI),190.26,0.08,0.08,165.82,-0.05,-0.09,167.06,0.07,0.07
Asian Government Extended Bond Index (AGBI-Extended),180.12,-0.00,-0.04,190.54,-0.04,-0.14,144.09,-0.01,-0.05
AsiaPac Government Bond Index (APGBI),193.58,0.01,0.25,165.02,-0.04,0.22,165.14,0.01,0.24
Asian Broad Bond Index (ABBI),229.18,0.12,0.27,229.18,0.12,0.27,229.18,0.12,0.27
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),144.19,0.10,0.07,134.92,-0.02,-0.09,127.00,0.09,0.05
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),144.11,0.10,0.07,134.84,-0.02,-0.08,126.93,0.09,0.05
Dim Sum (Offshore CNY) Bond Index,145.43,0.05,0.06,147.74,-0.12,0.10,118.26,0.05,0.05
Australian Broad Investment-Grade Bond Index (AusBIG),323.75,-0.27,0.89,421.29,0.10,1.81,207.38,-0.27,0.89
Emerging Markets Government Bond Index (EMGBI),249.65,0.09,0.13,140.21,-0.17,-0.05,161.62,0.08,0.12
Emerging Markets Inflation-Linked Securities Index (EMILSI),430.67,-0.40,-0.22,156.86,-1.82,-0.98,198.19,-0.40,-0.23
Emerging Markets US Dollar Government Bond Index EMUSDGBI),922.55,0.10,0.23,922.55,0.10,0.23,922.55,0.10,0.23
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),988.35,0.16,0.32,988.35,0.16,0.32,988.35,0.16,0.32
Debt Capacity World Government Bond Index (DCWGBI),186.66,0.11,0.54,183.39,0.18,0.36,198.21,0.12,0.54
Time-Weighted US Fallen Angel Bond Index,804.13,0.06,0.27,804.13,0.06,0.27,804.13,0.06,0.27
