,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),247.27,-0.41,-0.36,247.80,-0.54,-1.14,276.74,-0.41,-0.35
World Government Bond Index (WGBI),800.42,-0.47,-0.09,"1,046.74",-0.65,-1.09,950.36,-0.47,-0.08
World Government Bond Index - Developed Markets (WGBI  DM),796.11,-0.47,-0.08,"1,047.18",-0.65,-1.08,952.92,-0.47,-0.07
World Government Bond Index - Extended (WGBI Extended),805.67,-0.44,-0.09,"1,050.86",-0.61,-1.07,948.74,-0.44,-0.08
World Inflation-Linked Securities Index (WorldILSI),195.03,-0.72,0.79,171.48,-0.95,0.22,197.50,-0.73,0.78
US Broad Investment-Grade Bond Index (USBIG),"1,904.86",-0.52,-1.07,"1,904.86",-0.52,-1.07,"1,904.86",-0.52,-1.07
US Treasury Index,"1,638.41",-0.65,-0.95,"1,638.41",-0.65,-0.95,"1,638.41",-0.65,-0.95
US High-Yield Market Index,"1,185.02",-0.22,-0.13,"1,185.02",-0.22,-0.13,"1,185.02",-0.22,-0.13
US High-Yield Cash Pay Index,"1,160.57",-0.21,-0.12,"1,160.57",-0.21,-0.12,"1,160.57",-0.21,-0.12
US High-Yield Market Capped Index,410.30,-0.21,-0.10,410.30,-0.21,-0.10,410.30,-0.21,-0.10
US High-Yield Cash Pay Capped Index,406.30,-0.20,-0.09,406.30,-0.20,-0.09,406.30,-0.20,-0.09
LATAM Government Bond Index (LATAMGBI),239.13,-0.08,-0.95,112.58,-0.48,-0.59,159.01,-0.08,-1.02
Euro Broad Investment-Grade Bond Index (EuroBIG),251.67,-0.25,0.26,255.85,-0.44,-1.40,293.57,-0.24,0.28
EMU Government Bond Index (EGBI),257.38,-0.31,0.36,261.66,-0.50,-1.30,299.80,-0.31,0.38
Eurodollar Bond Index,456.49,-0.59,-1.71,456.49,-0.59,-1.71,456.49,-0.59,-1.71
Eurosterling Bond Index,565.05,-0.56,0.05,501.85,-1.09,-0.57,496.47,-0.56,0.05
Euroyen Bond Index,185.69,-0.06,0.11,169.99,-0.51,-2.13,369.39,-0.06,0.13
CEEMEA Government Bond Index (CEEMEAGBI),183.71,-0.20,-0.52,100.26,-0.56,-1.37,135.94,-0.20,-0.60
Middle East and North Africa Broad Bond Index (MENABBI),167.86,-0.45,-1.19,167.86,-0.45,-1.19,167.86,-0.45,-1.19
Asian Government Bond Index (AGBI),189.48,-0.12,-0.32,164.04,-0.23,-1.17,166.29,-0.12,-0.38
Asian Government Extended Bond Index (AGBI-Extended),179.40,-0.11,-0.44,189.11,-0.15,-0.89,143.41,-0.12,-0.52
AsiaPac Government Bond Index (APGBI),192.93,-0.15,-0.08,163.32,-0.28,-0.81,164.51,-0.16,-0.14
Asian Broad Bond Index (ABBI),226.89,-0.29,-0.73,226.89,-0.29,-0.73,226.89,-0.29,-0.73
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),144.37,-0.01,0.19,134.36,-0.20,-0.50,127.05,-0.02,0.09
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),144.28,-0.01,0.19,134.28,-0.20,-0.50,126.98,-0.02,0.09
Dim Sum (Offshore CNY) Bond Index,145.60,0.06,0.18,147.36,-0.14,-0.16,118.33,0.05,0.10
Australian Broad Investment-Grade Bond Index (AusBIG),323.54,-0.39,0.82,417.60,-0.62,0.92,207.24,-0.39,0.83
Emerging Markets Government Bond Index (EMGBI),248.64,-0.03,-0.28,138.94,-0.27,-0.95,160.85,-0.04,-0.36
Emerging Markets Inflation-Linked Securities Index (EMILSI),431.80,-0.13,0.04,158.74,-0.49,0.20,198.51,-0.14,-0.07
Emerging Markets US Dollar Government Bond Index EMUSDGBI),907.82,-0.42,-1.37,907.82,-0.42,-1.37,907.82,-0.42,-1.37
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),975.16,-0.41,-1.02,975.16,-0.41,-1.02,975.16,-0.41,-1.02
Debt Capacity World Government Bond Index (DCWGBI),185.55,-0.43,-0.06,180.84,-0.61,-1.04,197.03,-0.42,-0.06
Time-Weighted US Fallen Angel Bond Index,797.99,-0.33,-0.49,797.99,-0.33,-0.49,797.99,-0.33,-0.49
