,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),246.55,-0.23,-0.65,247.06,-0.12,-1.44,275.94,-0.23,-0.64
World Government Bond Index (WGBI),798.00,-0.22,-0.39,"1,043.65",-0.06,-1.38,947.56,-0.21,-0.37
World Government Bond Index - Developed Markets (WGBI  DM),793.72,-0.22,-0.38,"1,044.07",-0.07,-1.38,950.15,-0.22,-0.36
World Government Bond Index - Extended (WGBI Extended),803.49,-0.19,-0.36,"1,048.33",-0.04,-1.31,946.20,-0.19,-0.35
World Inflation-Linked Securities Index (WorldILSI),195.00,-0.45,0.77,171.70,-0.24,0.35,197.47,-0.44,0.77
US Broad Investment-Grade Bond Index (USBIG),"1,898.26",-0.34,-1.41,"1,898.26",-0.34,-1.41,"1,898.26",-0.34,-1.41
US Treasury Index,"1,632.70",-0.36,-1.30,"1,632.70",-0.36,-1.30,"1,632.70",-0.36,-1.30
US High-Yield Market Index,"1,179.11",-0.24,-0.63,"1,179.11",-0.24,-0.63,"1,179.11",-0.24,-0.63
US High-Yield Cash Pay Index,"1,154.78",-0.24,-0.62,"1,154.78",-0.24,-0.62,"1,154.78",-0.24,-0.62
US High-Yield Market Capped Index,408.44,-0.22,-0.56,408.44,-0.22,-0.56,408.44,-0.22,-0.56
US High-Yield Cash Pay Capped Index,404.45,-0.22,-0.55,404.45,-0.22,-0.55,404.45,-0.22,-0.55
LATAM Government Bond Index (LATAMGBI),237.27,0.03,-1.72,112.66,1.11,-0.52,157.70,0.01,-1.84
Euro Broad Investment-Grade Bond Index (EuroBIG),250.86,-0.12,-0.07,254.74,0.06,-1.82,292.67,-0.11,-0.03
EMU Government Bond Index (EGBI),256.28,-0.11,-0.07,260.25,0.06,-1.83,298.58,-0.11,-0.03
Eurodollar Bond Index,454.82,-0.32,-2.07,454.82,-0.32,-2.07,454.82,-0.32,-2.07
Eurosterling Bond Index,562.06,-0.32,-0.48,500.68,0.04,-0.80,493.87,-0.32,-0.47
Euroyen Bond Index,185.68,-0.05,0.11,170.00,0.18,-2.13,369.40,-0.05,0.13
CEEMEA Government Bond Index (CEEMEAGBI),182.96,-0.32,-0.92,100.04,0.11,-1.58,135.30,-0.34,-1.06
Middle East and North Africa Broad Bond Index (MENABBI),167.93,-0.23,-1.15,167.93,-0.23,-1.15,167.93,-0.23,-1.15
Asian Government Bond Index (AGBI),189.48,0.03,-0.33,164.35,0.17,-0.98,166.23,0.02,-0.42
Asian Government Extended Bond Index (AGBI-Extended),179.44,0.04,-0.42,189.54,0.15,-0.66,143.38,0.03,-0.55
AsiaPac Government Bond Index (APGBI),192.80,-0.04,-0.16,163.60,0.24,-0.63,164.35,-0.05,-0.23
Asian Broad Bond Index (ABBI),227.01,-0.07,-0.68,227.01,-0.07,-0.68,227.01,-0.07,-0.68
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),144.49,0.03,0.28,134.53,0.04,-0.37,127.10,0.03,0.13
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),144.41,0.03,0.27,134.45,0.04,-0.37,127.03,0.03,0.13
Dim Sum (Offshore CNY) Bond Index,145.69,0.01,0.24,147.39,0.09,-0.14,118.35,0.01,0.12
Australian Broad Investment-Grade Bond Index (AusBIG),322.58,-0.43,0.52,418.78,0.70,1.20,206.64,-0.42,0.53
Emerging Markets Government Bond Index (EMGBI),248.26,-0.04,-0.43,138.89,0.19,-0.99,160.52,-0.06,-0.56
Emerging Markets Inflation-Linked Securities Index (EMILSI),429.60,-0.21,-0.47,159.64,1.58,0.78,197.36,-0.24,-0.65
Emerging Markets US Dollar Government Bond Index EMUSDGBI),910.08,-0.14,-1.12,910.08,-0.14,-1.12,910.08,-0.14,-1.12
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),976.90,-0.13,-0.84,976.90,-0.13,-0.84,976.90,-0.13,-0.84
Debt Capacity World Government Bond Index (DCWGBI),184.93,-0.20,-0.39,180.34,0.02,-1.31,196.39,-0.20,-0.38
Time-Weighted US Fallen Angel Bond Index,790.80,-0.43,-1.39,790.80,-0.43,-1.39,790.80,-0.43,-1.39
