,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),248.14,0.01,-0.01,247.28,-0.19,-1.35,277.72,0.01,-0.00
World Government Bond Index (WGBI),804.06,0.03,0.37,"1,044.55",-0.22,-1.30,954.70,0.03,0.38
World Government Bond Index - Developed Markets (WGBI  DM),799.90,0.03,0.40,"1,045.32",-0.22,-1.26,957.50,0.03,0.41
World Government Bond Index - Extended (WGBI Extended),809.44,0.02,0.38,"1,049.13",-0.21,-1.23,953.13,0.02,0.38
World Inflation-Linked Securities Index (WorldILSI),197.85,0.35,2.24,172.65,0.21,0.91,200.29,0.34,2.21
US Broad Investment-Grade Bond Index (USBIG),"1,910.08",-0.07,-0.80,"1,910.08",-0.07,-0.80,"1,910.08",-0.07,-0.80
US Treasury Index,"1,645.09",-0.03,-0.55,"1,645.09",-0.03,-0.55,"1,645.09",-0.03,-0.55
US High-Yield Market Index,"1,185.39",-0.02,-0.10,"1,185.39",-0.02,-0.10,"1,185.39",-0.02,-0.10
US High-Yield Cash Pay Index,"1,160.97",-0.03,-0.09,"1,160.97",-0.03,-0.09,"1,160.97",-0.03,-0.09
US High-Yield Market Capped Index,410.55,-0.03,-0.04,410.55,-0.03,-0.04,410.55,-0.03,-0.04
US High-Yield Cash Pay Capped Index,406.55,-0.03,-0.03,406.55,-0.03,-0.03,406.55,-0.03,-0.03
LATAM Government Bond Index (LATAMGBI),234.40,-0.11,-2.91,109.49,-0.42,-3.32,155.78,-0.11,-3.03
Euro Broad Investment-Grade Bond Index (EuroBIG),252.60,0.14,0.62,253.30,-0.33,-2.38,294.70,0.14,0.67
EMU Government Bond Index (EGBI),258.50,0.16,0.79,259.21,-0.31,-2.22,301.14,0.15,0.83
Eurodollar Bond Index,458.12,-0.17,-1.36,458.12,-0.17,-1.36,458.12,-0.17,-1.36
Eurosterling Bond Index,568.77,0.18,0.70,498.86,0.19,-1.16,499.72,0.18,0.71
Euroyen Bond Index,185.89,-0.00,0.22,169.94,-0.30,-2.16,369.83,-0.00,0.25
CEEMEA Government Bond Index (CEEMEAGBI),182.50,0.06,-1.18,97.74,-0.59,-3.84,134.97,0.06,-1.30
Middle East and North Africa Broad Bond Index (MENABBI),168.76,-0.11,-0.66,168.76,-0.11,-0.66,168.76,-0.11,-0.66
Asian Government Bond Index (AGBI),190.49,-0.05,0.20,164.32,-0.17,-1.00,167.05,-0.05,0.07
Asian Government Extended Bond Index (AGBI-Extended),180.50,-0.03,0.17,189.77,-0.14,-0.54,144.16,-0.03,-0.01
AsiaPac Government Bond Index (APGBI),193.92,-0.06,0.43,163.07,-0.26,-0.96,165.24,-0.07,0.31
Asian Broad Bond Index (ABBI),228.18,-0.06,-0.16,228.18,-0.06,-0.16,228.18,-0.06,-0.16
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),144.92,0.02,0.57,134.27,-0.15,-0.57,127.40,0.01,0.37
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),144.84,0.02,0.57,134.19,-0.15,-0.57,127.33,0.01,0.37
Dim Sum (Offshore CNY) Bond Index,145.71,0.04,0.26,146.40,-0.35,-0.81,118.32,0.03,0.09
Australian Broad Investment-Grade Bond Index (AusBIG),324.90,-0.11,1.24,409.67,-0.79,-1.00,208.07,-0.12,1.23
Emerging Markets Government Bond Index (EMGBI),248.37,-0.05,-0.39,137.69,-0.30,-1.85,160.53,-0.05,-0.56
Emerging Markets Inflation-Linked Securities Index (EMILSI),425.21,-0.11,-1.49,154.43,-0.87,-2.52,195.29,-0.09,-1.69
Emerging Markets US Dollar Government Bond Index EMUSDGBI),911.01,-0.05,-1.02,911.01,-0.05,-1.02,911.01,-0.05,-1.02
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),979.69,-0.02,-0.56,979.69,-0.02,-0.56,979.69,-0.02,-0.56
Debt Capacity World Government Bond Index (DCWGBI),186.25,0.08,0.32,179.85,-0.28,-1.58,197.78,0.07,0.32
Time-Weighted US Fallen Angel Bond Index,795.08,0.06,-0.85,795.08,0.06,-0.85,795.08,0.06,-0.85
