,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),247.86,-0.07,-0.13,248.20,-0.58,-0.98,277.37,-0.07,-0.12
World Government Bond Index (WGBI),801.95,0.03,0.10,"1,048.09",-0.61,-0.96,952.12,0.03,0.11
World Government Bond Index - Developed Markets (WGBI  DM),797.63,0.03,0.11,"1,048.68",-0.59,-0.94,954.67,0.03,0.11
World Government Bond Index - Extended (WGBI Extended),807.17,0.03,0.10,"1,052.67",-0.57,-0.90,950.48,0.03,0.10
World Inflation-Linked Securities Index (WorldILSI),195.08,-0.01,0.81,170.95,-0.76,-0.09,197.54,-0.02,0.80
US Broad Investment-Grade Bond Index (USBIG),"1,913.85",-0.12,-0.60,"1,913.85",-0.12,-0.60,"1,913.85",-0.12,-0.60
US Treasury Index,"1,647.80",0.06,-0.39,"1,647.80",0.06,-0.39,"1,647.80",0.06,-0.39
US High-Yield Market Index,"1,185.35",-0.22,-0.11,"1,185.35",-0.22,-0.11,"1,185.35",-0.22,-0.11
US High-Yield Cash Pay Index,"1,160.80",-0.22,-0.10,"1,160.80",-0.22,-0.10,"1,160.80",-0.22,-0.10
US High-Yield Market Capped Index,410.30,-0.22,-0.10,410.30,-0.22,-0.10,410.30,-0.22,-0.10
US High-Yield Cash Pay Capped Index,406.27,-0.22,-0.10,406.27,-0.22,-0.10,406.27,-0.22,-0.10
LATAM Government Bond Index (LATAMGBI),239.70,0.12,-0.72,110.77,-1.29,-2.19,159.47,0.13,-0.73
Euro Broad Investment-Grade Bond Index (EuroBIG),251.33,-0.14,0.12,254.89,-1.23,-1.77,293.13,-0.14,0.13
EMU Government Bond Index (EGBI),256.71,-0.15,0.09,260.33,-1.25,-1.80,298.98,-0.15,0.10
Eurodollar Bond Index,458.96,-0.37,-1.18,458.96,-0.37,-1.18,458.96,-0.37,-1.18
Eurosterling Bond Index,567.32,-0.27,0.45,501.14,-1.49,-0.71,498.42,-0.28,0.45
Euroyen Bond Index,185.98,0.17,0.27,171.40,-0.44,-1.32,369.92,0.17,0.27
CEEMEA Government Bond Index (CEEMEAGBI),184.21,-0.34,-0.25,99.48,-1.90,-2.13,136.38,-0.34,-0.28
Middle East and North Africa Broad Bond Index (MENABBI),168.33,-0.47,-0.91,168.33,-0.47,-0.91,168.33,-0.47,-0.91
Asian Government Bond Index (AGBI),189.93,-0.07,-0.09,165.26,-0.24,-0.43,166.74,-0.07,-0.12
Asian Government Extended Bond Index (AGBI-Extended),179.84,-0.05,-0.20,190.22,-0.24,-0.30,143.83,-0.06,-0.23
AsiaPac Government Bond Index (APGBI),193.09,-0.10,-0.00,163.91,-0.51,-0.45,164.70,-0.11,-0.02
Asian Broad Bond Index (ABBI),227.83,-0.27,-0.32,227.83,-0.27,-0.32,227.83,-0.27,-0.32
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),144.26,0.09,0.12,134.84,-0.05,-0.14,127.03,0.08,0.08
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),144.18,0.09,0.12,134.77,-0.05,-0.14,126.96,0.08,0.08
Dim Sum (Offshore CNY) Bond Index,145.42,-0.04,0.06,146.78,-0.73,-0.56,118.24,-0.04,0.02
Australian Broad Investment-Grade Bond Index (AusBIG),321.58,-0.32,0.21,410.47,-2.09,-0.80,205.98,-0.32,0.21
Emerging Markets Government Bond Index (EMGBI),249.04,-0.05,-0.12,139.06,-0.62,-0.87,161.19,-0.06,-0.15
Emerging Markets Inflation-Linked Securities Index (EMILSI),430.67,0.26,-0.22,155.32,-1.52,-1.95,198.12,0.25,-0.26
Emerging Markets US Dollar Government Bond Index EMUSDGBI),908.86,-0.85,-1.26,908.86,-0.85,-1.26,908.86,-0.85,-1.26
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),975.77,-0.74,-0.95,975.77,-0.74,-0.95,975.77,-0.74,-0.95
Debt Capacity World Government Bond Index (DCWGBI),185.79,-0.06,0.07,180.65,-0.91,-1.14,197.29,-0.06,0.07
Time-Weighted US Fallen Angel Bond Index,800.98,-0.19,-0.12,800.98,-0.19,-0.12,800.98,-0.19,-0.12
