,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),248.69,0.21,0.21,250.56,-0.04,-0.04,278.30,0.21,0.21
World Government Bond Index (WGBI),803.87,0.34,0.34,"1,059.08",0.07,0.07,954.38,0.34,0.34
World Government Bond Index - Developed Markets (WGBI  DM),799.47,0.34,0.34,"1,059.34",0.07,0.07,956.87,0.34,0.34
World Government Bond Index - Extended (WGBI Extended),808.87,0.31,0.31,"1,062.89",0.06,0.06,952.49,0.31,0.31
World Inflation-Linked Securities Index (WorldILSI),194.44,0.48,0.48,171.59,0.29,0.29,196.90,0.48,0.48
US Broad Investment-Grade Bond Index (USBIG),"1,924.42",-0.05,-0.05,"1,924.42",-0.05,-0.05,"1,924.42",-0.05,-0.05
US Treasury Index,"1,655.26",0.06,0.06,"1,655.26",0.06,0.06,"1,655.26",0.06,0.06
US High-Yield Market Index,"1,189.54",0.25,0.25,"1,189.54",0.25,0.25,"1,189.54",0.25,0.25
US High-Yield Cash Pay Index,"1,164.89",0.25,0.25,"1,164.89",0.25,0.25,"1,164.89",0.25,0.25
US High-Yield Market Capped Index,411.75,0.25,0.25,411.75,0.25,0.25,411.75,0.25,0.25
US High-Yield Cash Pay Capped Index,407.69,0.25,0.25,407.69,0.25,0.25,407.69,0.25,0.25
LATAM Government Bond Index (LATAMGBI),241.48,0.02,0.02,114.01,0.67,0.67,160.68,0.02,0.02
Euro Broad Investment-Grade Bond Index (EuroBIG),252.37,0.53,0.53,259.00,-0.18,-0.18,294.30,0.53,0.53
EMU Government Bond Index (EGBI),258.11,0.64,0.64,264.89,-0.08,-0.08,300.58,0.64,0.64
Eurodollar Bond Index,463.51,-0.20,-0.20,463.51,-0.20,-0.20,463.51,-0.20,-0.20
Eurosterling Bond Index,566.96,0.38,0.38,505.10,0.07,0.07,498.10,0.38,0.38
Euroyen Bond Index,185.53,0.03,0.03,173.57,-0.07,-0.07,369.03,0.03,0.03
CEEMEA Government Bond Index (CEEMEAGBI),185.14,0.26,0.26,102.08,0.43,0.43,137.10,0.25,0.25
Middle East and North Africa Broad Bond Index (MENABBI),169.65,-0.14,-0.14,169.65,-0.14,-0.14,169.65,-0.14,-0.14
Asian Government Bond Index (AGBI),190.11,0.01,0.01,165.90,-0.04,-0.04,166.94,0.00,0.00
Asian Government Extended Bond Index (AGBI-Extended),180.13,-0.04,-0.04,190.62,-0.09,-0.09,144.10,-0.04,-0.04
AsiaPac Government Bond Index (APGBI),193.55,0.24,0.24,165.09,0.27,0.27,165.12,0.23,0.23
Asian Broad Bond Index (ABBI),228.92,0.16,0.16,228.92,0.16,0.16,228.92,0.16,0.16
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),144.05,-0.03,-0.03,134.95,-0.06,-0.06,126.88,-0.04,-0.04
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),143.97,-0.03,-0.03,134.88,-0.06,-0.06,126.81,-0.04,-0.04
Dim Sum (Offshore CNY) Bond Index,145.35,0.01,0.01,147.91,0.21,0.21,118.21,0.00,0.00
Australian Broad Investment-Grade Bond Index (AusBIG),324.62,1.16,1.16,420.89,1.71,1.71,207.93,1.16,1.16
Emerging Markets Government Bond Index (EMGBI),249.44,0.04,0.04,140.44,0.11,0.11,161.49,0.04,0.04
Emerging Markets Inflation-Linked Securities Index (EMILSI),432.39,0.17,0.17,159.77,0.85,0.85,198.98,0.17,0.17
Emerging Markets US Dollar Government Bond Index EMUSDGBI),921.65,0.13,0.13,921.65,0.13,0.13,921.65,0.13,0.13
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),986.80,0.16,0.16,986.80,0.16,0.16,986.80,0.16,0.16
Debt Capacity World Government Bond Index (DCWGBI),186.45,0.42,0.42,183.06,0.18,0.18,197.98,0.42,0.42
Time-Weighted US Fallen Angel Bond Index,803.63,0.21,0.21,803.63,0.21,0.21,803.63,0.21,0.21
