,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),247.81,0.22,-0.14,247.85,0.02,-1.12,277.36,0.21,-0.13
World Government Bond Index (WGBI),802.51,0.22,0.18,"1,047.32",-0.00,-1.04,952.91,0.22,0.19
World Government Bond Index - Developed Markets (WGBI  DM),798.28,0.22,0.20,"1,047.89",0.01,-1.01,955.61,0.22,0.21
World Government Bond Index - Extended (WGBI Extended),807.90,0.21,0.19,"1,051.83",0.00,-0.98,951.36,0.21,0.19
World Inflation-Linked Securities Index (WorldILSI),196.41,0.31,1.50,172.12,0.05,0.60,198.88,0.30,1.49
US Broad Investment-Grade Bond Index (USBIG),"1,909.07",0.24,-0.85,"1,909.07",0.24,-0.85,"1,909.07",0.24,-0.85
US Treasury Index,"1,642.60",0.21,-0.70,"1,642.60",0.21,-0.70,"1,642.60",0.21,-0.70
US High-Yield Market Index,"1,183.53",0.11,-0.26,"1,183.53",0.11,-0.26,"1,183.53",0.11,-0.26
US High-Yield Cash Pay Index,"1,159.16",0.12,-0.24,"1,159.16",0.12,-0.24,"1,159.16",0.12,-0.24
US High-Yield Market Capped Index,409.97,0.12,-0.18,409.97,0.12,-0.18,409.97,0.12,-0.18
US High-Yield Cash Pay Capped Index,405.97,0.12,-0.17,405.97,0.12,-0.17,405.97,0.12,-0.17
LATAM Government Bond Index (LATAMGBI),236.58,-0.20,-2.00,111.89,-0.31,-1.20,157.20,-0.20,-2.15
Euro Broad Investment-Grade Bond Index (EuroBIG),251.94,0.17,0.36,254.71,-0.33,-1.84,293.94,0.17,0.41
EMU Government Bond Index (EGBI),257.68,0.23,0.47,260.51,-0.27,-1.73,300.21,0.23,0.51
Eurodollar Bond Index,458.37,0.31,-1.31,458.37,0.31,-1.31,458.37,0.31,-1.31
Eurosterling Bond Index,566.85,0.42,0.36,499.71,-0.03,-0.99,498.06,0.41,0.37
Euroyen Bond Index,185.83,0.03,0.19,170.68,0.08,-1.73,369.72,0.03,0.22
CEEMEA Government Bond Index (CEEMEAGBI),182.20,-0.19,-1.34,98.82,-0.71,-2.78,134.75,-0.18,-1.46
Middle East and North Africa Broad Bond Index (MENABBI),168.74,0.30,-0.67,168.74,0.30,-0.67,168.74,0.30,-0.67
Asian Government Bond Index (AGBI),190.13,0.11,0.02,164.58,0.06,-0.84,166.76,0.10,-0.11
Asian Government Extended Bond Index (AGBI-Extended),180.14,0.14,-0.03,190.02,0.10,-0.41,143.89,0.14,-0.19
AsiaPac Government Bond Index (APGBI),193.47,0.10,0.19,163.52,-0.08,-0.69,164.88,0.09,0.09
Asian Broad Bond Index (ABBI),228.18,0.22,-0.17,228.18,0.22,-0.17,228.18,0.22,-0.17
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),144.68,0.01,0.41,134.55,0.02,-0.36,127.22,0.01,0.22
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),144.60,0.01,0.41,134.47,0.02,-0.36,127.14,0.01,0.22
Dim Sum (Offshore CNY) Bond Index,145.71,-0.02,0.25,147.20,-0.17,-0.27,118.33,-0.02,0.10
Australian Broad Investment-Grade Bond Index (AusBIG),323.86,0.09,0.92,414.34,-0.78,0.13,207.44,0.08,0.92
Emerging Markets Government Bond Index (EMGBI),248.31,0.01,-0.41,138.51,-0.12,-1.26,160.51,0.00,-0.57
Emerging Markets Inflation-Linked Securities Index (EMILSI),427.36,-0.27,-0.99,158.26,0.02,-0.10,196.22,-0.29,-1.22
Emerging Markets US Dollar Government Bond Index EMUSDGBI),910.19,0.32,-1.11,910.19,0.32,-1.11,910.19,0.32,-1.11
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),979.08,0.30,-0.62,979.08,0.30,-0.62,979.08,0.30,-0.62
Debt Capacity World Government Bond Index (DCWGBI),185.89,0.20,0.12,180.63,-0.11,-1.15,197.40,0.20,0.13
Time-Weighted US Fallen Angel Bond Index,792.54,0.06,-1.17,792.54,0.06,-1.17,792.54,0.06,-1.17
