,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),248.29,0.08,0.05,249.14,0.31,-0.60,277.87,0.08,0.06
World Government Bond Index (WGBI),804.20,0.11,0.39,"1,053.55",0.38,-0.45,954.82,0.11,0.39
World Government Bond Index - Developed Markets (WGBI  DM),799.88,0.11,0.40,"1,054.02",0.37,-0.44,957.42,0.11,0.40
World Government Bond Index - Extended (WGBI Extended),809.24,0.10,0.36,"1,057.31",0.39,-0.46,952.92,0.10,0.36
World Inflation-Linked Securities Index (WorldILSI),196.45,0.04,1.52,173.12,0.38,1.18,198.94,0.05,1.52
US Broad Investment-Grade Bond Index (USBIG),"1,914.78",-0.01,-0.55,"1,914.78",-0.01,-0.55,"1,914.78",-0.01,-0.55
US Treasury Index,"1,649.09",-0.09,-0.31,"1,649.09",-0.09,-0.31,"1,649.09",-0.09,-0.31
US High-Yield Market Index,"1,187.63",0.34,0.09,"1,187.63",0.34,0.09,"1,187.63",0.34,0.09
US High-Yield Cash Pay Index,"1,163.05",0.34,0.09,"1,163.05",0.34,0.09,"1,163.05",0.34,0.09
US High-Yield Market Capped Index,411.17,0.33,0.11,411.17,0.33,0.11,411.17,0.33,0.11
US High-Yield Cash Pay Capped Index,407.13,0.33,0.11,407.13,0.33,0.11,407.13,0.33,0.11
LATAM Government Bond Index (LATAMGBI),239.32,0.16,-0.87,113.12,1.77,-0.11,159.14,0.14,-0.94
Euro Broad Investment-Grade Bond Index (EuroBIG),252.30,0.16,0.51,256.98,0.70,-0.96,294.29,0.16,0.53
EMU Government Bond Index (EGBI),258.20,0.24,0.67,262.98,0.78,-0.80,300.73,0.24,0.69
Eurodollar Bond Index,459.19,0.06,-1.13,459.19,0.06,-1.13,459.19,0.06,-1.13
Eurosterling Bond Index,568.24,-0.21,0.61,507.37,0.26,0.52,499.27,-0.20,0.62
Euroyen Bond Index,185.80,0.09,0.17,170.87,0.21,-1.63,369.60,0.09,0.18
CEEMEA Government Bond Index (CEEMEAGBI),184.08,0.19,-0.32,100.82,1.01,-0.82,136.21,0.17,-0.40
Middle East and North Africa Broad Bond Index (MENABBI),168.62,0.43,-0.74,168.62,0.43,-0.74,168.62,0.43,-0.74
Asian Government Bond Index (AGBI),189.71,0.04,-0.21,164.41,0.40,-0.94,166.49,0.03,-0.26
Asian Government Extended Bond Index (AGBI-Extended),179.60,0.03,-0.33,189.38,0.30,-0.74,143.58,0.02,-0.41
AsiaPac Government Bond Index (APGBI),193.23,0.08,0.07,163.78,0.49,-0.53,164.77,0.08,0.02
Asian Broad Bond Index (ABBI),227.56,0.25,-0.44,227.56,0.25,-0.44,227.56,0.25,-0.44
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),144.38,0.02,0.20,134.63,0.32,-0.30,127.07,0.01,0.11
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),144.30,0.02,0.20,134.55,0.32,-0.30,127.00,0.01,0.11
Dim Sum (Offshore CNY) Bond Index,145.52,-0.01,0.12,147.57,0.35,-0.02,118.27,-0.01,0.05
Australian Broad Investment-Grade Bond Index (AusBIG),324.80,0.38,1.21,420.20,1.08,1.55,208.05,0.39,1.22
Emerging Markets Government Bond Index (EMGBI),248.72,0.06,-0.25,139.32,0.61,-0.68,160.91,0.05,-0.33
Emerging Markets Inflation-Linked Securities Index (EMILSI),432.37,0.16,0.17,159.52,2.47,0.70,198.78,0.15,0.07
Emerging Markets US Dollar Government Bond Index EMUSDGBI),911.62,0.86,-0.96,911.62,0.86,-0.96,911.62,0.86,-0.96
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),979.13,0.82,-0.61,979.13,0.82,-0.61,979.13,0.82,-0.61
Debt Capacity World Government Bond Index (DCWGBI),186.34,0.12,0.37,181.96,0.51,-0.43,197.87,0.12,0.37
Time-Weighted US Fallen Angel Bond Index,800.63,0.34,-0.16,800.63,0.34,-0.16,800.63,0.34,-0.16
