,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),248.10,0.09,-0.03,248.39,0.15,-0.90,277.66,0.09,-0.02
World Government Bond Index (WGBI),803.32,0.08,0.28,"1,049.51",0.16,-0.83,953.79,0.08,0.28
World Government Bond Index - Developed Markets (WGBI  DM),799.03,0.09,0.29,"1,050.11",0.16,-0.81,956.40,0.09,0.29
World Government Bond Index - Extended (WGBI Extended),808.43,0.08,0.26,"1,053.25",0.16,-0.84,951.97,0.08,0.26
World Inflation-Linked Securities Index (WorldILSI),196.38,0.29,1.48,172.46,0.38,0.80,198.85,0.29,1.47
US Broad Investment-Grade Bond Index (USBIG),"1,915.00",0.12,-0.54,"1,915.00",0.12,-0.54,"1,915.00",0.12,-0.54
US Treasury Index,"1,650.66",0.12,-0.21,"1,650.66",0.12,-0.21,"1,650.66",0.12,-0.21
US High-Yield Market Index,"1,183.58",-0.03,-0.25,"1,183.58",-0.03,-0.25,"1,183.58",-0.03,-0.25
US High-Yield Cash Pay Index,"1,159.06",-0.03,-0.25,"1,159.06",-0.03,-0.25,"1,159.06",-0.03,-0.25
US High-Yield Market Capped Index,409.82,-0.01,-0.22,409.82,-0.01,-0.22,409.82,-0.01,-0.22
US High-Yield Cash Pay Capped Index,405.78,-0.01,-0.22,405.78,-0.01,-0.22,405.78,-0.01,-0.22
LATAM Government Bond Index (LATAMGBI),238.94,-0.15,-1.03,111.15,0.79,-1.85,158.92,-0.16,-1.08
Euro Broad Investment-Grade Bond Index (EuroBIG),251.89,0.08,0.34,255.19,0.19,-1.65,293.80,0.08,0.36
EMU Government Bond Index (EGBI),257.58,0.09,0.43,260.95,0.20,-1.57,300.01,0.09,0.45
Eurodollar Bond Index,458.90,0.20,-1.19,458.90,0.20,-1.19,458.90,0.20,-1.19
Eurosterling Bond Index,569.43,0.02,0.82,506.06,0.10,0.27,500.28,0.02,0.82
Euroyen Bond Index,185.63,0.02,0.08,170.50,0.17,-1.84,369.27,0.02,0.09
CEEMEA Government Bond Index (CEEMEAGBI),183.73,0.07,-0.51,99.81,0.63,-1.81,135.98,0.06,-0.57
Middle East and North Africa Broad Bond Index (MENABBI),167.90,0.25,-1.17,167.90,0.25,-1.17,167.90,0.25,-1.17
Asian Government Bond Index (AGBI),189.64,0.05,-0.24,163.76,0.05,-1.33,166.45,0.04,-0.29
Asian Government Extended Bond Index (AGBI-Extended),179.55,0.02,-0.36,188.81,0.04,-1.04,143.55,0.01,-0.43
AsiaPac Government Bond Index (APGBI),193.07,0.10,-0.02,162.98,0.14,-1.01,164.64,0.09,-0.06
Asian Broad Bond Index (ABBI),227.00,0.12,-0.68,227.00,0.12,-0.68,227.00,0.12,-0.68
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),144.35,0.03,0.18,134.20,0.14,-0.62,127.06,0.03,0.10
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),144.27,0.03,0.18,134.13,0.14,-0.62,126.98,0.03,0.10
Dim Sum (Offshore CNY) Bond Index,145.53,0.02,0.13,147.05,0.21,-0.37,118.28,0.01,0.06
Australian Broad Investment-Grade Bond Index (AusBIG),323.57,0.26,0.83,415.70,0.49,0.46,207.25,0.26,0.83
Emerging Markets Government Bond Index (EMGBI),248.56,0.03,-0.31,138.47,0.30,-1.29,160.82,0.02,-0.38
Emerging Markets Inflation-Linked Securities Index (EMILSI),431.66,0.04,0.01,155.68,1.12,-1.73,198.48,0.02,-0.08
Emerging Markets US Dollar Government Bond Index EMUSDGBI),903.87,0.31,-1.80,903.87,0.31,-1.80,903.87,0.31,-1.80
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),971.15,0.30,-1.42,971.15,0.30,-1.42,971.15,0.30,-1.42
Debt Capacity World Government Bond Index (DCWGBI),186.12,0.06,0.25,181.04,0.17,-0.93,197.64,0.06,0.25
Time-Weighted US Fallen Angel Bond Index,797.93,-0.16,-0.50,797.93,-0.16,-0.50,797.93,-0.16,-0.50
