,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),247.58,-0.03,-0.24,247.81,-0.06,-1.13,277.08,-0.03,-0.23
World Government Bond Index (WGBI),801.71,-0.02,0.07,"1,047.12",-0.04,-1.06,951.90,-0.02,0.08
World Government Bond Index - Developed Markets (WGBI  DM),797.42,-0.02,0.09,"1,047.56",-0.05,-1.05,954.51,-0.02,0.10
World Government Bond Index - Extended (WGBI Extended),806.87,-0.01,0.06,"1,051.36",-0.02,-1.02,950.13,-0.01,0.06
World Inflation-Linked Securities Index (WorldILSI),196.42,0.09,1.50,172.64,0.16,0.90,198.89,0.09,1.49
US Broad Investment-Grade Bond Index (USBIG),"1,905.85",-0.06,-1.02,"1,905.85",-0.06,-1.02,"1,905.85",-0.06,-1.02
US Treasury Index,"1,639.98",-0.07,-0.86,"1,639.98",-0.07,-0.86,"1,639.98",-0.07,-0.86
US High-Yield Market Index,"1,184.86",0.00,-0.15,"1,184.86",0.00,-0.15,"1,184.86",0.00,-0.15
US High-Yield Cash Pay Index,"1,160.40",0.01,-0.14,"1,160.40",0.01,-0.14,"1,160.40",0.01,-0.14
US High-Yield Market Capped Index,410.32,0.01,-0.10,410.32,0.01,-0.10,410.32,0.01,-0.10
US High-Yield Cash Pay Capped Index,406.31,0.01,-0.09,406.31,0.01,-0.09,406.31,0.01,-0.09
LATAM Government Bond Index (LATAMGBI),238.66,-0.06,-1.14,112.82,0.63,-0.38,158.66,-0.08,-1.24
Euro Broad Investment-Grade Bond Index (EuroBIG),252.16,-0.03,0.45,255.42,-0.22,-1.56,294.15,-0.03,0.48
EMU Government Bond Index (EGBI),257.92,-0.06,0.56,261.24,-0.24,-1.45,300.43,-0.05,0.59
Eurodollar Bond Index,456.92,-0.02,-1.62,456.92,-0.02,-1.62,456.92,-0.02,-1.62
Eurosterling Bond Index,566.22,0.01,0.25,502.82,0.23,-0.38,497.50,0.01,0.26
Euroyen Bond Index,185.87,0.06,0.21,170.10,0.15,-2.07,369.75,0.06,0.22
CEEMEA Government Bond Index (CEEMEAGBI),183.85,0.01,-0.45,100.56,0.17,-1.06,135.99,0.00,-0.56
Middle East and North Africa Broad Bond Index (MENABBI),168.20,0.09,-0.99,168.20,0.09,-0.99,168.20,0.09,-0.99
Asian Government Bond Index (AGBI),189.47,0.10,-0.33,164.19,0.24,-1.08,166.25,0.09,-0.41
Asian Government Extended Bond Index (AGBI-Extended),179.38,0.07,-0.45,189.33,0.14,-0.77,143.35,0.06,-0.56
AsiaPac Government Bond Index (APGBI),192.98,0.17,-0.06,163.50,0.32,-0.70,164.52,0.16,-0.13
Asian Broad Bond Index (ABBI),227.09,0.07,-0.65,227.09,0.07,-0.65,227.09,0.07,-0.65
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),144.41,0.03,0.22,134.49,0.06,-0.40,127.05,0.02,0.09
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),144.33,0.03,0.22,134.41,0.06,-0.41,126.98,0.02,0.09
Dim Sum (Offshore CNY) Bond Index,145.65,-0.00,0.21,147.42,-0.01,-0.12,118.33,-0.01,0.11
Australian Broad Investment-Grade Bond Index (AusBIG),324.29,0.48,1.05,418.51,0.71,1.14,207.72,0.48,1.06
Emerging Markets Government Bond Index (EMGBI),248.57,0.02,-0.31,139.04,0.14,-0.88,160.75,0.01,-0.42
Emerging Markets Inflation-Linked Securities Index (EMILSI),430.78,-0.11,-0.20,158.80,0.75,0.24,197.95,-0.13,-0.35
Emerging Markets US Dollar Government Bond Index EMUSDGBI),912.39,0.44,-0.87,912.39,0.44,-0.87,912.39,0.44,-0.87
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),978.95,0.35,-0.63,978.95,0.35,-0.63,978.95,0.35,-0.63
Debt Capacity World Government Bond Index (DCWGBI),185.83,-0.00,0.09,180.91,0.00,-1.00,197.34,-0.00,0.10
Time-Weighted US Fallen Angel Bond Index,797.03,-0.02,-0.61,797.03,-0.02,-0.61,797.03,-0.02,-0.61
