,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),247.10,0.01,-0.43,245.90,0.10,-1.90,276.58,0.01,-0.41
World Government Bond Index (WGBI),799.39,-0.03,-0.22,"1,036.18",0.07,-2.09,949.28,-0.03,-0.19
World Government Bond Index - Developed Markets (WGBI  DM),795.17,-0.04,-0.20,"1,036.68",0.06,-2.07,951.97,-0.04,-0.17
World Government Bond Index - Extended (WGBI Extended),804.98,-0.02,-0.17,"1,041.05",0.08,-1.99,947.96,-0.03,-0.17
World Inflation-Linked Securities Index (WorldILSI),195.47,0.01,1.01,170.85,0.28,-0.14,197.92,0.01,1.00
US Broad Investment-Grade Bond Index (USBIG),"1,903.36",-0.04,-1.15,"1,903.36",-0.04,-1.15,"1,903.36",-0.04,-1.15
US Treasury Index,"1,634.63",-0.17,-1.18,"1,634.63",-0.17,-1.18,"1,634.63",-0.17,-1.18
US High-Yield Market Index,"1,189.99",0.25,0.29,"1,189.99",0.25,0.29,"1,189.99",0.25,0.29
US High-Yield Cash Pay Index,"1,165.51",0.25,0.30,"1,165.51",0.25,0.30,"1,165.51",0.25,0.30
US High-Yield Market Capped Index,412.08,0.24,0.33,412.08,0.24,0.33,412.08,0.24,0.33
US High-Yield Cash Pay Capped Index,408.08,0.24,0.35,408.08,0.24,0.35,408.08,0.24,0.35
LATAM Government Bond Index (LATAMGBI),233.41,-0.08,-3.32,109.69,1.12,-3.15,155.06,-0.11,-3.48
Euro Broad Investment-Grade Bond Index (EuroBIG),251.39,0.14,0.14,251.60,0.36,-3.03,293.37,0.14,0.21
EMU Government Bond Index (EGBI),256.97,0.17,0.19,257.19,0.39,-2.98,299.45,0.17,0.26
Eurodollar Bond Index,457.50,0.07,-1.49,457.50,0.07,-1.49,457.50,0.07,-1.49
Eurosterling Bond Index,564.32,-0.05,-0.08,497.67,0.57,-1.40,495.90,-0.05,-0.06
Euroyen Bond Index,185.60,-0.06,0.07,167.58,-0.24,-3.52,369.30,-0.06,0.10
CEEMEA Government Bond Index (CEEMEAGBI),182.52,0.22,-1.16,98.12,0.81,-3.47,134.96,0.20,-1.32
Middle East and North Africa Broad Bond Index (MENABBI),168.01,-0.15,-1.10,168.01,-0.15,-1.10,168.01,-0.15,-1.10
Asian Government Bond Index (AGBI),190.08,0.04,-0.01,163.62,0.18,-1.42,166.64,0.03,-0.17
Asian Government Extended Bond Index (AGBI-Extended),180.25,0.00,0.03,188.93,0.19,-0.98,143.90,-0.00,-0.18
AsiaPac Government Bond Index (APGBI),193.35,0.03,0.13,162.45,0.18,-1.34,164.73,0.03,-0.01
Asian Broad Bond Index (ABBI),227.25,0.01,-0.57,227.25,0.01,-0.57,227.25,0.01,-0.57
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),144.95,0.05,0.59,133.86,0.24,-0.87,127.36,0.04,0.34
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),144.86,0.05,0.59,133.79,0.24,-0.87,127.29,0.04,0.34
Dim Sum (Offshore CNY) Bond Index,145.77,0.00,0.29,146.19,0.23,-0.95,118.31,-0.01,0.09
Australian Broad Investment-Grade Bond Index (AusBIG),322.90,0.02,0.62,409.63,0.24,-1.01,206.83,0.02,0.63
Emerging Markets Government Bond Index (EMGBI),248.28,0.06,-0.42,137.51,0.41,-1.97,160.40,0.05,-0.64
Emerging Markets Inflation-Linked Securities Index (EMILSI),425.21,0.07,-1.49,154.72,1.58,-2.34,195.16,0.02,-1.75
Emerging Markets US Dollar Government Bond Index EMUSDGBI),903.97,0.07,-1.79,903.97,0.07,-1.79,903.97,0.07,-1.79
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),972.68,0.07,-1.27,972.68,0.07,-1.27,972.68,0.07,-1.27
Debt Capacity World Government Bond Index (DCWGBI),185.24,0.04,-0.23,178.75,0.21,-2.18,196.73,0.04,-0.21
Time-Weighted US Fallen Angel Bond Index,798.19,0.26,-0.47,798.19,0.26,-0.47,798.19,0.26,-0.47
