,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),246.77,0.09,-0.57,247.11,0.02,-1.42,276.19,0.09,-0.55
World Government Bond Index (WGBI),798.77,0.10,-0.29,"1,043.82",0.02,-1.37,948.47,0.10,-0.28
World Government Bond Index - Developed Markets (WGBI  DM),794.49,0.10,-0.28,"1,044.25",0.02,-1.36,951.08,0.10,-0.26
World Government Bond Index - Extended (WGBI Extended),804.34,0.11,-0.25,"1,048.50",0.02,-1.29,947.20,0.11,-0.25
World Inflation-Linked Securities Index (WorldILSI),195.16,0.08,0.85,171.50,-0.12,0.23,197.63,0.08,0.85
US Broad Investment-Grade Bond Index (USBIG),"1,899.39",0.06,-1.35,"1,899.39",0.06,-1.35,"1,899.39",0.06,-1.35
US Treasury Index,"1,633.66",0.06,-1.24,"1,633.66",0.06,-1.24,"1,633.66",0.06,-1.24
US High-Yield Market Index,"1,178.53",-0.05,-0.68,"1,178.53",-0.05,-0.68,"1,178.53",-0.05,-0.68
US High-Yield Cash Pay Index,"1,154.23",-0.05,-0.67,"1,154.23",-0.05,-0.67,"1,154.23",-0.05,-0.67
US High-Yield Market Capped Index,408.27,-0.04,-0.60,408.27,-0.04,-0.60,408.27,-0.04,-0.60
US High-Yield Cash Pay Capped Index,404.28,-0.04,-0.59,404.28,-0.04,-0.59,404.28,-0.04,-0.59
LATAM Government Bond Index (LATAMGBI),237.22,-0.02,-1.74,112.89,0.21,-0.32,157.64,-0.03,-1.87
Euro Broad Investment-Grade Bond Index (EuroBIG),251.30,0.18,0.11,254.87,0.05,-1.78,293.19,0.18,0.15
EMU Government Bond Index (EGBI),256.84,0.22,0.14,260.48,0.09,-1.74,299.23,0.22,0.19
Eurodollar Bond Index,455.59,0.17,-1.90,455.59,0.17,-1.90,455.59,0.17,-1.90
Eurosterling Bond Index,563.28,0.22,-0.27,499.43,-0.25,-1.05,494.95,0.22,-0.25
Euroyen Bond Index,185.63,-0.03,0.08,170.14,0.08,-2.05,369.30,-0.03,0.10
CEEMEA Government Bond Index (CEEMEAGBI),183.20,0.13,-0.80,100.23,0.19,-1.39,135.47,0.12,-0.94
Middle East and North Africa Broad Bond Index (MENABBI),168.25,0.19,-0.96,168.25,0.19,-0.96,168.25,0.19,-0.96
Asian Government Bond Index (AGBI),189.78,0.16,-0.17,164.38,0.02,-0.96,166.49,0.16,-0.27
Asian Government Extended Bond Index (AGBI-Extended),179.68,0.14,-0.28,189.57,0.02,-0.64,143.56,0.13,-0.42
AsiaPac Government Bond Index (APGBI),193.06,0.13,-0.02,163.48,-0.08,-0.71,164.57,0.13,-0.10
Asian Broad Bond Index (ABBI),227.40,0.17,-0.51,227.40,0.17,-0.51,227.40,0.17,-0.51
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),144.58,0.06,0.34,134.57,0.03,-0.34,127.17,0.05,0.18
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),144.49,0.06,0.34,134.50,0.03,-0.34,127.09,0.05,0.18
Dim Sum (Offshore CNY) Bond Index,145.70,0.00,0.25,147.26,-0.09,-0.23,118.35,-0.00,0.12
Australian Broad Investment-Grade Bond Index (AusBIG),322.71,0.04,0.56,416.31,-0.59,0.61,206.71,0.04,0.57
Emerging Markets Government Bond Index (EMGBI),248.47,0.08,-0.35,139.05,0.12,-0.88,160.64,0.07,-0.49
Emerging Markets Inflation-Linked Securities Index (EMILSI),429.34,-0.06,-0.53,160.66,0.64,1.42,197.21,-0.08,-0.72
Emerging Markets US Dollar Government Bond Index EMUSDGBI),911.87,0.20,-0.93,911.87,0.20,-0.93,911.87,0.20,-0.93
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),978.13,0.13,-0.71,978.13,0.13,-0.71,978.13,0.13,-0.71
Debt Capacity World Government Bond Index (DCWGBI),185.15,0.12,-0.28,180.28,-0.03,-1.35,196.62,0.12,-0.27
Time-Weighted US Fallen Angel Bond Index,789.44,-0.17,-1.56,789.44,-0.17,-1.56,789.44,-0.17,-1.56
