,Local Currency Terms,Local Currency Terms,Local Currency Terms,USD Terms Unhedged,USD Terms Unhedged,USD Terms Unhedged,USD Terms Hedged,USD Terms Hedged,USD Terms Hedged
,Index,Daily,MTD,Index,Daily,MTD,Index,Daily,MTD
World Broad Investment-Grade Bond Index (WorldBIG),223.96,-0.29,0.34,209.55,-0.19,0.25,251.94,-0.28,0.35
World Government Bond Index (WGBI),730.51,-0.38,0.25,872.15,-0.29,0.15,872.35,-0.37,0.26
World Government Bond Index - Developed Markets (WGBI  DM),725.52,-0.39,0.25,870.67,-0.30,0.16,874.17,-0.38,0.26
World Government Bond Index - Extended (WGBI Extended),741.71,-0.35,0.26,885.51,-0.26,0.17,876.28,-0.34,0.27
World Inflation-Linked Securities Index (WorldILSI),186.98,-0.61,0.81,152.09,-0.25,0.66,189.95,-0.60,0.82
US Broad Investment-Grade Bond Index (USBIG),"1,743.94",0.02,0.46,"1,743.94",0.02,0.46,"1,743.94",0.02,0.46
US Treasury Index,"1,525.19",0.01,0.29,"1,525.19",0.01,0.29,"1,525.19",0.01,0.29
US High-Yield Market Index,"1,073.24",0.05,0.26,"1,073.24",0.05,0.26,"1,073.24",0.05,0.26
US High-Yield Cash Pay Index,"1,051.76",0.05,0.26,"1,051.76",0.05,0.26,"1,051.76",0.05,0.26
US High-Yield Market Capped Index,371.33,0.05,0.25,371.33,0.05,0.25,371.33,0.05,0.25
US High-Yield Cash Pay Capped Index,367.94,0.05,0.25,367.94,0.05,0.25,367.94,0.05,0.25
LATAM Government Bond Index (LATAMGBI),220.04,0.03,1.36,100.35,0.52,0.69,137.94,-0.02,1.27
Euro Broad Investment-Grade Bond Index (EuroBIG),219.19,-0.88,0.18,194.57,-0.57,-0.11,259.59,-0.85,0.21
EMU Government Bond Index (EGBI),223.25,-1.05,0.20,198.17,-0.74,-0.09,263.97,-1.02,0.23
Eurodollar Bond Index,411.39,0.03,0.61,411.39,0.03,0.61,411.39,0.03,0.61
Eurosterling Bond Index,500.54,-0.86,0.33,387.63,0.05,0.09,441.68,-0.84,0.34
Euroyen Bond Index,184.65,0.01,0.06,135.71,-0.46,0.14,370.11,0.03,0.08
CEEMEA Government Bond Index (CEEMEAGBI),145.06,0.00,0.75,66.15,0.48,0.53,99.78,-0.03,0.70
Middle East and North Africa Broad Bond Index (MENABBI),153.48,0.04,0.37,153.48,0.04,0.37,153.48,0.04,0.37
Asian Government Bond Index (AGBI),192.20,0.01,0.27,156.29,0.03,0.18,164.87,0.01,0.27
Asian Government Extended Bond Index (AGBI-Extended),182.00,0.02,0.25,179.00,0.07,0.19,141.47,0.02,0.24
AsiaPac Government Bond Index (APGBI),193.03,0.03,0.32,152.11,0.17,0.21,161.34,0.03,0.32
Asian Broad Bond Index (ABBI),200.10,0.03,0.22,200.10,0.03,0.22,200.10,0.03,0.22
Chinese (Onshore CNY) Broad Bond Index (CNYBBI),154.01,-0.14,-0.13,139.22,-0.08,-0.17,131.21,-0.14,-0.13
Chinese (Onshore CNY) Broad Bond Index - Interbank CNYBBI - Interbank),153.93,-0.14,-0.14,139.15,-0.08,-0.17,131.14,-0.14,-0.14
Dim Sum (Offshore CNY) Bond Index,149.96,-0.00,0.00,147.38,0.21,0.13,117.87,-0.01,-0.00
Australian Broad Investment-Grade Bond Index (AusBIG),292.22,0.24,0.77,333.56,1.45,0.43,187.41,0.25,0.77
Emerging Markets Government Bond Index (EMGBI),245.34,-0.03,0.21,128.31,0.08,0.01,152.36,-0.04,0.19
Emerging Markets Inflation-Linked Securities Index (EMILSI),479.44,-0.05,1.02,164.40,0.46,0.28,199.65,-0.13,0.90
Emerging Markets US Dollar Government Bond Index EMUSDGBI),739.86,0.05,0.87,739.86,0.05,0.87,739.86,0.05,0.87
Emerging Markets US Dollar Government Capped Bond  (EMUSDGBI Capped),786.02,0.05,0.80,786.02,0.05,0.80,786.02,0.05,0.80
Debt Capacity World Government Bond Index (DCWGBI),168.56,-0.44,0.28,148.89,-0.23,0.12,179.63,-0.43,0.29
Time-Weighted US Fallen Angel Bond Index,722.80,0.05,0.20,722.80,0.05,0.20,722.80,0.05,0.20
